Date,iShares MSCI MalaysiaEtf_Open_average,iShares MSCI MalaysiaEtf_Open_max,iShares MSCI MalaysiaEtf_Open_min,iShares MSCI MalaysiaEtf_High_average,iShares MSCI MalaysiaEtf_High_max,iShares MSCI MalaysiaEtf_High_min,iShares MSCI MalaysiaEtf_Low_average,iShares MSCI MalaysiaEtf_Low_max,iShares MSCI MalaysiaEtf_Low_min,iShares MSCI MalaysiaEtf_Close_average,iShares MSCI MalaysiaEtf_Close_max,iShares MSCI MalaysiaEtf_Close_min
2018-05-27,-2.3350874828522405,-2.3350874828522405,-2.3350874828522405,-2.2524316778071087,-2.2524316778071087,-2.2524316778071087,-1.949936953670386,-1.949936953670386,-1.949936953670386,-2.1044245623071083,-2.1044245623071083,-2.1044245623071083
2018-06-03,-1.4588247759292137,-1.4588247759292137,-1.4588247759292137,-1.5137022402210711,-1.5137022402210711,-1.5137022402210711,-1.2401018875064695,-1.2401018875064695,-1.2401018875064695,-1.3420032095456491,-1.3420032095456491,-1.3420032095456491
2018-06-10,-1.799795858261228,-1.799795858261228,-1.799795858261228,-1.893224994456875,-1.893224994456875,-1.893224994456875,-1.7922288757762075,-1.7922288757762075,-1.7922288757762075,-1.7541100773256302,-1.7541100773256302,-1.7541100773256302
2018-06-17,-2.509576029787168,-2.509576029787168,-2.509576029787168,-2.5406853219836107,-2.5406853219836107,-2.5406853219836107,-2.465293309641563,-2.465293309641563,-2.465293309641563,-2.5727117469066347,-2.5727117469066347,-2.5727117469066347
2018-06-24,-2.2484511520667345,-2.2484511520667345,-2.2484511520667345,-2.224220356601992,-2.224220356601992,-2.224220356601992,-2.141078773392902,-2.141078773392902,-2.141078773392902,-2.1111329496960267,-2.1111329496960267,-2.1111329496960267
2018-07-01,-2.0184425631295495,-2.0184425631295495,-2.0184425631295495,-1.9461466389169173,-1.9461466389169173,-1.9461466389169173,-1.9928272123271829,-1.9928272123271829,-1.9928272123271829,-1.971718826366597,-1.971718826366597,-1.971718826366597
2018-07-08,-1.4336587327336259,-1.4336587327336259,-1.4336587327336259,-1.4156779903595214,-1.4156779903595214,-1.4156779903595214,-1.368832435778942,-1.368832435778942,-1.368832435778942,-1.350496661617685,-1.350496661617685,-1.350496661617685
2018-07-15,-0.9692007288119763,-0.9692007288119763,-0.9692007288119763,-0.9801672120984907,-0.9801672120984907,-0.9801672120984907,-0.9073202277754853,-0.9073202277754853,-0.9073202277754853,-0.9466301419514491,-0.9466301419514491,-0.9466301419514491
2018-07-22,-0.6982404040958065,-0.6982404040958065,-0.6982404040958065,-0.7226944337080405,-0.7226944337080405,-0.7226944337080405,-0.6667588093384526,-0.6667588093384526,-0.6667588093384526,-0.6597317475430023,-0.6597317475430023,-0.6597317475430023
2018-07-29,-0.5613813976278188,-0.5613813976278188,-0.5613813976278188,-0.580261185078477,-0.580261185078477,-0.580261185078477,-0.5223470751024895,-0.5223470751024895,-0.5223470751024895,-0.5279587554605785,-0.5279587554605785,-0.5279587554605785
2018-08-05,-0.37562535016256976,-0.37562535016256976,-0.37562535016256976,-0.3732969910947489,-0.3732969910947489,-0.3732969910947489,-0.42543540384724515,-0.42543540384724515,-0.42543540384724515,-0.46068519939121616,-0.46068519939121616,-0.46068519939121616
2018-08-12,-0.6952560222167429,-0.6952560222167429,-0.6952560222167429,-0.6087262638211418,-0.6087262638211418,-0.6087262638211418,-0.6569961306643776,-0.6569961306643776,-0.6569961306643776,-0.553217571186501,-0.553217571186501,-0.553217571186501
2018-08-19,-0.18141918634619816,-0.18141918634619816,-0.18141918634619816,-0.15049709106601428,-0.15049709106601428,-0.15049709106601428,-0.07254896480111389,-0.07254896480111389,-0.07254896480111389,-0.048746536249921604,-0.048746536249921604,-0.048746536249921604
2018-08-26,-0.37556790665562634,-0.37556790665562634,-0.37556790665562634,-0.33853458483058,-0.33853458483058,-0.33853458483058,-0.3800296218322565,-0.3800296218322565,-0.3800296218322565,-0.32858937136223004,-0.32858937136223004,-0.32858937136223004
