Date,ProShares UltraPro Short QQQ_Open_average,ProShares UltraPro Short QQQ_Open_max,ProShares UltraPro Short QQQ_Open_min,ProShares UltraPro Short QQQ_High_average,ProShares UltraPro Short QQQ_High_max,ProShares UltraPro Short QQQ_High_min,ProShares UltraPro Short QQQ_Low_average,ProShares UltraPro Short QQQ_Low_max,ProShares UltraPro Short QQQ_Low_min,ProShares UltraPro Short QQQ_Close_average,ProShares UltraPro Short QQQ_Close_max,ProShares UltraPro Short QQQ_Close_min
2018-04-08,-0.114713842483587,-0.114713842483587,-0.114713842483587,-0.22864145590814897,-0.22864145590814897,-0.22864145590814897,0.11436984887023505,0.11436984887023505,0.11436984887023505,-0.13776004153283072,-0.13776004153283072,-0.13776004153283072
2018-04-15,-0.2667550961966663,-0.2667550961966663,-0.2667550961966663,-0.18345624300053653,-0.18345624300053653,-0.18345624300053653,-0.05592035696413594,-0.05592035696413594,-0.05592035696413594,-0.05861984123901742,-0.05861984123901742,-0.05861984123901742
2018-04-22,-0.24156203149452404,-0.24156203149452404,-0.24156203149452404,-0.19312514941849246,-0.19312514941849246,-0.19312514941849246,-0.09857964977891938,-0.09857964977891938,-0.09857964977891938,0.01944333071475859,0.01944333071475859,0.01944333071475859
2018-04-29,-0.8151408168371835,-0.8151408168371835,-0.8151408168371835,-0.9863970806464762,-0.9863970806464762,-0.9863970806464762,-0.8297873003449115,-0.8297873003449115,-0.8297873003449115,-0.8767022199882805,-0.8767022199882805,-0.8767022199882805
2018-05-06,-1.5494393248670282,-1.5494393248670282,-1.5494393248670282,-1.4749464654521856,-1.4749464654521856,-1.4749464654521856,-1.597835091981003,-1.597835091981003,-1.597835091981003,-1.3493712804184959,-1.3493712804184959,-1.3493712804184959
2018-05-13,-1.1308301929581694,-1.1308301929581694,-1.1308301929581694,-1.0140832924210652,-1.0140832924210652,-1.0140832924210652,-1.1009088571479486,-1.1009088571479486,-1.1009088571479486,-0.9521525771652762,-0.9521525771652762,-0.9521525771652762
2018-05-20,-1.1442990248960596,-1.1442990248960596,-1.1442990248960596,-1.15726858527435,-1.15726858527435,-1.15726858527435,-1.1492369778005798,-1.1492369778005798,-1.1492369778005798,-1.092556513995722,-1.092556513995722,-1.092556513995722
2018-05-27,-1.4896342090873886,-1.4896342090873886,-1.4896342090873886,-1.4455390492515237,-1.4455390492515237,-1.4455390492515237,-1.6044502620785466,-1.6044502620785466,-1.6044502620785466,-1.5281143544860687,-1.5281143544860687,-1.5281143544860687
2018-06-03,-1.5031556279275191,-1.5031556279275191,-1.5031556279275191,-1.4588404001419852,-1.4588404001419852,-1.4588404001419852,-1.586693696189553,-1.586693696189553,-1.586693696189553,-1.4731144170390358,-1.4731144170390358,-1.4731144170390358
2018-06-10,-1.4624512315223408,-1.4624512315223408,-1.4624512315223408,-1.3346734248591836,-1.3346734248591836,-1.3346734248591836,-1.5140672154688328,-1.5140672154688328,-1.5140672154688328,-1.428619448996459,-1.428619448996459,-1.428619448996459
2018-06-17,-1.0787595236809744,-1.0787595236809744,-1.0787595236809744,-0.6848876217862542,-0.6848876217862542,-0.6848876217862542,-1.0028047138225864,-1.0028047138225864,-1.0028047138225864,-0.7581678813979742,-0.7581678813979742,-0.7581678813979742
