Date,iShares Broad USD High Yield Corporate BondEtf_Open_average,iShares Broad USD High Yield Corporate BondEtf_Open_max,iShares Broad USD High Yield Corporate BondEtf_Open_min,iShares Broad USD High Yield Corporate BondEtf_High_average,iShares Broad USD High Yield Corporate BondEtf_High_max,iShares Broad USD High Yield Corporate BondEtf_High_min,iShares Broad USD High Yield Corporate BondEtf_Low_average,iShares Broad USD High Yield Corporate BondEtf_Low_max,iShares Broad USD High Yield Corporate BondEtf_Low_min,iShares Broad USD High Yield Corporate BondEtf_Close_average,iShares Broad USD High Yield Corporate BondEtf_Close_max,iShares Broad USD High Yield Corporate BondEtf_Close_min
2018-05-27,-1.3011194075477734,-1.3011194075477734,-1.3011194075477734,-1.3104001027819163,-1.3104001027819163,-1.3104001027819163,-1.091386099583031,-1.091386099583031,-1.091386099583031,-1.153255122977169,-1.153255122977169,-1.153255122977169
2018-06-03,-0.8156263669290669,-0.8156263669290669,-0.8156263669290669,-0.7989266166971479,-0.7989266166971479,-0.7989266166971479,-0.6507127491930621,-0.6507127491930621,-0.6507127491930621,-0.7109967846120822,-0.7109967846120822,-0.7109967846120822
2018-06-10,-0.4716730007134182,-0.4716730007134182,-0.4716730007134182,-0.20264270490210454,-0.20264270490210454,-0.20264270490210454,-0.23151511220731352,-0.23151511220731352,-0.23151511220731352,-0.07791032626287246,-0.07791032626287246,-0.07791032626287246
2018-06-17,-0.3440031731288738,-0.3440031731288738,-0.3440031731288738,-0.38583896790203065,-0.38583896790203065,-0.38583896790203065,-0.2660253119252435,-0.2660253119252435,-0.2660253119252435,-0.3666212360289966,-0.3666212360289966,-0.3666212360289966
2018-06-24,-1.598786354877349,-1.598786354877349,-1.598786354877349,-1.5572528616287873,-1.5572528616287873,-1.5572528616287873,-1.5468879248985796,-1.5468879248985796,-1.5468879248985796,-1.4905313920373255,-1.4905313920373255,-1.4905313920373255
2018-07-01,-2.321540565872605,-2.321540565872605,-2.321540565872605,-1.8699683141429377,-1.8699683141429377,-1.8699683141429377,-2.1757550966438126,-2.1757550966438126,-2.1757550966438126,-1.906809545056648,-1.906809545056648,-1.906809545056648
2018-07-08,-0.9754744497335479,-0.9754744497335479,-0.9754744497335479,-1.0391169067746158,-1.0391169067746158,-1.0391169067746158,-0.8472935440803585,-0.8472935440803585,-0.8472935440803585,-0.8954168272977536,-0.8954168272977536,-0.8954168272977536
2018-07-15,-1.057761612160483,-1.057761612160483,-1.057761612160483,-0.9425682102935788,-0.9425682102935788,-0.9425682102935788,-0.9434229272972195,-0.9434229272972195,-0.9434229272972195,-0.7654410731122069,-0.7654410731122069,-0.7654410731122069
2018-07-22,-0.22534123523613547,-0.22534123523613547,-0.22534123523613547,-0.05891364320425499,-0.05891364320425499,-0.05891364320425499,-0.1439243073705207,-0.1439243073705207,-0.1439243073705207,0.10857797226256961,0.10857797226256961,0.10857797226256961
2018-07-29,-0.2652468262619279,-0.2652468262619279,-0.2652468262619279,-0.3708146094292374,-0.3708146094292374,-0.3708146094292374,-0.28320749659755434,-0.28320749659755434,-0.28320749659755434,-0.19809766537192072,-0.19809766537192072,-0.19809766537192072
