Date,Direxion Daily Financial Bear 3X SharesEtf_Open_average,Direxion Daily Financial Bear 3X SharesEtf_Open_max,Direxion Daily Financial Bear 3X SharesEtf_Open_min,Direxion Daily Financial Bear 3X SharesEtf_High_average,Direxion Daily Financial Bear 3X SharesEtf_High_max,Direxion Daily Financial Bear 3X SharesEtf_High_min,Direxion Daily Financial Bear 3X SharesEtf_Low_average,Direxion Daily Financial Bear 3X SharesEtf_Low_max,Direxion Daily Financial Bear 3X SharesEtf_Low_min,Direxion Daily Financial Bear 3X SharesEtf_Close_average,Direxion Daily Financial Bear 3X SharesEtf_Close_max,Direxion Daily Financial Bear 3X SharesEtf_Close_min
2018-05-27,-0.2683368041676774,-0.2683368041676774,-0.2683368041676774,-0.4507029765948237,-0.4507029765948237,-0.4507029765948237,-0.08081304154396061,-0.08081304154396061,-0.08081304154396061,-0.24618442876063623,-0.24618442876063623,-0.24618442876063623
2018-06-03,-1.019725327198227,-1.019725327198227,-1.019725327198227,-1.050555267574271,-1.050555267574271,-1.050555267574271,-1.0913886501664105,-1.0913886501664105,-1.0913886501664105,-1.1737033716159904,-1.1737033716159904,-1.1737033716159904
2018-06-10,-0.5481625307125122,-0.5481625307125122,-0.5481625307125122,-0.582472648625163,-0.582472648625163,-0.582472648625163,-0.6167923543293901,-0.6167923543293901,-0.6167923543293901,-0.719021531847704,-0.719021531847704,-0.719021531847704
2018-06-17,-0.8988830510977741,-0.8988830510977741,-0.8988830510977741,-0.6791965769932592,-0.6791965769932592,-0.6791965769932592,-0.6401348528293892,-0.6401348528293892,-0.6401348528293892,-0.4763138417725303,-0.4763138417725303,-0.4763138417725303
2018-06-24,-0.022581334057440422,-0.022581334057440422,-0.022581334057440422,0.06654709503713607,0.06654709503713607,0.06654709503713607,0.11080255213795445,0.11080255213795445,0.11080255213795445,0.3997610103152645,0.3997610103152645,0.3997610103152645
2018-07-01,0.3583150973165085,0.3583150973165085,0.3583150973165085,0.04715849509195758,0.04715849509195758,0.04715849509195758,0.19710602513246375,0.19710602513246375,0.19710602513246375,-0.08510567642826944,-0.08510567642826944,-0.08510567642826944
2018-07-08,-0.7897549219473216,-0.7897549219473216,-0.7897549219473216,-0.594695239215364,-0.594695239215364,-0.594695239215364,-0.5916230112891611,-0.5916230112891611,-0.5916230112891611,-0.602943348206713,-0.602943348206713,-0.602943348206713
2018-07-15,-1.2302254059363786,-1.2302254059363786,-1.2302254059363786,-1.2059921847706696,-1.2059921847706696,-1.2059921847706696,-1.2819200710022,-1.2819200710022,-1.2819200710022,-1.1368944952112736,-1.1368944952112736,-1.1368944952112736
2018-07-22,-1.9818341303860467,-1.9818341303860467,-1.9818341303860467,-1.5328277812448545,-1.5328277812448545,-1.5328277812448545,-2.133533436409244,-2.133533436409244,-2.133533436409244,-1.6006253736310612,-1.6006253736310612,-1.6006253736310612
2018-07-29,-1.4803891729864889,-1.4803891729864889,-1.4803891729864889,-1.5446986668589149,-1.5446986668589149,-1.5446986668589149,-1.7568212142733857,-1.7568212142733857,-1.7568212142733857,-1.6422408607621706,-1.6422408607621706,-1.6422408607621706
