Date,iShares Currency Hedged MSCI South KoreaEtf_Open_average,iShares Currency Hedged MSCI South KoreaEtf_Open_max,iShares Currency Hedged MSCI South KoreaEtf_Open_min,iShares Currency Hedged MSCI South KoreaEtf_High_average,iShares Currency Hedged MSCI South KoreaEtf_High_max,iShares Currency Hedged MSCI South KoreaEtf_High_min,iShares Currency Hedged MSCI South KoreaEtf_Low_average,iShares Currency Hedged MSCI South KoreaEtf_Low_max,iShares Currency Hedged MSCI South KoreaEtf_Low_min,iShares Currency Hedged MSCI South KoreaEtf_Close_average,iShares Currency Hedged MSCI South KoreaEtf_Close_max,iShares Currency Hedged MSCI South KoreaEtf_Close_min
2018-05-27,-0.9315905535076593,-0.9315905535076593,-0.9315905535076593,-0.9222092294190762,-0.9222092294190762,-0.9222092294190762,-0.8325289961608815,-0.8325289961608815,-0.8325289961608815,-0.8285698135110163,-0.8285698135110163,-0.8285698135110163
2018-06-03,-0.35044196419562296,-0.35044196419562296,-0.35044196419562296,-0.3715374650749449,-0.3715374650749449,-0.3715374650749449,-0.26346097168453464,-0.26346097168453464,-0.26346097168453464,-0.2913538704114004,-0.2913538704114004,-0.2913538704114004
2018-06-10,0.018566838283680585,0.018566838283680585,0.018566838283680585,-0.0036697101398827808,-0.0036697101398827808,-0.0036697101398827808,-0.6759010813517984,-0.6759010813517984,-0.6759010813517984,-0.6900584462952242,-0.6900584462952242,-0.6900584462952242
2018-06-17,-2.2928676095751945,-2.2928676095751945,-2.2928676095751945,-2.2841754481373897,-2.2841754481373897,-2.2841754481373897,-2.155823149616388,-2.155823149616388,-2.155823149616388,-2.1448884885034447,-2.1448884885034447,-2.1448884885034447
2018-06-24,-2.429019433290845,-2.429019433290845,-2.429019433290845,-2.4177131797847,-2.4177131797847,-2.4177131797847,-2.278667596805306,-2.278667596805306,-2.278667596805306,-2.2648003130910226,-2.2648003130910226,-2.2648003130910226
2018-07-01,-2.764882629338056,-2.764882629338056,-2.764882629338056,-2.7524218822975257,-2.7524218822975257,-2.7524218822975257,-2.6937125255353926,-2.6937125255353926,-2.6937125255353926,-2.6773899849336895,-2.6773899849336895,-2.6773899849336895
2018-07-08,-1.8066779898908862,-1.8066779898908862,-1.8066779898908862,-1.802559032158842,-1.802559032158842,-1.802559032158842,-1.8074880592834048,-1.8074880592834048,-1.8074880592834048,-1.746247552720563,-1.746247552720563,-1.746247552720563
2018-07-15,-1.5654607723224527,-1.5654607723224527,-1.5654607723224527,-1.5635268776735638,-1.5635268776735638,-1.5635268776735638,-1.5050845371259043,-1.5050845371259043,-1.5050845371259043,-1.5137340185300352,-1.5137340185300352,-1.5137340185300352
2018-07-22,-1.2961374176299527,-1.2961374176299527,-1.2961374176299527,-1.295830626102596,-1.295830626102596,-1.295830626102596,-1.2431046999425746,-1.2431046999425746,-1.2431046999425746,-1.251313207169989,-1.251313207169989,-1.251313207169989
2018-07-29,-1.6363467049941742,-1.6363467049941742,-1.6363467049941742,-1.6340332477019375,-1.6340332477019375,-1.6340332477019375,-1.6050063882109178,-1.6050063882109178,-1.6050063882109178,-1.6150005987396292,-1.6150005987396292,-1.6150005987396292
2018-08-05,-1.4510053608175029,-1.4510053608175029,-1.4510053608175029,-1.4488177213232882,-1.4488177213232882,-1.4488177213232882,-1.5906053056442007,-1.5906053056442007,-1.5906053056442007,-1.5979747869114154,-1.5979747869114154,-1.5979747869114154
2018-08-12,-1.6850376400648632,-1.6850376400648632,-1.6850376400648632,-1.5716299408492076,-1.5716299408492076,-1.5716299408492076,-1.652057767171152,-1.652057767171152,-1.652057767171152,-1.5452137152960548,-1.5452137152960548,-1.5452137152960548
2018-08-19,-0.6330218366735605,-0.6330218366735605,-0.6330218366735605,-0.6496369661269425,-0.6496369661269425,-0.6496369661269425,-0.6008198523068793,-0.6008198523068793,-0.6008198523068793,-0.6186222139490762,-0.6186222139490762,-0.6186222139490762
2018-08-26,-0.8241550950014583,-0.8241550950014583,-0.8241550950014583,-0.8406942062492535,-0.8406942062492535,-0.8406942062492535,-0.7950371029278678,-0.7950371029278678,-0.7950371029278678,-0.8146648474735266,-0.8146648474735266,-0.8146648474735266
2018-09-02,-0.02556598822344833,-0.02556598822344833,-0.02556598822344833,-0.03987322017002472,-0.03987322017002472,-0.03987322017002472,0.01052005459123467,0.01052005459123467,0.01052005459123467,-0.0009664280228857256,-0.0009664280228857256,-0.0009664280228857256
2018-09-09,-0.14577404008510594,-0.14577404008510594,-0.14577404008510594,0.26544669937897225,0.26544669937897225,0.26544669937897225,-0.10908235416369322,-0.10908235416369322,-0.10908235416369322,0.22500064965892577,0.22500064965892577,0.22500064965892577
2018-09-16,-0.07540722692711027,-0.07540722692711027,-0.07540722692711027,0.23892486666226243,0.23892486666226243,0.23892486666226243,-0.03587692664785624,-0.03587692664785624,-0.03587692664785624,0.11583306734197285,0.11583306734197285,0.11583306734197285
2018-09-23,-0.036786986438616186,-0.036786986438616186,-0.036786986438616186,-0.07332511204351898,-0.07332511204351898,-0.07332511204351898,-0.017025475161975112,-0.017025475161975112,-0.017025475161975112,-0.06145514877117705,-0.06145514877117705,-0.06145514877117705
2018-09-30,-0.9083552101479987,-0.9083552101479987,-0.9083552101479987,-0.9599205142355247,-0.9599205142355247,-0.9599205142355247,-1.0918010836417202,-1.0918010836417202,-1.0918010836417202,-1.1432769119322848,-1.1432769119322848,-1.1432769119322848
2018-10-07,-2.098256629575224,-2.098256629575224,-2.098256629575224,-2.0524773935620266,-2.0524773935620266,-2.0524773935620266,-2.114937767709994,-2.114937767709994,-2.114937767709994,-2.075141882672601,-2.075141882672601,-2.075141882672601
