Date,iShares GovernmentCredit Bond_Open_average,iShares GovernmentCredit Bond_Open_max,iShares GovernmentCredit Bond_Open_min,iShares GovernmentCredit Bond_High_average,iShares GovernmentCredit Bond_High_max,iShares GovernmentCredit Bond_High_min,iShares GovernmentCredit Bond_Low_average,iShares GovernmentCredit Bond_Low_max,iShares GovernmentCredit Bond_Low_min,iShares GovernmentCredit Bond_Close_average,iShares GovernmentCredit Bond_Close_max,iShares GovernmentCredit Bond_Close_min
2018-04-08,-0.520017084626378,-0.520017084626378,-0.520017084626378,-0.6423114865552163,-0.6423114865552163,-0.6423114865552163,-0.3702776268565132,-0.3702776268565132,-0.3702776268565132,-0.5279003639282578,-0.5279003639282578,-0.5279003639282578
2018-04-15,-1.9320495266070656,-1.9320495266070656,-1.9320495266070656,-1.800644896017178,-1.800644896017178,-1.800644896017178,-1.7678050579793054,-1.7678050579793054,-1.7678050579793054,-1.7408710813221981,-1.7408710813221981,-1.7408710813221981
2018-04-22,-1.4701349821708196,-1.4701349821708196,-1.4701349821708196,-1.5418893999259717,-1.5418893999259717,-1.5418893999259717,-1.6150792942617154,-1.6150792942617154,-1.6150792942617154,-1.5720134631408478,-1.5720134631408478,-1.5720134631408478
2018-04-29,-1.9082084521295186,-1.9082084521295186,-1.9082084521295186,-1.9437041372791488,-1.9437041372791488,-1.9437041372791488,-2.0700760297901337,-2.0700760297901337,-2.0700760297901337,-1.9949112318819784,-1.9949112318819784,-1.9949112318819784
2018-05-06,-1.4496778008128377,-1.4496778008128377,-1.4496778008128377,-1.4592513771065716,-1.4592513771065716,-1.4592513771065716,-1.50551523357232,-1.50551523357232,-1.50551523357232,-1.431437222052961,-1.431437222052961,-1.431437222052961
2018-05-13,-2.012195877325592,-2.012195877325592,-2.012195877325592,-1.942987324209093,-1.942987324209093,-1.942987324209093,-1.826468002556465,-1.826468002556465,-1.826468002556465,-1.8136633872729209,-1.8136633872729209,-1.8136633872729209
2018-05-20,-0.5935245953634548,-0.5935245953634548,-0.5935245953634548,-0.6636085702913053,-0.6636085702913053,-0.6636085702913053,-0.4549701935580267,-0.4549701935580267,-0.4549701935580267,-0.5447171471099164,-0.5447171471099164,-0.5447171471099164
2018-05-27,-0.6592875981859684,-0.6592875981859684,-0.6592875981859684,-0.5819774595745689,-0.5819774595745689,-0.5819774595745689,-0.6964658237023202,-0.6964658237023202,-0.6964658237023202,-0.7510791677243013,-0.7510791677243013,-0.7510791677243013
2018-06-03,-1.104139888410946,-1.104139888410946,-1.104139888410946,-1.045516301847111,-1.045516301847111,-1.045516301847111,-1.0445543493639937,-1.0445543493639937,-1.0445543493639937,-0.9389656987847161,-0.9389656987847161,-0.9389656987847161
2018-06-10,-0.43990255905248105,-0.43990255905248105,-0.43990255905248105,-0.5044074513296142,-0.5044074513296142,-0.5044074513296142,-0.43302101305544655,-0.43302101305544655,-0.43302101305544655,-0.4923944119684991,-0.4923944119684991,-0.4923944119684991
2018-06-17,-0.46162704316623526,-0.46162704316623526,-0.46162704316623526,-0.5125192289982273,-0.5125192289982273,-0.5125192289982273,-0.3476371058057261,-0.3476371058057261,-0.3476371058057261,-0.406984556829726,-0.406984556829726,-0.406984556829726
2018-06-24,-0.01864386695168438,-0.01864386695168438,-0.01864386695168438,0.13875108321418497,0.13875108321418497,0.13875108321418497,-0.1381814347545249,-0.1381814347545249,-0.1381814347545249,-0.17900509106842669,-0.17900509106842669,-0.17900509106842669
2018-07-01,0.8041305500951197,0.8041305500951197,0.8041305500951197,0.7851597002960561,0.7851597002960561,0.7851597002960561,0.7247133423470893,0.7247133423470893,0.7247133423470893,0.9194881990736602,0.9194881990736602,0.9194881990736602
2018-07-08,2.174144406502566,2.174144406502566,2.174144406502566,2.042906888478424,2.042906888478424,2.042906888478424,2.034806147090001,2.034806147090001,2.034806147090001,1.9450201134450877,1.9450201134450877,1.9450201134450877
2018-07-15,-0.08413019951395183,-0.08413019951395183,-0.08413019951395183,-0.1587368245635895,-0.1587368245635895,-0.1587368245635895,-0.46154654162285397,-0.46154654162285397,-0.46154654162285397,-0.3801502012863006,-0.3801502012863006,-0.3801502012863006
2018-07-22,0.12915925467288628,0.12915925467288628,0.12915925467288628,0.04975039719050011,0.04975039719050011,0.04975039719050011,0.3522052753862548,0.3522052753862548,0.3522052753862548,0.25335493629700406,0.25335493629700406,0.25335493629700406
2018-07-29,0.5704631103968643,0.5704631103968643,0.5704631103968643,0.487136091638654,0.487136091638654,0.487136091638654,0.8896880749721046,0.8896880749721046,0.8896880749721046,0.801039364861718,0.801039364861718,0.801039364861718
2018-08-05,1.0042483397311885,1.0042483397311885,1.0042483397311885,0.9294570804013172,0.9294570804013172,0.9294570804013172,1.2836431088018176,1.2836431088018176,1.2836431088018176,1.219272687057479,1.219272687057479,1.219272687057479
2018-08-12,1.8494502902206238,1.8494502902206238,1.8494502902206238,1.9264862652627852,1.9264862652627852,1.9264862652627852,2.047452244034524,2.047452244034524,2.047452244034524,2.093790204997461,2.093790204997461,2.093790204997461
2018-08-19,1.7181044607949885,1.7181044607949885,1.7181044607949885,1.662133355113151,1.662133355113151,1.662133355113151,1.4513396365862288,1.4513396365862288,1.4513396365862288,1.4763701563091036,1.4763701563091036,1.4763701563091036
2018-08-26,1.0016632919732178,1.0016632919732178,1.0016632919732178,1.0022541144489423,1.0022541144489423,1.0022541144489423,0.9854580520222165,0.9854580520222165,0.9854580520222165,0.9284949907161715,0.9284949907161715,0.9284949907161715
2018-09-02,-1.2720029509295632,-1.2720029509295632,-1.2720029509295632,-0.9184858864265809,-0.9184858864265809,-0.9184858864265809,-1.1104832627838623,-1.1104832627838623,-1.1104832627838623,-0.8054059287911072,-0.8054059287911072,-0.8054059287911072
2018-09-09,-1.7470113465484514,-1.7470113465484514,-1.7470113465484514,-1.1578755068225617,-1.1578755068225617,-1.1578755068225617,-1.6797022534060846,-1.6797022534060846,-1.6797022534060846,-1.2537859827477658,-1.2537859827477658,-1.2537859827477658
2018-09-16,-2.1717219503359786,-2.1717219503359786,-2.1717219503359786,-1.9626739138847955,-1.9626739138847955,-1.9626739138847955,-2.163756461817453,-2.163756461817453,-2.163756461817453,-2.136915194540939,-2.136915194540939,-2.136915194540939
2018-09-23,-1.4183401430356801,-1.4183401430356801,-1.4183401430356801,-1.82852059324604,-1.82852059324604,-1.82852059324604,-1.4002870206589986,-1.4002870206589986,-1.4002870206589986,-1.6626475553854212,-1.6626475553854212,-1.6626475553854212
