Date,Franklin FTSE South Korea_etf_Open_average,Franklin FTSE South Korea_etf_Open_max,Franklin FTSE South Korea_etf_Open_min,Franklin FTSE South Korea_etf_High_average,Franklin FTSE South Korea_etf_High_max,Franklin FTSE South Korea_etf_High_min,Franklin FTSE South Korea_etf_Low_average,Franklin FTSE South Korea_etf_Low_max,Franklin FTSE South Korea_etf_Low_min,Franklin FTSE South Korea_etf_Close_average,Franklin FTSE South Korea_etf_Close_max,Franklin FTSE South Korea_etf_Close_min
2018-04-08,-0.23739427508638047,-0.23739427508638047,-0.23739427508638047,-0.41685433624904755,-0.41685433624904755,-0.41685433624904755,-0.13249393331393064,-0.13249393331393064,-0.13249393331393064,-0.2567618525561751,-0.2567618525561751,-0.2567618525561751
2018-04-15,0.40698911973842195,0.40698911973842195,0.40698911973842195,0.24963127638168892,0.24963127638168892,0.24963127638168892,0.33961188668487,0.33961188668487,0.33961188668487,0.229827046098593,0.229827046098593,0.229827046098593
2018-04-22,0.6892402259334905,0.6892402259334905,0.6892402259334905,0.597132023195191,0.597132023195191,0.597132023195191,0.7634566827007997,0.7634566827007997,0.7634566827007997,0.6519894270763797,0.6519894270763797,0.6519894270763797
2018-04-29,-0.8740434060210047,-0.8740434060210047,-0.8740434060210047,-0.6986309313935511,-0.6986309313935511,-0.6986309313935511,-0.49865978612140627,-0.49865978612140627,-0.49865978612140627,-0.3174078472747079,-0.3174078472747079,-0.3174078472747079
2018-05-06,0.22016559418426568,0.22016559418426568,0.22016559418426568,-0.09313059547712525,-0.09313059547712525,-0.09313059547712525,0.3735621098640743,0.3735621098640743,0.3735621098640743,0.1422913797760484,0.1422913797760484,0.1422913797760484
2018-05-13,-1.106964680837128,-1.106964680837128,-1.106964680837128,-1.5332832902543783,-1.5332832902543783,-1.5332832902543783,-0.984785992307122,-0.984785992307122,-0.984785992307122,-1.2737117698918445,-1.2737117698918445,-1.2737117698918445
2018-05-20,-0.6909069586291482,-0.6909069586291482,-0.6909069586291482,-0.5451537836379875,-0.5451537836379875,-0.5451537836379875,-0.541642478742757,-0.541642478742757,-0.541642478742757,-0.2714119890660623,-0.2714119890660623,-0.2714119890660623
2018-05-27,-1.5398789599527902,-1.5398789599527902,-1.5398789599527902,-1.616041478882817,-1.616041478882817,-1.616041478882817,-1.2160838498785584,-1.2160838498785584,-1.2160838498785584,-1.3556869575202626,-1.3556869575202626,-1.3556869575202626
2018-06-03,-0.8976267110728731,-0.8976267110728731,-0.8976267110728731,-1.1019225237971781,-1.1019225237971781,-1.1019225237971781,-0.7184210149489518,-0.7184210149489518,-0.7184210149489518,-0.8027068292259955,-0.8027068292259955,-0.8027068292259955
2018-06-10,-2.3363653891972094,-2.3363653891972094,-2.3363653891972094,-2.5332396073494485,-2.5332396073494485,-2.5332396073494485,-2.283075653709148,-2.283075653709148,-2.283075653709148,-2.245812209460011,-2.245812209460011,-2.245812209460011
