Date,ProShares UltraShort Health Care_Open_average,ProShares UltraShort Health Care_Open_max,ProShares UltraShort Health Care_Open_min,ProShares UltraShort Health Care_High_average,ProShares UltraShort Health Care_High_max,ProShares UltraShort Health Care_High_min,ProShares UltraShort Health Care_Low_average,ProShares UltraShort Health Care_Low_max,ProShares UltraShort Health Care_Low_min,ProShares UltraShort Health Care_Close_average,ProShares UltraShort Health Care_Close_max,ProShares UltraShort Health Care_Close_min
2018-04-08,0.6297890965633842,0.6297890965633842,0.6297890965633842,0.5408018623967006,0.5408018623967006,0.5408018623967006,0.47718589506318115,0.47718589506318115,0.47718589506318115,0.32809366495794545,0.32809366495794545,0.32809366495794545
2018-04-15,0.4762504936730982,0.4762504936730982,0.4762504936730982,0.46199617598993725,0.46199617598993725,0.46199617598993725,0.4762957857842287,0.4762957857842287,0.4762957857842287,0.5298104602304559,0.5298104602304559,0.5298104602304559
2018-04-22,-0.19459692804825793,-0.19459692804825793,-0.19459692804825793,-0.376399355440184,-0.376399355440184,-0.376399355440184,-0.11970667295934734,-0.11970667295934734,-0.11970667295934734,-0.3296135210347894,-0.3296135210347894,-0.3296135210347894
2018-04-29,0.5726713532965126,0.5726713532965126,0.5726713532965126,0.6809280396822148,0.6809280396822148,0.6809280396822148,0.7228988024156074,0.7228988024156074,0.7228988024156074,0.7805155966544373,0.7805155966544373,0.7805155966544373
2018-05-06,-0.5406839503447968,-0.5406839503447968,-0.5406839503447968,-0.4994725747480189,-0.4994725747480189,-0.4994725747480189,-0.4853115497942917,-0.4853115497942917,-0.4853115497942917,-0.45986792629828943,-0.45986792629828943,-0.45986792629828943
2018-05-13,-0.5249959545603095,-0.5249959545603095,-0.5249959545603095,-0.5806192660064007,-0.5806192660064007,-0.5806192660064007,-0.4690806959019711,-0.4690806959019711,-0.4690806959019711,-0.5355477295764024,-0.5355477295764024,-0.5355477295764024
2018-05-20,-0.5020876657319272,-0.5020876657319272,-0.5020876657319272,-0.5632793719924719,-0.5632793719924719,-0.5632793719924719,-0.4395378471724715,-0.4395378471724715,-0.4395378471724715,-0.5136023973776995,-0.5136023973776995,-0.5136023973776995
2018-05-27,-0.7592760168255401,-0.7592760168255401,-0.7592760168255401,-0.670328843478022,-0.670328843478022,-0.670328843478022,-0.7669753667271508,-0.7669753667271508,-0.7669753667271508,-0.8069605748232525,-0.8069605748232525,-0.8069605748232525
2018-06-03,-1.3174480298375097,-1.3174480298375097,-1.3174480298375097,-1.3621593948476232,-1.3621593948476232,-1.3621593948476232,-1.514519921673279,-1.514519921673279,-1.514519921673279,-1.484213733796956,-1.484213733796956,-1.484213733796956
2018-06-10,-1.7211400938836237,-1.7211400938836237,-1.7211400938836237,-1.7160047715611717,-1.7160047715611717,-1.7160047715611717,-1.744550984647662,-1.744550984647662,-1.744550984647662,-1.6683444501002715,-1.6683444501002715,-1.6683444501002715
