Date,iShares MSCI EurozoneEtf_Open_average,iShares MSCI EurozoneEtf_Open_max,iShares MSCI EurozoneEtf_Open_min,iShares MSCI EurozoneEtf_High_average,iShares MSCI EurozoneEtf_High_max,iShares MSCI EurozoneEtf_High_min,iShares MSCI EurozoneEtf_Low_average,iShares MSCI EurozoneEtf_Low_max,iShares MSCI EurozoneEtf_Low_min,iShares MSCI EurozoneEtf_Close_average,iShares MSCI EurozoneEtf_Close_max,iShares MSCI EurozoneEtf_Close_min
2018-05-27,-0.9892044911739228,-0.9892044911739228,-0.9892044911739228,-1.1229640621995474,-1.1229640621995474,-1.1229640621995474,-0.998440876595624,-0.998440876595624,-0.998440876595624,-1.084839508619587,-1.084839508619587,-1.084839508619587
2018-06-03,-0.7620580183079273,-0.7620580183079273,-0.7620580183079273,-0.8004671780371998,-0.8004671780371998,-0.8004671780371998,-0.6434815995151101,-0.6434815995151101,-0.6434815995151101,-0.6924279786396911,-0.6924279786396911,-0.6924279786396911
2018-06-10,-0.499130334187774,-0.499130334187774,-0.499130334187774,-0.6905070559600496,-0.6905070559600496,-0.6905070559600496,-0.388219441941199,-0.388219441941199,-0.388219441941199,-0.508274592698927,-0.508274592698927,-0.508274592698927
2018-06-17,-2.6185808017093035,-2.6185808017093035,-2.6185808017093035,-2.594177204763454,-2.594177204763454,-2.594177204763454,-2.231850648650629,-2.231850648650629,-2.231850648650629,-2.5086726655049514,-2.5086726655049514,-2.5086726655049514
2018-06-24,-2.559794495776244,-2.559794495776244,-2.559794495776244,-2.5221395482839757,-2.5221395482839757,-2.5221395482839757,-2.397321887055488,-2.397321887055488,-2.397321887055488,-2.511992526315665,-2.511992526315665,-2.511992526315665
2018-07-01,-1.5886670978519863,-1.5886670978519863,-1.5886670978519863,-1.6045422774797982,-1.6045422774797982,-1.6045422774797982,-1.4436360568266202,-1.4436360568266202,-1.4436360568266202,-1.4523581256199867,-1.4523581256199867,-1.4523581256199867
2018-07-08,-1.4407193254639976,-1.4407193254639976,-1.4407193254639976,-1.446892488709535,-1.446892488709535,-1.446892488709535,-1.3063580916718207,-1.3063580916718207,-1.3063580916718207,-1.2760173370258876,-1.2760173370258876,-1.2760173370258876
2018-07-15,-1.3143342711264998,-1.3143342711264998,-1.3143342711264998,-1.1783569515152144,-1.1783569515152144,-1.1783569515152144,-1.1532928704812555,-1.1532928704812555,-1.1532928704812555,-1.083607362604986,-1.083607362604986,-1.083607362604986
2018-07-22,-0.685631992829454,-0.685631992829454,-0.685631992829454,-0.7219415490395447,-0.7219415490395447,-0.7219415490395447,-0.6370510103830995,-0.6370510103830995,-0.6370510103830995,-0.7246642852844459,-0.7246642852844459,-0.7246642852844459
2018-07-29,-1.1653332472476696,-1.1653332472476696,-1.1653332472476696,-1.1295838601668713,-1.1295838601668713,-1.1295838601668713,-1.050855639569988,-1.050855639569988,-1.050855639569988,-0.989570346429311,-0.989570346429311,-0.989570346429311
2018-08-05,-1.7637479239817446,-1.7637479239817446,-1.7637479239817446,-1.835715348224534,-1.835715348224534,-1.835715348224534,-1.8385253230624383,-1.8385253230624383,-1.8385253230624383,-1.8660646126074758,-1.8660646126074758,-1.8660646126074758
2018-08-12,-1.9849150901373895,-1.9849150901373895,-1.9849150901373895,-1.8709004453835776,-1.8709004453835776,-1.8709004453835776,-1.9379299384486854,-1.9379299384486854,-1.9379299384486854,-1.834550025292927,-1.834550025292927,-1.834550025292927
2018-08-19,-0.9584164444528687,-0.9584164444528687,-0.9584164444528687,-0.9376835512255125,-0.9376835512255125,-0.9376835512255125,-0.888257884910907,-0.888257884910907,-0.888257884910907,-0.8723004984429165,-0.8723004984429165,-0.8723004984429165
2018-08-26,-0.8930281384830446,-0.8930281384830446,-0.8930281384830446,-0.8997065670311138,-0.8997065670311138,-0.8997065670311138,-0.9954739739023389,-0.9954739739023389,-0.9954739739023389,-0.9815714887063629,-0.9815714887063629,-0.9815714887063629
2018-09-02,-1.7040232889280864,-1.7040232889280864,-1.7040232889280864,-1.6991309783051798,-1.6991309783051798,-1.6991309783051798,-1.6452919634854972,-1.6452919634854972,-1.6452919634854972,-1.6939882447631778,-1.6939882447631778,-1.6939882447631778
2018-09-09,-0.9213819824061132,-0.9213819824061132,-0.9213819824061132,-1.0050259432935298,-1.0050259432935298,-1.0050259432935298,-0.9662446866060377,-0.9662446866060377,-0.9662446866060377,-1.0149891949929255,-1.0149891949929255,-1.0149891949929255
2018-09-16,-0.061510184910365216,-0.061510184910365216,-0.061510184910365216,-0.11850827189670764,-0.11850827189670764,-0.11850827189670764,0.0,0.0,0.0,-0.07839923852465815,-0.07839923852465815,-0.07839923852465815
2018-09-23,-0.7839858984059148,-0.7839858984059148,-0.7839858984059148,-0.705107482232666,-0.705107482232666,-0.705107482232666,-0.7033441229824251,-0.7033441229824251,-0.7033441229824251,-0.7464786220953138,-0.7464786220953138,-0.7464786220953138
2018-09-30,-1.3448487067646626,-1.3448487067646626,-1.3448487067646626,-1.5060145727648206,-1.5060145727648206,-1.5060145727648206,-1.5086761130601813,-1.5086761130601813,-1.5086761130601813,-1.5029234939906504,-1.5029234939906504,-1.5029234939906504
2018-10-07,-2.292262547846494,-2.292262547846494,-2.292262547846494,-2.4342578664630223,-2.4342578664630223,-2.4342578664630223,-2.5411181732914927,-2.5411181732914927,-2.5411181732914927,-2.4310157944157202,-2.4310157944157202,-2.4310157944157202
2018-10-14,-2.259447874612117,-2.259447874612117,-2.259447874612117,-2.169324053743895,-2.169324053743895,-2.169324053743895,-2.1264316995776955,-2.1264316995776955,-2.1264316995776955,-2.136767924101812,-2.136767924101812,-2.136767924101812
2018-10-21,-2.6117227971607506,-2.6117227971607506,-2.6117227971607506,-2.515166046082336,-2.515166046082336,-2.515166046082336,-2.6016260513419236,-2.6016260513419236,-2.6016260513419236,-2.496099683876897,-2.496099683876897,-2.496099683876897
