Date,SPDR S&P International Dividend_Open_average,SPDR S&P International Dividend_Open_max,SPDR S&P International Dividend_Open_min,SPDR S&P International Dividend_High_average,SPDR S&P International Dividend_High_max,SPDR S&P International Dividend_High_min,SPDR S&P International Dividend_Low_average,SPDR S&P International Dividend_Low_max,SPDR S&P International Dividend_Low_min,SPDR S&P International Dividend_Close_average,SPDR S&P International Dividend_Close_max,SPDR S&P International Dividend_Close_min
2018-04-08,-0.7313314708911716,-0.7313314708911716,-0.7313314708911716,-0.8191204731424174,-0.8191204731424174,-0.8191204731424174,-0.5495493759599528,-0.5495493759599528,-0.5495493759599528,-0.6270216862357284,-0.6270216862357284,-0.6270216862357284
2018-04-15,-0.865270598650746,-0.865270598650746,-0.865270598650746,-0.9415072747800324,-0.9415072747800324,-0.9415072747800324,-0.6671739761033999,-0.6671739761033999,-0.6671739761033999,-0.8203627460800218,-0.8203627460800218,-0.8203627460800218
2018-04-22,-0.22305237163743466,-0.22305237163743466,-0.22305237163743466,-0.3222942073691221,-0.3222942073691221,-0.3222942073691221,-0.12096067654559081,-0.12096067654559081,-0.12096067654559081,-0.36710923727931566,-0.36710923727931566,-0.36710923727931566
2018-04-29,-0.4357033594360121,-0.4357033594360121,-0.4357033594360121,-0.49542615671701784,-0.49542615671701784,-0.49542615671701784,-0.21690409236185412,-0.21690409236185412,-0.21690409236185412,-0.3512459415720248,-0.3512459415720248,-0.3512459415720248
2018-05-06,0.2868374818960494,0.2868374818960494,0.2868374818960494,0.15596919179139856,0.15596919179139856,0.15596919179139856,0.29831141496801783,0.29831141496801783,0.29831141496801783,0.06531006914268984,0.06531006914268984,0.06531006914268984
2018-05-13,-0.11427549769110831,-0.11427549769110831,-0.11427549769110831,-0.24133253949319394,-0.24133253949319394,-0.24133253949319394,0.08649628677022553,0.08649628677022553,0.08649628677022553,-0.06586770993296505,-0.06586770993296505,-0.06586770993296505
2018-05-20,-0.9755702490035244,-0.9755702490035244,-0.9755702490035244,-0.9520769076196274,-0.9520769076196274,-0.9520769076196274,-0.5639750678441067,-0.5639750678441067,-0.5639750678441067,-0.7764258055012548,-0.7764258055012548,-0.7764258055012548
2018-05-27,-1.1565093117101337,-1.1565093117101337,-1.1565093117101337,-1.1691488935484824,-1.1691488935484824,-1.1691488935484824,-0.7811241095552799,-0.7811241095552799,-0.7811241095552799,-1.1192642760764064,-1.1192642760764064,-1.1192642760764064
2018-06-03,-1.1705785519324694,-1.1705785519324694,-1.1705785519324694,-1.3037952582640093,-1.3037952582640093,-1.3037952582640093,-0.7490382149301581,-0.7490382149301581,-0.7490382149301581,-1.1145903674083735,-1.1145903674083735,-1.1145903674083735
2018-06-10,-2.932255364425941,-2.932255364425941,-2.932255364425941,-2.9443170248356223,-2.9443170248356223,-2.9443170248356223,-2.756365342415256,-2.756365342415256,-2.756365342415256,-2.8911505128153796,-2.8911505128153796,-2.8911505128153796
