Date,iShares MSCI United Kingdom_Open_average,iShares MSCI United Kingdom_Open_max,iShares MSCI United Kingdom_Open_min,iShares MSCI United Kingdom_High_average,iShares MSCI United Kingdom_High_max,iShares MSCI United Kingdom_High_min,iShares MSCI United Kingdom_Low_average,iShares MSCI United Kingdom_Low_max,iShares MSCI United Kingdom_Low_min,iShares MSCI United Kingdom_Close_average,iShares MSCI United Kingdom_Close_max,iShares MSCI United Kingdom_Close_min
2018-04-08,0.7521367278877258,0.7521367278877258,0.7521367278877258,0.6566311354439001,0.6566311354439001,0.6566311354439001,0.7809972783871494,0.7809972783871494,0.7809972783871494,0.6949893497864905,0.6949893497864905,0.6949893497864905
2018-04-15,0.8283317610749047,0.8283317610749047,0.8283317610749047,0.8527167436673041,0.8527167436673041,0.8527167436673041,0.9917745309208439,0.9917745309208439,0.9917745309208439,1.007465531394679,1.007465531394679,1.007465531394679
2018-04-22,1.2254773493284958,1.2254773493284958,1.2254773493284958,1.3005030265045858,1.3005030265045858,1.3005030265045858,1.4187472568666322,1.4187472568666322,1.4187472568666322,1.4188280129297994,1.4188280129297994,1.4188280129297994
2018-04-29,1.0730930360113353,1.0730930360113353,1.0730930360113353,1.1582911779945124,1.1582911779945124,1.1582911779945124,1.0411312000535085,1.0411312000535085,1.0411312000535085,1.0351859388464237,1.0351859388464237,1.0351859388464237
2018-05-06,1.6809763854604345,1.6809763854604345,1.6809763854604345,1.6590716233483445,1.6590716233483445,1.6590716233483445,1.6024869918607354,1.6024869918607354,1.6024869918607354,1.6546614835382758,1.6546614835382758,1.6546614835382758
2018-05-13,1.5613471699372012,1.5613471699372012,1.5613471699372012,1.6470900470184857,1.6470900470184857,1.6470900470184857,1.5732782456548686,1.5732782456548686,1.5732782456548686,1.707679357148571,1.707679357148571,1.707679357148571
2018-05-20,0.5917085968443623,0.5917085968443623,0.5917085968443623,0.535687644231958,0.535687644231958,0.535687644231958,0.6007139131702645,0.6007139131702645,0.6007139131702645,0.5623520226284869,0.5623520226284869,0.5623520226284869
2018-05-27,0.7233511695355304,0.7233511695355304,0.7233511695355304,0.6579286871364861,0.6579286871364861,0.6579286871364861,0.5628247063673444,0.5628247063673444,0.5628247063673444,0.4951668000847233,0.4951668000847233,0.4951668000847233
2018-06-03,0.6092037953483862,0.6092037953483862,0.6092037953483862,0.7311664683307678,0.7311664683307678,0.7311664683307678,0.6495340723883621,0.6495340723883621,0.6495340723883621,0.7872405127937042,0.7872405127937042,0.7872405127937042
2018-06-10,-0.5893581982511805,-0.5893581982511805,-0.5893581982511805,-0.4870379753349684,-0.4870379753349684,-0.4870379753349684,-0.3966751047825328,-0.3966751047825328,-0.3966751047825328,-0.29872953912464695,-0.29872953912464695,-0.29872953912464695
2018-06-17,-1.8982163445892815,-1.8982163445892815,-1.8982163445892815,-1.9612816568075946,-1.9612816568075946,-1.9612816568075946,-1.854999636955236,-1.854999636955236,-1.854999636955236,-1.9493147206154342,-1.9493147206154342,-1.9493147206154342
2018-06-24,-2.1706779037526696,-2.1706779037526696,-2.1706779037526696,-2.122086586933972,-2.122086586933972,-2.122086586933972,-2.00536841858707,-2.00536841858707,-2.00536841858707,-1.93281326867896,-1.93281326867896,-1.93281326867896
2018-07-01,-0.9011357629163846,-0.9011357629163846,-0.9011357629163846,-0.9901874238874573,-0.9901874238874573,-0.9901874238874573,-0.9245441012898141,-0.9245441012898141,-0.9245441012898141,-0.8476435949145301,-0.8476435949145301,-0.8476435949145301
2018-07-08,-1.2332470555022936,-1.2332470555022936,-1.2332470555022936,-1.275751706586079,-1.275751706586079,-1.275751706586079,-1.1687012938882777,-1.1687012938882777,-1.1687012938882777,-1.1441289055756014,-1.1441289055756014,-1.1441289055756014
2018-07-15,-1.1025548670121637,-1.1025548670121637,-1.1025548670121637,-1.1355392403377005,-1.1355392403377005,-1.1355392403377005,-1.0492309493541037,-1.0492309493541037,-1.0492309493541037,-1.1421420430370521,-1.1421420430370521,-1.1421420430370521
