Date,SPDR S&P Emerging Markets Dividend_Open_average,SPDR S&P Emerging Markets Dividend_Open_max,SPDR S&P Emerging Markets Dividend_Open_min,SPDR S&P Emerging Markets Dividend_High_average,SPDR S&P Emerging Markets Dividend_High_max,SPDR S&P Emerging Markets Dividend_High_min,SPDR S&P Emerging Markets Dividend_Low_average,SPDR S&P Emerging Markets Dividend_Low_max,SPDR S&P Emerging Markets Dividend_Low_min,SPDR S&P Emerging Markets Dividend_Close_average,SPDR S&P Emerging Markets Dividend_Close_max,SPDR S&P Emerging Markets Dividend_Close_min
2018-04-08,-0.5527096159471176,-0.5527096159471176,-0.5527096159471176,-0.5794964553938128,-0.5794964553938128,-0.5794964553938128,-0.24100072421151528,-0.24100072421151528,-0.24100072421151528,-0.1896300644569538,-0.1896300644569538,-0.1896300644569538
2018-04-15,-0.9599415162876134,-0.9599415162876134,-0.9599415162876134,-1.1933291744423933,-1.1933291744423933,-1.1933291744423933,-0.6857473567983646,-0.6857473567983646,-0.6857473567983646,-0.9284797575205462,-0.9284797575205462,-0.9284797575205462
2018-04-22,-1.1782834945785554,-1.1782834945785554,-1.1782834945785554,-1.3802055225937269,-1.3802055225937269,-1.3802055225937269,-0.9776920474199019,-0.9776920474199019,-0.9776920474199019,-1.1878463602441742,-1.1878463602441742,-1.1878463602441742
2018-04-29,-1.9319687186186782,-1.9319687186186782,-1.9319687186186782,-1.9351729057306266,-1.9351729057306266,-1.9351729057306266,-1.75280189714097,-1.75280189714097,-1.75280189714097,-1.7528942909705079,-1.7528942909705079,-1.7528942909705079
2018-05-06,-0.9029846539550441,-0.9029846539550441,-0.9029846539550441,-0.9189841198942702,-0.9189841198942702,-0.9189841198942702,-0.815652056240268,-0.815652056240268,-0.815652056240268,-0.9501063724568047,-0.9501063724568047,-0.9501063724568047
2018-05-13,-1.921490239547601,-1.921490239547601,-1.921490239547601,-1.877932351342237,-1.877932351342237,-1.877932351342237,-1.8173080183150536,-1.8173080183150536,-1.8173080183150536,-1.7224000039109058,-1.7224000039109058,-1.7224000039109058
2018-05-20,-1.6562968234506956,-1.6562968234506956,-1.6562968234506956,-1.533491105249298,-1.533491105249298,-1.533491105249298,-1.5304479377447533,-1.5304479377447533,-1.5304479377447533,-1.4774476142719528,-1.4774476142719528,-1.4774476142719528
2018-05-27,-1.2239601455289815,-1.2239601455289815,-1.2239601455289815,-1.1299461750142368,-1.1299461750142368,-1.1299461750142368,-1.7246561069685453,-1.7246561069685453,-1.7246561069685453,-1.12641505836987,-1.12641505836987,-1.12641505836987
2018-06-03,-1.5032555654140767,-1.5032555654140767,-1.5032555654140767,-1.5951407040291201,-1.5951407040291201,-1.5951407040291201,-1.4816264822015945,-1.4816264822015945,-1.4816264822015945,-1.6081940891044857,-1.6081940891044857,-1.6081940891044857
2018-06-10,-2.351762580971157,-2.351762580971157,-2.351762580971157,-2.3397929580210177,-2.3397929580210177,-2.3397929580210177,-2.438800976690343,-2.438800976690343,-2.438800976690343,-2.358714069487855,-2.358714069487855,-2.358714069487855
