Date,iShares Edge MSCI Multifactor Emerg_Open_average,iShares Edge MSCI Multifactor Emerg_Open_max,iShares Edge MSCI Multifactor Emerg_Open_min,iShares Edge MSCI Multifactor Emerg_High_average,iShares Edge MSCI Multifactor Emerg_High_max,iShares Edge MSCI Multifactor Emerg_High_min,iShares Edge MSCI Multifactor Emerg_Low_average,iShares Edge MSCI Multifactor Emerg_Low_max,iShares Edge MSCI Multifactor Emerg_Low_min,iShares Edge MSCI Multifactor Emerg_Close_average,iShares Edge MSCI Multifactor Emerg_Close_max,iShares Edge MSCI Multifactor Emerg_Close_min
2018-04-08,-0.8491738534754362,-0.8491738534754362,-0.8491738534754362,-0.9596634983486241,-0.9596634983486241,-0.9596634983486241,-0.5487657599390107,-0.5487657599390107,-0.5487657599390107,-0.5772768422645114,-0.5772768422645114,-0.5772768422645114
2018-04-15,-1.1663369034061992,-1.1663369034061992,-1.1663369034061992,-1.3750906507062404,-1.3750906507062404,-1.3750906507062404,-1.0931794093306193,-1.0931794093306193,-1.0931794093306193,-1.281984112460647,-1.281984112460647,-1.281984112460647
2018-04-22,-0.7809121782979339,-0.7809121782979339,-0.7809121782979339,-1.0092304179241722,-1.0092304179241722,-1.0092304179241722,-0.8345614494719309,-0.8345614494719309,-0.8345614494719309,-0.9986017198887368,-0.9986017198887368,-0.9986017198887368
2018-04-29,-1.4569641092860957,-1.4569641092860957,-1.4569641092860957,-1.4640843681210143,-1.4640843681210143,-1.4640843681210143,-1.2250606109699442,-1.2250606109699442,-1.2250606109699442,-1.2283360116327309,-1.2283360116327309,-1.2283360116327309
2018-05-06,-0.10702998810588599,-0.10702998810588599,-0.10702998810588599,-0.16305574750328958,-0.16305574750328958,-0.16305574750328958,0.025516087715876653,0.025516087715876653,0.025516087715876653,-0.18832511613821593,-0.18832511613821593,-0.18832511613821593
2018-05-13,-0.6264999970494552,-0.6264999970494552,-0.6264999970494552,-0.6801028459093733,-0.6801028459093733,-0.6801028459093733,-0.5360304727632772,-0.5360304727632772,-0.5360304727632772,-0.47882699120442496,-0.47882699120442496,-0.47882699120442496
2018-05-20,-0.6099875667047323,-0.6099875667047323,-0.6099875667047323,-0.5645752853801002,-0.5645752853801002,-0.5645752853801002,-0.28567674878671645,-0.28567674878671645,-0.28567674878671645,-0.4230092716595229,-0.4230092716595229,-0.4230092716595229
2018-05-27,0.18649604033645562,0.18649604033645562,0.18649604033645562,0.22858743769276166,0.22858743769276166,0.22858743769276166,0.4315491851981681,0.4315491851981681,0.4315491851981681,0.2785599519252869,0.2785599519252869,0.2785599519252869
2018-06-03,0.2799936250042388,0.2799936250042388,0.2799936250042388,0.37113038896063566,0.37113038896063566,0.37113038896063566,0.4707815258784521,0.4707815258784521,0.4707815258784521,0.30824590484160336,0.30824590484160336,0.30824590484160336
2018-06-10,-2.137888192849968,-2.137888192849968,-2.137888192849968,-2.082111882172579,-2.082111882172579,-2.082111882172579,-2.31503978703059,-2.31503978703059,-2.31503978703059,-1.9969826970767237,-1.9969826970767237,-1.9969826970767237
2018-06-17,-2.636804752713159,-2.636804752713159,-2.636804752713159,-2.6513308676995337,-2.6513308676995337,-2.6513308676995337,-2.7579196112760336,-2.7579196112760336,-2.7579196112760336,-2.70115158377891,-2.70115158377891,-2.70115158377891
2018-06-24,-2.4299303909422765,-2.4299303909422765,-2.4299303909422765,-2.41218440324148,-2.41218440324148,-2.41218440324148,-2.2672316173521727,-2.2672316173521727,-2.2672316173521727,-2.331385288604439,-2.331385288604439,-2.331385288604439
2018-07-01,-1.4903873395443912,-1.4903873395443912,-1.4903873395443912,-1.4966471502322816,-1.4966471502322816,-1.4966471502322816,-1.3796277187060189,-1.3796277187060189,-1.3796277187060189,-1.3729089344413103,-1.3729089344413103,-1.3729089344413103
