Date,iShares MSCI South Korea Capped_Open_average,iShares MSCI South Korea Capped_Open_max,iShares MSCI South Korea Capped_Open_min,iShares MSCI South Korea Capped_High_average,iShares MSCI South Korea Capped_High_max,iShares MSCI South Korea Capped_High_min,iShares MSCI South Korea Capped_Low_average,iShares MSCI South Korea Capped_Low_max,iShares MSCI South Korea Capped_Low_min,iShares MSCI South Korea Capped_Close_average,iShares MSCI South Korea Capped_Close_max,iShares MSCI South Korea Capped_Close_min
2018-04-08,-0.16458205966321088,-0.16458205966321088,-0.16458205966321088,-0.22211565978756417,-0.22211565978756417,-0.22211565978756417,0.0348635263453732,0.0348635263453732,0.0348635263453732,0.01013735514442329,0.01013735514442329,0.01013735514442329
2018-04-15,0.03071522537397728,0.03071522537397728,0.03071522537397728,-0.1596709645212895,-0.1596709645212895,-0.1596709645212895,0.04054795164886682,0.04054795164886682,0.04054795164886682,-0.13941253058655356,-0.13941253058655356,-0.13941253058655356
2018-04-22,1.235166856656887,1.235166856656887,1.235166856656887,1.122378678483655,1.122378678483655,1.122378678483655,1.1301115069497882,1.1301115069497882,1.1301115069497882,0.9482804411737313,0.9482804411737313,0.9482804411737313
2018-04-29,-0.5924883545256369,-0.5924883545256369,-0.5924883545256369,-0.6159980761564477,-0.6159980761564477,-0.6159980761564477,-0.5134247230933544,-0.5134247230933544,-0.5134247230933544,-0.5895544110677542,-0.5895544110677542,-0.5895544110677542
2018-05-06,0.07383298957539684,0.07383298957539684,0.07383298957539684,-0.17888608924918467,-0.17888608924918467,-0.17888608924918467,0.24284230976500804,0.24284230976500804,0.24284230976500804,-0.01125237022516508,-0.01125237022516508,-0.01125237022516508
2018-05-13,-0.747297749537746,-0.747297749537746,-0.747297749537746,-0.9603500267132865,-0.9603500267132865,-0.9603500267132865,-0.5806795505715219,-0.5806795505715219,-0.5806795505715219,-0.857517015165636,-0.857517015165636,-0.857517015165636
2018-05-20,-0.25446934606729466,-0.25446934606729466,-0.25446934606729466,-0.22068191876634313,-0.22068191876634313,-0.22068191876634313,0.10709226788982888,0.10709226788982888,0.10709226788982888,-0.1316574289643991,-0.1316574289643991,-0.1316574289643991
2018-05-27,-0.8138147433402256,-0.8138147433402256,-0.8138147433402256,-1.0253502869782338,-1.0253502869782338,-1.0253502869782338,-0.5130881227668515,-0.5130881227668515,-0.5130881227668515,-0.7747918910848514,-0.7747918910848514,-0.7747918910848514
2018-06-03,-0.626280396636055,-0.626280396636055,-0.626280396636055,-0.8378381240994796,-0.8378381240994796,-0.8378381240994796,-0.28976653450142853,-0.28976653450142853,-0.28976653450142853,-0.6906330184922224,-0.6906330184922224,-0.6906330184922224
2018-06-10,-2.907456810615021,-2.907456810615021,-2.907456810615021,-2.951423957341915,-2.951423957341915,-2.951423957341915,-3.0178774506429455,-3.0178774506429455,-3.0178774506429455,-3.061338245609276,-3.061338245609276,-3.061338245609276
