Date,WisdomTree Europe SmallCap DividendEtf_Open_average,WisdomTree Europe SmallCap DividendEtf_Open_max,WisdomTree Europe SmallCap DividendEtf_Open_min,WisdomTree Europe SmallCap DividendEtf_High_average,WisdomTree Europe SmallCap DividendEtf_High_max,WisdomTree Europe SmallCap DividendEtf_High_min,WisdomTree Europe SmallCap DividendEtf_Low_average,WisdomTree Europe SmallCap DividendEtf_Low_max,WisdomTree Europe SmallCap DividendEtf_Low_min,WisdomTree Europe SmallCap DividendEtf_Close_average,WisdomTree Europe SmallCap DividendEtf_Close_max,WisdomTree Europe SmallCap DividendEtf_Close_min
2018-05-27,-1.0118517848271724,-1.0118517848271724,-1.0118517848271724,-1.1189795035115067,-1.1189795035115067,-1.1189795035115067,-0.9513984113020688,-0.9513984113020688,-0.9513984113020688,-1.0120312142023635,-1.0120312142023635,-1.0120312142023635
2018-06-03,-0.44508301259735095,-0.44508301259735095,-0.44508301259735095,-0.48428551260665836,-0.48428551260665836,-0.48428551260665836,-0.3213167821939229,-0.3213167821939229,-0.3213167821939229,-0.3705331527155308,-0.3705331527155308,-0.3705331527155308
2018-06-10,-0.9032375977406977,-0.9032375977406977,-0.9032375977406977,-0.9925548325280966,-0.9925548325280966,-0.9925548325280966,-0.8012447753438862,-0.8012447753438862,-0.8012447753438862,-0.9749740203002482,-0.9749740203002482,-0.9749740203002482
2018-06-17,-1.7094244504647758,-1.7094244504647758,-1.7094244504647758,-1.7993921455650486,-1.7993921455650486,-1.7993921455650486,-1.5010967101834596,-1.5010967101834596,-1.5010967101834596,-1.7643832071361416,-1.7643832071361416,-1.7643832071361416
2018-06-24,-3.276662555649283,-3.276662555649283,-3.276662555649283,-3.2321365988792903,-3.2321365988792903,-3.2321365988792903,-3.1285962598849166,-3.1285962598849166,-3.1285962598849166,-3.2187944221903586,-3.2187944221903586,-3.2187944221903586
2018-07-01,-2.3726273766442487,-2.3726273766442487,-2.3726273766442487,-2.359385459633957,-2.359385459633957,-2.359385459633957,-2.262344292093805,-2.262344292093805,-2.262344292093805,-2.2618371088342344,-2.2618371088342344,-2.2618371088342344
2018-07-08,-2.0616758423556893,-2.0616758423556893,-2.0616758423556893,-2.091964668199843,-2.091964668199843,-2.091964668199843,-1.9790276355826422,-1.9790276355826422,-1.9790276355826422,-2.0018799378486167,-2.0018799378486167,-2.0018799378486167
2018-07-15,-1.8116049712370659,-1.8116049712370659,-1.8116049712370659,-1.8308912667070991,-1.8308912667070991,-1.8308912667070991,-1.758848240652753,-1.758848240652753,-1.758848240652753,-1.78826000616702,-1.78826000616702,-1.78826000616702
2018-07-22,-1.4290465415529348,-1.4290465415529348,-1.4290465415529348,-1.4351071876536647,-1.4351071876536647,-1.4351071876536647,-1.45639220984749,-1.45639220984749,-1.45639220984749,-1.4794293793699345,-1.4794293793699345,-1.4794293793699345
2018-07-29,-1.5602908469585997,-1.5602908469585997,-1.5602908469585997,-1.5943306515567066,-1.5943306515567066,-1.5943306515567066,-1.5222391696821809,-1.5222391696821809,-1.5222391696821809,-1.5329325022160172,-1.5329325022160172,-1.5329325022160172
