Date,ProShares Ultra Yen_Open_average,ProShares Ultra Yen_Open_max,ProShares Ultra Yen_Open_min,ProShares Ultra Yen_High_average,ProShares Ultra Yen_High_max,ProShares Ultra Yen_High_min,ProShares Ultra Yen_Low_average,ProShares Ultra Yen_Low_max,ProShares Ultra Yen_Low_min,ProShares Ultra Yen_Close_average,ProShares Ultra Yen_Close_max,ProShares Ultra Yen_Close_min
2018-04-08,-0.1399107110809343,-0.1399107110809343,-0.1399107110809343,-0.17163626422447922,-0.17163626422447922,-0.17163626422447922,-0.06946849380602645,-0.06946849380602645,-0.06946849380602645,-0.09492003335699974,-0.09492003335699974,-0.09492003335699974
2018-04-15,-1.1353025367898024,-1.1353025367898024,-1.1353025367898024,-1.2104791004694098,-1.2104791004694098,-1.2104791004694098,-1.380339273496354,-1.380339273496354,-1.380339273496354,-1.4189859564621783,-1.4189859564621783,-1.4189859564621783
2018-04-22,-1.687223984595192,-1.687223984595192,-1.687223984595192,-1.7310218581834478,-1.7310218581834478,-1.7310218581834478,-1.6605195204784926,-1.6605195204784926,-1.6605195204784926,-1.711931186126292,-1.711931186126292,-1.711931186126292
2018-04-29,-1.6577941380708525,-1.6577941380708525,-1.6577941380708525,-1.6795537388164719,-1.6795537388164719,-1.6795537388164719,-1.630871190002365,-1.630871190002365,-1.630871190002365,-1.6597869413421755,-1.6597869413421755,-1.6597869413421755
2018-05-06,-1.6098982327298819,-1.6098982327298819,-1.6098982327298819,-1.6090042892929797,-1.6090042892929797,-1.6090042892929797,-1.615137409634603,-1.615137409634603,-1.615137409634603,-1.6206907930056382,-1.6206907930056382,-1.6206907930056382
2018-05-13,-1.8999721018715434,-1.8999721018715434,-1.8999721018715434,-1.882062535535575,-1.882062535535575,-1.882062535535575,-1.9184988230572835,-1.9184988230572835,-1.9184988230572835,-1.8870978459406464,-1.8870978459406464,-1.8870978459406464
2018-05-20,-0.9801878588544435,-0.9801878588544435,-0.9801878588544435,-0.985249924751529,-0.985249924751529,-0.985249924751529,-0.950308250841265,-0.950308250841265,-0.950308250841265,-0.9643201632569303,-0.9643201632569303,-0.9643201632569303
2018-05-27,-0.9533958049354687,-0.9533958049354687,-0.9533958049354687,-0.9518776174094076,-0.9518776174094076,-0.9518776174094076,-0.989696169308937,-0.989696169308937,-0.989696169308937,-0.9711573754116044,-0.9711573754116044,-0.9711573754116044
2018-06-03,-1.0425139019856708,-1.0425139019856708,-1.0425139019856708,-1.0320041784269938,-1.0320041784269938,-1.0320041784269938,-1.014982125640568,-1.014982125640568,-1.014982125640568,-1.0188783026228312,-1.0188783026228312,-1.0188783026228312
2018-06-10,-1.053127162017934,-1.053127162017934,-1.053127162017934,-0.986223422876378,-0.986223422876378,-0.986223422876378,-1.0603616275647711,-1.0603616275647711,-1.0603616275647711,-1.0519406241489522,-1.0519406241489522,-1.0519406241489522
2018-06-17,-0.5217407684205477,-0.5217407684205477,-0.5217407684205477,-0.5086916335121404,-0.5086916335121404,-0.5086916335121404,-0.4808191760008504,-0.4808191760008504,-0.4808191760008504,-0.47184776227364206,-0.47184776227364206,-0.47184776227364206
2018-06-24,-1.2167065867046052,-1.2167065867046052,-1.2167065867046052,-1.2296109629018253,-1.2296109629018253,-1.2296109629018253,-1.2261747039394715,-1.2261747039394715,-1.2261747039394715,-1.2136396131856393,-1.2136396131856393,-1.2136396131856393
2018-07-01,-1.144137230090154,-1.144137230090154,-1.144137230090154,-1.153772307216289,-1.153772307216289,-1.153772307216289,-1.118371397339021,-1.118371397339021,-1.118371397339021,-1.1332125043198122,-1.1332125043198122,-1.1332125043198122
2018-07-08,-2.0970498440891157,-2.0970498440891157,-2.0970498440891157,-2.1024605758026556,-2.1024605758026556,-2.1024605758026556,-2.165593988192488,-2.165593988192488,-2.165593988192488,-2.177178952307968,-2.177178952307968,-2.177178952307968
2018-07-15,-1.193110224830847,-1.193110224830847,-1.193110224830847,-1.2079875049588664,-1.2079875049588664,-1.2079875049588664,-1.175334538717107,-1.175334538717107,-1.175334538717107,-1.1835667041076967,-1.1835667041076967,-1.1835667041076967
