Date,ProShares UltraShort S&P500_Open_average,ProShares UltraShort S&P500_Open_max,ProShares UltraShort S&P500_Open_min,ProShares UltraShort S&P500_High_average,ProShares UltraShort S&P500_High_max,ProShares UltraShort S&P500_High_min,ProShares UltraShort S&P500_Low_average,ProShares UltraShort S&P500_Low_max,ProShares UltraShort S&P500_Low_min,ProShares UltraShort S&P500_Close_average,ProShares UltraShort S&P500_Close_max,ProShares UltraShort S&P500_Close_min
2018-04-08,0.2620556110964149,0.2620556110964149,0.2620556110964149,0.01952020102461692,0.01952020102461692,0.01952020102461692,0.45204389520562666,0.45204389520562666,0.45204389520562666,0.14704022014014384,0.14704022014014384,0.14704022014014384
2018-04-15,0.11485880940262012,0.11485880940262012,0.11485880940262012,0.008823504651029088,0.008823504651029088,0.008823504651029088,0.41025583865789494,0.41025583865789494,0.41025583865789494,0.13888266215424716,0.13888266215424716,0.13888266215424716
2018-04-22,-0.0414318930811141,-0.0414318930811141,-0.0414318930811141,-0.020467682159471885,-0.020467682159471885,-0.020467682159471885,0.2734501275076396,0.2734501275076396,0.2734501275076396,0.35197485723167654,0.35197485723167654,0.35197485723167654
2018-04-29,-0.026237906242254094,-0.026237906242254094,-0.026237906242254094,-0.22089046439883903,-0.22089046439883903,-0.22089046439883903,0.19116602992717313,0.19116602992717313,0.19116602992717313,-0.007805375825682134,-0.007805375825682134,-0.007805375825682134
2018-05-06,-1.1085375940299322,-1.1085375940299322,-1.1085375940299322,-1.0700130782184636,-1.0700130782184636,-1.0700130782184636,-0.9944046481027851,-0.9944046481027851,-0.9944046481027851,-0.9465319661774996,-0.9465319661774996,-0.9465319661774996
2018-05-13,-0.9380856717991249,-0.9380856717991249,-0.9380856717991249,-1.0213669411680044,-1.0213669411680044,-1.0213669411680044,-0.9219341879575799,-0.9219341879575799,-0.9219341879575799,-0.9336888674617586,-0.9336888674617586,-0.9336888674617586
2018-05-20,-0.8105057523862548,-0.8105057523862548,-0.8105057523862548,-0.873331654198339,-0.873331654198339,-0.873331654198339,-0.7276694944541223,-0.7276694944541223,-0.7276694944541223,-0.800336930989093,-0.800336930989093,-0.800336930989093
2018-05-27,-1.0587945903107414,-1.0587945903107414,-1.0587945903107414,-1.1213824114252386,-1.1213824114252386,-1.1213824114252386,-1.1186394636642911,-1.1186394636642911,-1.1186394636642911,-1.1612587229342743,-1.1612587229342743,-1.1612587229342743
2018-06-03,-1.6718552263621824,-1.6718552263621824,-1.6718552263621824,-1.5835998845637314,-1.5835998845637314,-1.5835998845637314,-1.8395330720112375,-1.8395330720112375,-1.8395330720112375,-1.630968161187175,-1.630968161187175,-1.630968161187175
2018-06-10,-1.2305963949936705,-1.2305963949936705,-1.2305963949936705,-1.1284512343627509,-1.1284512343627509,-1.1284512343627509,-1.3430187038952193,-1.3430187038952193,-1.3430187038952193,-1.2964138793704134,-1.2964138793704134,-1.2964138793704134
