Date,iShares MSCI EAFE ESG OptimizedEtf_Open_average,iShares MSCI EAFE ESG OptimizedEtf_Open_max,iShares MSCI EAFE ESG OptimizedEtf_Open_min,iShares MSCI EAFE ESG OptimizedEtf_High_average,iShares MSCI EAFE ESG OptimizedEtf_High_max,iShares MSCI EAFE ESG OptimizedEtf_High_min,iShares MSCI EAFE ESG OptimizedEtf_Low_average,iShares MSCI EAFE ESG OptimizedEtf_Low_max,iShares MSCI EAFE ESG OptimizedEtf_Low_min,iShares MSCI EAFE ESG OptimizedEtf_Close_average,iShares MSCI EAFE ESG OptimizedEtf_Close_max,iShares MSCI EAFE ESG OptimizedEtf_Close_min
2018-05-27,-0.5585992536638686,-0.5585992536638686,-0.5585992536638686,-0.6644020323116313,-0.6644020323116313,-0.6644020323116313,-0.4470163137066551,-0.4470163137066551,-0.4470163137066551,-0.55715159394528,-0.55715159394528,-0.55715159394528
2018-06-03,-0.23511310120051687,-0.23511310120051687,-0.23511310120051687,-0.26796912927416094,-0.26796912927416094,-0.26796912927416094,-0.10608396239372739,-0.10608396239372739,-0.10608396239372739,-0.17924298879457867,-0.17924298879457867,-0.17924298879457867
2018-06-10,-0.4363834168481808,-0.4363834168481808,-0.4363834168481808,-0.5311516005155421,-0.5311516005155421,-0.5311516005155421,-0.3040975600570758,-0.3040975600570758,-0.3040975600570758,-0.3624951464631531,-0.3624951464631531,-0.3624951464631531
2018-06-17,-1.966352507232621,-1.966352507232621,-1.966352507232621,-2.034108362422788,-2.034108362422788,-2.034108362422788,-1.5699393428904684,-1.5699393428904684,-1.5699393428904684,-1.8968945446986258,-1.8968945446986258,-1.8968945446986258
2018-06-24,-2.3761271526848327,-2.3761271526848327,-2.3761271526848327,-2.355333690479371,-2.355333690479371,-2.355333690479371,-2.1525299138127516,-2.1525299138127516,-2.1525299138127516,-2.2606890809599207,-2.2606890809599207,-2.2606890809599207
2018-07-01,-1.8714583585075066,-1.8714583585075066,-1.8714583585075066,-1.712048032755582,-1.712048032755582,-1.712048032755582,-1.7485877063272537,-1.7485877063272537,-1.7485877063272537,-1.522863777292703,-1.522863777292703,-1.522863777292703
2018-07-08,-1.4301287527119046,-1.4301287527119046,-1.4301287527119046,-1.472490241594331,-1.472490241594331,-1.472490241594331,-1.3072906818426742,-1.3072906818426742,-1.3072906818426742,-1.272291433394357,-1.272291433394357,-1.272291433394357
2018-07-15,-1.2595096277199993,-1.2595096277199993,-1.2595096277199993,-1.1578375146741295,-1.1578375146741295,-1.1578375146741295,-1.1127412657132818,-1.1127412657132818,-1.1127412657132818,-1.0212951412313334,-1.0212951412313334,-1.0212951412313334
2018-07-22,-0.27257862464066646,-0.27257862464066646,-0.27257862464066646,-0.3406971862199714,-0.3406971862199714,-0.3406971862199714,-0.3193430792180887,-0.3193430792180887,-0.3193430792180887,-0.4285308546135658,-0.4285308546135658,-0.4285308546135658
2018-07-29,-1.0527705636126878,-1.0527705636126878,-1.0527705636126878,-1.0343739546069133,-1.0343739546069133,-1.0343739546069133,-0.9381485585793727,-0.9381485585793727,-0.9381485585793727,-0.8831070174370178,-0.8831070174370178,-0.8831070174370178
2018-08-05,-1.6142976356404808,-1.6142976356404808,-1.6142976356404808,-1.7472187588124377,-1.7472187588124377,-1.7472187588124377,-1.6650119788678726,-1.6650119788678726,-1.6650119788678726,-1.7627651053187041,-1.7627651053187041,-1.7627651053187041
2018-08-12,-1.8846956054354032,-1.8846956054354032,-1.8846956054354032,-1.7582042254656607,-1.7582042254656607,-1.7582042254656607,-1.804359405935816,-1.804359405935816,-1.804359405935816,-1.7172118839429755,-1.7172118839429755,-1.7172118839429755
2018-08-19,-0.9509373255358703,-0.9509373255358703,-0.9509373255358703,-1.0211717649383723,-1.0211717649383723,-1.0211717649383723,-0.9885166359180083,-0.9885166359180083,-0.9885166359180083,-1.005003289574102,-1.005003289574102,-1.005003289574102
2018-08-26,-0.6310343643613273,-0.6310343643613273,-0.6310343643613273,-0.7689030038355334,-0.7689030038355334,-0.7689030038355334,-0.8707762094341462,-0.8707762094341462,-0.8707762094341462,-0.9214339768098074,-0.9214339768098074,-0.9214339768098074
2018-09-02,-1.7919299311992298,-1.7919299311992298,-1.7919299311992298,-1.839224859805976,-1.839224859805976,-1.839224859805976,-1.7437060585288318,-1.7437060585288318,-1.7437060585288318,-1.8368369691811406,-1.8368369691811406,-1.8368369691811406
2018-09-09,-0.7648150916869896,-0.7648150916869896,-0.7648150916869896,-0.8744629577734258,-0.8744629577734258,-0.8744629577734258,-0.8082995443331048,-0.8082995443331048,-0.8082995443331048,-0.9116343382720972,-0.9116343382720972,-0.9116343382720972
2018-09-16,0.3271587404003469,0.3271587404003469,0.3271587404003469,0.3023277850845511,0.3023277850845511,0.3023277850845511,0.39017998322567515,0.39017998322567515,0.39017998322567515,0.3372920189561883,0.3372920189561883,0.3372920189561883
