Date,iShares MSCI India_Open_average,iShares MSCI India_Open_max,iShares MSCI India_Open_min,iShares MSCI India_High_average,iShares MSCI India_High_max,iShares MSCI India_High_min,iShares MSCI India_Low_average,iShares MSCI India_Low_max,iShares MSCI India_Low_min,iShares MSCI India_Close_average,iShares MSCI India_Close_max,iShares MSCI India_Close_min
2018-04-08,-0.21734723236598377,-0.21734723236598377,-0.21734723236598377,-0.29583787543582457,-0.29583787543582457,-0.29583787543582457,-0.08050517433619266,-0.08050517433619266,-0.08050517433619266,-0.1702100865733858,-0.1702100865733858,-0.1702100865733858
2018-04-15,-0.25735559273649705,-0.25735559273649705,-0.25735559273649705,-0.38593439603035684,-0.38593439603035684,-0.38593439603035684,-0.3031926192930948,-0.3031926192930948,-0.3031926192930948,-0.39893572154812035,-0.39893572154812035,-0.39893572154812035
2018-04-22,0.5257352428128452,0.5257352428128452,0.5257352428128452,0.37334362359439677,0.37334362359439677,0.37334362359439677,0.7046569213233798,0.7046569213233798,0.7046569213233798,0.5033992393281156,0.5033992393281156,0.5033992393281156
2018-04-29,-0.6812376838203698,-0.6812376838203698,-0.6812376838203698,-0.6451812137148812,-0.6451812137148812,-0.6451812137148812,-0.4211263195600335,-0.4211263195600335,-0.4211263195600335,-0.5494927564785442,-0.5494927564785442,-0.5494927564785442
2018-05-06,-0.8141322554930475,-0.8141322554930475,-0.8141322554930475,-0.919669287615356,-0.919669287615356,-0.919669287615356,-0.7313940841402667,-0.7313940841402667,-0.7313940841402667,-0.9486402270015254,-0.9486402270015254,-0.9486402270015254
2018-05-13,-2.317086836366154,-2.317086836366154,-2.317086836366154,-2.337635184094306,-2.337635184094306,-2.337635184094306,-2.0813872190611704,-2.0813872190611704,-2.0813872190611704,-2.1106792861683856,-2.1106792861683856,-2.1106792861683856
2018-05-20,-1.366485729718439,-1.366485729718439,-1.366485729718439,-1.2432851083952232,-1.2432851083952232,-1.2432851083952232,-1.1145822986210387,-1.1145822986210387,-1.1145822986210387,-1.0368079094426974,-1.0368079094426974,-1.0368079094426974
2018-05-27,-0.8669853732268968,-0.8669853732268968,-0.8669853732268968,-0.9312415524014093,-0.9312415524014093,-0.9312415524014093,-0.8561927883409411,-0.8561927883409411,-0.8561927883409411,-1.0053686669770798,-1.0053686669770798,-1.0053686669770798
2018-06-03,-0.18247565305729205,-0.18247565305729205,-0.18247565305729205,-0.2022074204657082,-0.2022074204657082,-0.2022074204657082,0.0331316211269607,0.0331316211269607,0.0331316211269607,-0.09077206353172677,-0.09077206353172677,-0.09077206353172677
2018-06-10,-0.6878456524311717,-0.6878456524311717,-0.6878456524311717,-0.6749970136356134,-0.6749970136356134,-0.6749970136356134,-0.6775079195972447,-0.6775079195972447,-0.6775079195972447,-0.7259036896727327,-0.7259036896727327,-0.7259036896727327
2018-06-17,-0.9262682961230001,-0.9262682961230001,-0.9262682961230001,-0.8333784178022886,-0.8333784178022886,-0.8333784178022886,-1.0208124138624157,-1.0208124138624157,-1.0208124138624157,-0.9045478288793356,-0.9045478288793356,-0.9045478288793356
2018-06-24,-1.383125494196378,-1.383125494196378,-1.383125494196378,-1.2979934828975803,-1.2979934828975803,-1.2979934828975803,-1.320126558857155,-1.320126558857155,-1.320126558857155,-1.197546635341888,-1.197546635341888,-1.197546635341888
2018-07-01,-0.33975115195275113,-0.33975115195275113,-0.33975115195275113,-0.26453563809406555,-0.26453563809406555,-0.26453563809406555,-0.29099020702977546,-0.29099020702977546,-0.29099020702977546,-0.09129450297174782,-0.09129450297174782,-0.09129450297174782
2018-07-08,0.08901912547935283,0.08901912547935283,0.08901912547935283,-0.04510055410139908,-0.04510055410139908,-0.04510055410139908,0.05751300929648361,0.05751300929648361,0.05751300929648361,0.07395778359617175,0.07395778359617175,0.07395778359617175
2018-07-15,0.8548169780350787,0.8548169780350787,0.8548169780350787,0.7168224662565315,0.7168224662565315,0.7168224662565315,0.8296218298820363,0.8296218298820363,0.8296218298820363,0.7788768371798721,0.7788768371798721,0.7788768371798721
2018-07-22,2.3582926175826846,2.3582926175826846,2.3582926175826846,2.4020096446009673,2.4020096446009673,2.4020096446009673,2.413053438869346,2.413053438869346,2.413053438869346,2.494048770785853,2.494048770785853,2.494048770785853
2018-07-29,2.1497141579048265,2.1497141579048265,2.1497141579048265,2.171202042437344,2.171202042437344,2.171202042437344,2.134668023332279,2.134668023332279,2.134668023332279,2.1184029214925553,2.1184029214925553,2.1184029214925553
2018-08-05,1.1593773413800335,1.1593773413800335,1.1593773413800335,1.1428605989443545,1.1428605989443545,1.1428605989443545,0.9963384310094434,0.9963384310094434,0.9963384310094434,0.91683575584682,0.91683575584682,0.91683575584682
2018-08-12,1.5026562881061347,1.5026562881061347,1.5026562881061347,1.4852206728412904,1.4852206728412904,1.4852206728412904,1.5339721451516868,1.5339721451516868,1.5339721451516868,1.5783835293904014,1.5783835293904014,1.5783835293904014
2018-08-19,1.6665904957337203,1.6665904957337203,1.6665904957337203,1.7917468122602895,1.7917468122602895,1.7917468122602895,1.7378753654004027,1.7378753654004027,1.7378753654004027,1.8052570131730614,1.8052570131730614,1.8052570131730614
2018-08-26,0.8898399559943775,0.8898399559943775,0.8898399559943775,1.0908203086448345,1.0908203086448345,1.0908203086448345,0.9799287165727267,0.9799287165727267,0.9799287165727267,1.1509432528877197,1.1509432528877197,1.1509432528877197
2018-09-02,-0.3387749534607465,-0.3387749534607465,-0.3387749534607465,-0.36959676041013606,-0.36959676041013606,-0.36959676041013606,-0.4068474148992972,-0.4068474148992972,-0.4068474148992972,-0.4893011539236017,-0.4893011539236017,-0.4893011539236017
2018-09-09,-0.4650461568184037,-0.4650461568184037,-0.4650461568184037,-0.5377024824993877,-0.5377024824993877,-0.5377024824993877,-0.526284388868271,-0.526284388868271,-0.526284388868271,-0.64405297447587,-0.64405297447587,-0.64405297447587
