Date,ProShares Short QQQ_Open_average,ProShares Short QQQ_Open_max,ProShares Short QQQ_Open_min,ProShares Short QQQ_High_average,ProShares Short QQQ_High_max,ProShares Short QQQ_High_min,ProShares Short QQQ_Low_average,ProShares Short QQQ_Low_max,ProShares Short QQQ_Low_min,ProShares Short QQQ_Close_average,ProShares Short QQQ_Close_max,ProShares Short QQQ_Close_min
2018-04-08,-0.00081859729578421,-0.00081859729578421,-0.00081859729578421,0.09216262017450196,0.09216262017450196,0.09216262017450196,0.3132771801255566,0.3132771801255566,0.3132771801255566,0.3350242247889426,0.3350242247889426,0.3350242247889426
2018-04-15,-0.30057250279957226,-0.30057250279957226,-0.30057250279957226,-0.1199359846819975,-0.1199359846819975,-0.1199359846819975,0.018534704370854846,0.018534704370854846,0.018534704370854846,0.09282294062065954,0.09282294062065954,0.09282294062065954
2018-04-22,-0.36938262079400325,-0.36938262079400325,-0.36938262079400325,-0.10268766992803015,-0.10268766992803015,-0.10268766992803015,-0.07606705672460032,-0.07606705672460032,-0.07606705672460032,0.04088987661968897,0.04088987661968897,0.04088987661968897
2018-04-29,0.3190046019913963,0.3190046019913963,0.3190046019913963,-0.0770889057224315,-0.0770889057224315,-0.0770889057224315,-0.2537997701773353,-0.2537997701773353,-0.2537997701773353,-0.4839395746106081,-0.4839395746106081,-0.4839395746106081
2018-05-06,-1.3704422655063153,-1.3704422655063153,-1.3704422655063153,-1.3872615782884206,-1.3872615782884206,-1.3872615782884206,-1.2692264254738383,-1.2692264254738383,-1.2692264254738383,-1.2163553370178877,-1.2163553370178877,-1.2163553370178877
2018-05-13,-0.8844928649033732,-0.8844928649033732,-0.8844928649033732,-0.965003873005509,-0.965003873005509,-0.965003873005509,-0.7250667656013515,-0.7250667656013515,-0.7250667656013515,-0.7064206259456752,-0.7064206259456752,-0.7064206259456752
2018-05-20,-1.1235491548878247,-1.1235491548878247,-1.1235491548878247,-1.1827629945881726,-1.1827629945881726,-1.1827629945881726,-1.120660100528816,-1.120660100528816,-1.120660100528816,-1.0568959582907034,-1.0568959582907034,-1.0568959582907034
2018-05-27,-1.1905584388723505,-1.1905584388723505,-1.1905584388723505,-1.2369449720629155,-1.2369449720629155,-1.2369449720629155,-1.439389402410211,-1.439389402410211,-1.439389402410211,-1.3693519068678803,-1.3693519068678803,-1.3693519068678803
2018-06-03,-1.5223445929465187,-1.5223445929465187,-1.5223445929465187,-1.477907918459214,-1.477907918459214,-1.477907918459214,-1.6530043427762942,-1.6530043427762942,-1.6530043427762942,-1.5321308658062778,-1.5321308658062778,-1.5321308658062778
2018-06-10,-1.8046722311552394,-1.8046722311552394,-1.8046722311552394,-1.652919315205666,-1.652919315205666,-1.652919315205666,-1.8034439777470286,-1.8034439777470286,-1.8034439777470286,-1.6370916614140278,-1.6370916614140278,-1.6370916614140278
