Date,SPDR S&P Metals & MiningEtf_Open_average,SPDR S&P Metals & MiningEtf_Open_max,SPDR S&P Metals & MiningEtf_Open_min,SPDR S&P Metals & MiningEtf_High_average,SPDR S&P Metals & MiningEtf_High_max,SPDR S&P Metals & MiningEtf_High_min,SPDR S&P Metals & MiningEtf_Low_average,SPDR S&P Metals & MiningEtf_Low_max,SPDR S&P Metals & MiningEtf_Low_min,SPDR S&P Metals & MiningEtf_Close_average,SPDR S&P Metals & MiningEtf_Close_max,SPDR S&P Metals & MiningEtf_Close_min
2018-05-27,0.9189901468784418,0.9189901468784418,0.9189901468784418,0.8898898253047791,0.8898898253047791,0.8898898253047791,1.0831774704056123,1.0831774704056123,1.0831774704056123,0.8993404420622274,0.8993404420622274,0.8993404420622274
2018-06-03,1.241264634791004,1.241264634791004,1.241264634791004,1.0997595078440745,1.0997595078440745,1.0997595078440745,1.298321544892,1.298321544892,1.298321544892,1.085649121988058,1.085649121988058,1.085649121988058
2018-06-10,0.7844959620514175,0.7844959620514175,0.7844959620514175,0.5561683541088206,0.5561683541088206,0.5561683541088206,0.45773367480446214,0.45773367480446214,0.45773367480446214,0.4376512314936191,0.4376512314936191,0.4376512314936191
2018-06-17,0.31426009671265476,0.31426009671265476,0.31426009671265476,0.29565814942918817,0.29565814942918817,0.29565814942918817,0.5108990322615317,0.5108990322615317,0.5108990322615317,0.44581696525468245,0.44581696525468245,0.44581696525468245
2018-06-24,-0.6574932278604201,-0.6574932278604201,-0.6574932278604201,-0.804582403125352,-0.804582403125352,-0.804582403125352,-0.429897731916585,-0.429897731916585,-0.429897731916585,-0.6923959497042889,-0.6923959497042889,-0.6923959497042889
2018-07-01,-0.30328605860066077,-0.30328605860066077,-0.30328605860066077,-0.26291957070690036,-0.26291957070690036,-0.26291957070690036,-0.23031078826228443,-0.23031078826228443,-0.23031078826228443,-0.0537356500135295,-0.0537356500135295,-0.0537356500135295
2018-07-08,-0.19963518397174157,-0.19963518397174157,-0.19963518397174157,-0.30237610387811975,-0.30237610387811975,-0.30237610387811975,-0.08506269368418984,-0.08506269368418984,-0.08506269368418984,-0.23372737908294575,-0.23372737908294575,-0.23372737908294575
2018-07-15,-0.1790463653791123,-0.1790463653791123,-0.1790463653791123,-0.10596272869468283,-0.10596272869468283,-0.10596272869468283,0.011493537306512647,0.011493537306512647,0.011493537306512647,-0.06171425251531683,-0.06171425251531683,-0.06171425251531683
2018-07-22,0.610399730373646,0.610399730373646,0.610399730373646,0.4890472529551939,0.4890472529551939,0.4890472529551939,0.3147619382934444,0.3147619382934444,0.3147619382934444,0.21920216816949387,0.21920216816949387,0.21920216816949387
2018-07-29,-0.6023465349128111,-0.6023465349128111,-0.6023465349128111,-0.7222251304630619,-0.7222251304630619,-0.7222251304630619,-0.46720450542095987,-0.46720450542095987,-0.46720450542095987,-0.5626363639817016,-0.5626363639817016,-0.5626363639817016
2018-08-05,-1.3027114802260986,-1.3027114802260986,-1.3027114802260986,-1.3542274820775435,-1.3542274820775435,-1.3542274820775435,-1.2321158543503012,-1.2321158543503012,-1.2321158543503012,-1.2440595143863555,-1.2440595143863555,-1.2440595143863555
2018-08-12,-2.416321670935137,-2.416321670935137,-2.416321670935137,-2.4371115472828886,-2.4371115472828886,-2.4371115472828886,-2.2609327559095385,-2.2609327559095385,-2.2609327559095385,-2.1799644712549053,-2.1799644712549053,-2.1799644712549053
2018-08-19,-1.7274033417297414,-1.7274033417297414,-1.7274033417297414,-1.9316559274807574,-1.9316559274807574,-1.9316559274807574,-1.6653454460619375,-1.6653454460619375,-1.6653454460619375,-1.830831267438916,-1.830831267438916,-1.830831267438916
2018-08-26,-1.6012573504728385,-1.6012573504728385,-1.6012573504728385,-1.6026079096063113,-1.6026079096063113,-1.6026079096063113,-1.472401234080376,-1.472401234080376,-1.472401234080376,-1.576162698867605,-1.576162698867605,-1.576162698867605
