Date,PowerShares PureBeta FTSE EM Portfolio_Open_average,PowerShares PureBeta FTSE EM Portfolio_Open_max,PowerShares PureBeta FTSE EM Portfolio_Open_min,PowerShares PureBeta FTSE EM Portfolio_High_average,PowerShares PureBeta FTSE EM Portfolio_High_max,PowerShares PureBeta FTSE EM Portfolio_High_min,PowerShares PureBeta FTSE EM Portfolio_Low_average,PowerShares PureBeta FTSE EM Portfolio_Low_max,PowerShares PureBeta FTSE EM Portfolio_Low_min,PowerShares PureBeta FTSE EM Portfolio_Close_average,PowerShares PureBeta FTSE EM Portfolio_Close_max,PowerShares PureBeta FTSE EM Portfolio_Close_min
2018-04-08,-1.4159582375298798,-1.4159582375298798,-1.4159582375298798,-1.4159582375298798,-1.4159582375298798,-1.4159582375298798,-1.3176816330129315,-1.3176816330129315,-1.3176816330129315,-1.3239570926889823,-1.3239570926889823,-1.3239570926889823
2018-04-15,-1.227338747253779,-1.227338747253779,-1.227338747253779,-1.227338747253779,-1.227338747253779,-1.227338747253779,-1.1371953091597065,-1.1371953091597065,-1.1371953091597065,-1.1475506993781166,-1.1475506993781166,-1.1475506993781166
2018-04-22,-1.1422530453466169,-1.1422530453466169,-1.1422530453466169,-1.1422530453466169,-1.1422530453466169,-1.1422530453466169,-1.0679200091580574,-1.0679200091580574,-1.0679200091580574,-1.0783698727621611,-1.0783698727621611,-1.0783698727621611
2018-04-29,-0.9778396152823073,-0.9778396152823073,-0.9778396152823073,-0.9778396152823073,-0.9778396152823073,-0.9778396152823073,-0.9778396152823073,-0.9778396152823073,-0.9778396152823073,-0.9778396152823073,-0.9778396152823073,-0.9778396152823073
2018-05-06,-1.3714706047594323,-1.3714706047594323,-1.3714706047594323,-1.3714706047594323,-1.3714706047594323,-1.3714706047594323,-1.3714706047594323,-1.3714706047594323,-1.3714706047594323,-1.3714706047594323,-1.3714706047594323,-1.3714706047594323
2018-05-13,-1.171502011128273,-1.171502011128273,-1.171502011128273,-1.171502011128273,-1.171502011128273,-1.171502011128273,-1.171502011128273,-1.171502011128273,-1.171502011128273,-1.171502011128273,-1.171502011128273,-1.171502011128273
2018-05-20,-1.800630755718287,-1.800630755718287,-1.800630755718287,-1.800630755718287,-1.800630755718287,-1.800630755718287,-1.800630755718287,-1.800630755718287,-1.800630755718287,-1.800630755718287,-1.800630755718287,-1.800630755718287
2018-05-27,-1.5387757494253345,-1.5387757494253345,-1.5387757494253345,-1.5387757494253345,-1.5387757494253345,-1.5387757494253345,-1.5387757494253345,-1.5387757494253345,-1.5387757494253345,-1.5387757494253345,-1.5387757494253345,-1.5387757494253345
2018-06-03,-0.5485442890844784,-0.5485442890844784,-0.5485442890844784,-0.5485442890844784,-0.5485442890844784,-0.5485442890844784,-0.5485442890844784,-0.5485442890844784,-0.5485442890844784,-0.5485442890844784,-0.5485442890844784,-0.5485442890844784
2018-06-10,-0.6706537168490716,-0.6706537168490716,-0.6706537168490716,-0.6706537168490716,-0.6706537168490716,-0.6706537168490716,-0.6706537168490716,-0.6706537168490716,-0.6706537168490716,-0.6706537168490716,-0.6706537168490716,-0.6706537168490716
2018-06-17,-2.196763661031688,-2.196763661031688,-2.196763661031688,-2.196763661031688,-2.196763661031688,-2.196763661031688,-2.196763661031688,-2.196763661031688,-2.196763661031688,-2.196763661031688,-2.196763661031688,-2.196763661031688
2018-06-24,-2.161239685323701,-2.161239685323701,-2.161239685323701,-2.161239685323701,-2.161239685323701,-2.161239685323701,-2.161239685323701,-2.161239685323701,-2.161239685323701,-2.161239685323701,-2.161239685323701,-2.161239685323701
2018-07-01,-1.517165699425755,-1.517165699425755,-1.517165699425755,-1.517165699425755,-1.517165699425755,-1.517165699425755,-1.517165699425755,-1.517165699425755,-1.517165699425755,-1.517165699425755,-1.517165699425755,-1.517165699425755
2018-07-08,-1.5096708540473072,-1.5096708540473072,-1.5096708540473072,-1.5096708540473072,-1.5096708540473072,-1.5096708540473072,-1.5096708540473072,-1.5096708540473072,-1.5096708540473072,-1.5096708540473072,-1.5096708540473072,-1.5096708540473072
2018-07-15,-1.2799106120554513,-1.2799106120554513,-1.2799106120554513,-1.2799106120554513,-1.2799106120554513,-1.2799106120554513,-1.2799106120554513,-1.2799106120554513,-1.2799106120554513,-1.2799106120554513,-1.2799106120554513,-1.2799106120554513
2018-07-22,-1.1056710081791283,-1.1056710081791283,-1.1056710081791283,-1.1056710081791283,-1.1056710081791283,-1.1056710081791283,-1.1056710081791283,-1.1056710081791283,-1.1056710081791283,-1.1056710081791283,-1.1056710081791283,-1.1056710081791283
2018-07-29,-0.9694387922287564,-0.9694387922287564,-0.9694387922287564,-0.9694387922287564,-0.9694387922287564,-0.9694387922287564,-0.9694387922287564,-0.9694387922287564,-0.9694387922287564,-0.9694387922287564,-0.9694387922287564,-0.9694387922287564
2018-08-05,-0.8379654824122154,-0.8379654824122154,-0.8379654824122154,-0.8379654824122154,-0.8379654824122154,-0.8379654824122154,-0.8379654824122154,-0.8379654824122154,-0.8379654824122154,-0.8379654824122154,-0.8379654824122154,-0.8379654824122154
2018-08-12,-1.217856858704102,-1.217856858704102,-1.217856858704102,-1.217856858704102,-1.217856858704102,-1.217856858704102,-1.562473436517526,-1.562473436517526,-1.562473436517526,-1.562473436517526,-1.562473436517526,-1.562473436517526
2018-08-19,-1.3985106275088712,-1.3985106275088712,-1.3985106275088712,-1.3985106275088712,-1.3985106275088712,-1.3985106275088712,-1.3103570916133267,-1.3103570916133267,-1.3103570916133267,-1.3103570916133267,-1.3103570916133267,-1.3103570916133267
2018-08-26,-1.1900699872143703,-1.1900699872143703,-1.1900699872143703,-1.1900699872143703,-1.1900699872143703,-1.1900699872143703,-1.1191719211212663,-1.1191719211212663,-1.1191719211212663,-1.1191719211212663,-1.1191719211212663,-1.1191719211212663
2018-09-02,-1.7289131786862348,-1.7289131786862348,-1.7289131786862348,-1.6220535703317929,-1.6220535703317929,-1.6220535703317929,-1.645944002085042,-1.645944002085042,-1.645944002085042,-1.5606513598048133,-1.5606513598048133,-1.5606513598048133
2018-09-09,-1.768697195853914,-1.768697195853914,-1.768697195853914,-1.8337330370903828,-1.8337330370903828,-1.8337330370903828,-1.6811956397257721,-1.6811956397257721,-1.6811956397257721,-1.7280941128279945,-1.7280941128279945,-1.7280941128279945
2018-09-16,-0.8270969580506246,-0.8270969580506246,-0.8270969580506246,-0.8665403458000533,-0.8665403458000533,-0.8665403458000533,-0.7647139868001167,-0.7647139868001167,-0.7647139868001167,-0.7934659980521848,-0.7934659980521848,-0.7934659980521848
2018-09-23,-0.7069965622749712,-0.7069965622749712,-0.7069965622749712,-0.7417098876790386,-0.7417098876790386,-0.7417098876790386,-0.6505020898424171,-0.6505020898424171,-0.6505020898424171,-0.6761582186386008,-0.6761582186386008,-0.6761582186386008
2018-09-30,-1.3445559621836538,-1.3445559621836538,-1.3445559621836538,-1.390371109446602,-1.390371109446602,-1.390371109446602,-1.2958511073541323,-1.2958511073541323,-1.2958511073541323,-1.3308790064766194,-1.3308790064766194,-1.3308790064766194
2018-10-07,-2.1176942224571222,-2.1176942224571222,-2.1176942224571222,-2.153780827180196,-2.153780827180196,-2.153780827180196,-2.1101748458284413,-2.1101748458284413,-2.1101748458284413,-2.138648292681416,-2.138648292681416,-2.138648292681416
2018-10-14,-1.5866154382508175,-1.5866154382508175,-1.5866154382508175,-1.6091213004953313,-1.6091213004953313,-1.6091213004953313,-1.5737581647480452,-1.5737581647480452,-1.5737581647480452,-1.591688844155786,-1.591688844155786,-1.591688844155786
2018-10-21,-2.0350480081476054,-2.0350480081476054,-2.0350480081476054,-2.0491557278924053,-2.0491557278924053,-2.0491557278924053,-2.0458009519470943,-2.0458009519470943,-2.0458009519470943,-2.0570181634920326,-2.0570181634920326,-2.0570181634920326
2018-10-28,-1.677119243936897,-1.677119243936897,-1.677119243936897,-1.6852757739667206,-1.6852757739667206,-1.6852757739667206,-1.6926225764497893,-1.6926225764497893,-1.6926225764497893,-1.6989906745983754,-1.6989906745983754,-1.6989906745983754
2018-11-04,0.12353380445482515,0.12353380445482515,0.12353380445482515,0.11229380576045778,0.11229380576045778,0.11229380576045778,0.16514449336284964,0.16514449336284964,0.16514449336284964,0.15562770087692368,0.15562770087692368,0.15562770087692368
2018-11-11,0.2322944303007913,0.2322944303007913,0.2322944303007913,0.21945972034967481,0.21945972034967481,0.21945972034967481,0.2332104111528076,0.2332104111528076,0.2332104111528076,0.22297215652704538,0.22297215652704538,0.22297215652704538
2018-11-18,-0.42051783040867097,-0.42051783040867097,-0.42051783040867097,-0.43007285597806233,-0.43007285597806233,-0.43007285597806233,-0.4188245618559799,-0.4188245618559799,-0.4188245618559799,-0.4265414356680695,-0.4265414356680695,-0.4265414356680695
2018-11-25,-0.31562219938152364,-0.31562219938152364,-0.31562219938152364,-0.32578332744124083,-0.32578332744124083,-0.32578332744124083,-0.31397137305301215,-0.31397137305301215,-0.31397137305301215,-0.32217204655551684,-0.32217204655551684,-0.32217204655551684
2018-12-02,-1.0336945909819972,-1.0336945909819972,-1.0336945909819972,-1.0336945909819972,-1.0336945909819972,-1.0336945909819972,-1.0315978683788278,-1.0315978683788278,-1.0315978683788278,-1.0315978683788278,-1.0315978683788278,-1.0315978683788278
2018-12-09,-1.0519022842353662,-1.0519022842353662,-1.0519022842353662,-1.0519022842353662,-1.0519022842353662,-1.0519022842353662,-1.0500806276682888,-1.0500806276682888,-1.0500806276682888,-1.0500806276682888,-1.0500806276682888,-1.0500806276682888
2018-12-16,-1.5740483466902697,-1.5740483466902697,-1.5740483466902697,-1.5740483466902697,-1.5740483466902697,-1.5740483466902697,-1.5725053450060702,-1.5725053450060702,-1.5725053450060702,-1.5725053450060702,-1.5725053450060702,-1.5725053450060702
2018-12-23,-0.7701641787196308,-0.7701641787196308,-0.7701641787196308,-0.7701641787196308,-0.7701641787196308,-0.7701641787196308,-0.7688372143131504,-0.7688372143131504,-0.7688372143131504,-0.7688372143131504,-0.7688372143131504,-0.7688372143131504
2018-12-30,0.36036233446790705,0.36036233446790705,0.36036233446790705,0.36036233446790705,0.36036233446790705,0.36036233446790705,0.36197443017622083,0.36197443017622083,0.36197443017622083,0.36197443017622083,0.36197443017622083,0.36197443017622083
2019-01-06,1.433067308957126,1.433067308957126,1.433067308957126,1.433067308957126,1.433067308957126,1.433067308957126,1.433067308957126,1.433067308957126,1.433067308957126,1.433067308957126,1.433067308957126,1.433067308957126
2019-01-13,1.519618113082434,1.519618113082434,1.519618113082434,1.519618113082434,1.519618113082434,1.519618113082434,1.519618113082434,1.519618113082434,1.519618113082434,1.519618113082434,1.519618113082434,1.519618113082434
2019-01-20,1.3783601603448226,1.3783601603448226,1.3783601603448226,1.3783601603448226,1.3783601603448226,1.3783601603448226,1.3783601603448226,1.3783601603448226,1.3783601603448226,1.3783601603448226,1.3783601603448226,1.3783601603448226
2019-01-27,1.8133708666432213,1.8133708666432213,1.8133708666432213,1.8133708666432213,1.8133708666432213,1.8133708666432213,1.8133708666432213,1.8133708666432213,1.8133708666432213,1.8133708666432213,1.8133708666432213,1.8133708666432213
