Date,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_Open_average,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_Open_max,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_Open_min,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_High_average,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_High_max,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_High_min,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_Low_average,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_Low_max,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_Low_min,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_Close_average,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_Close_max,PIMCO RAFI Dynamic Multi-Factor EM EquityEtf_Close_min
2018-05-27,-1.3465546798265537,-1.3465546798265537,-1.3465546798265537,-1.3157503424707044,-1.3157503424707044,-1.3157503424707044,-1.1420877684251303,-1.1420877684251303,-1.1420877684251303,-1.1669711482292229,-1.1669711482292229,-1.1669711482292229
2018-06-03,-1.0926039611392535,-1.0926039611392535,-1.0926039611392535,-1.1196447423925506,-1.1196447423925506,-1.1196447423925506,-1.0158653116777308,-1.0158653116777308,-1.0158653116777308,-0.987696486574054,-0.987696486574054,-0.987696486574054
2018-06-10,-1.7744367436334543,-1.7744367436334543,-1.7744367436334543,-1.8237733398260416,-1.8237733398260416,-1.8237733398260416,-1.6449203472449057,-1.6449203472449057,-1.6449203472449057,-1.7645189181896748,-1.7645189181896748,-1.7645189181896748
2018-06-17,-2.0099685632054856,-2.0099685632054856,-2.0099685632054856,-2.0813977931893506,-2.0813977931893506,-2.0813977931893506,-1.9925095273518936,-1.9925095273518936,-1.9925095273518936,-2.100410952472273,-2.100410952472273,-2.100410952472273
2018-06-24,-2.209346263588225,-2.209346263588225,-2.209346263588225,-2.1699968064240394,-2.1699968064240394,-2.1699968064240394,-2.1686939034908916,-2.1686939034908916,-2.1686939034908916,-2.1721665905634895,-2.1721665905634895,-2.1721665905634895
2018-07-01,-2.0542713852736627,-2.0542713852736627,-2.0542713852736627,-1.895176384942044,-1.895176384942044,-1.895176384942044,-1.983628090325962,-1.983628090325962,-1.983628090325962,-1.8217986369527004,-1.8217986369527004,-1.8217986369527004
2018-07-08,-1.4076338099889145,-1.4076338099889145,-1.4076338099889145,-1.4942027195947987,-1.4942027195947987,-1.4942027195947987,-1.4132451804378743,-1.4132451804378743,-1.4132451804378743,-1.4651698577051464,-1.4651698577051464,-1.4651698577051464
2018-07-15,-1.315281477576092,-1.315281477576092,-1.315281477576092,-1.27420367206744,-1.27420367206744,-1.27420367206744,-1.2567683528428801,-1.2567683528428801,-1.2567683528428801,-1.3240124743532027,-1.3240124743532027,-1.3240124743532027
2018-07-22,-0.4965495779576174,-0.4965495779576174,-0.4965495779576174,-0.5991943429529025,-0.5991943429529025,-0.5991943429529025,-0.6201554803902329,-0.6201554803902329,-0.6201554803902329,-0.6609452120351234,-0.6609452120351234,-0.6609452120351234
2018-07-29,-0.6922415309505289,-0.6922415309505289,-0.6922415309505289,-0.7841626565035346,-0.7841626565035346,-0.7841626565035346,-0.6585949597051858,-0.6585949597051858,-0.6585949597051858,-0.7450799061369239,-0.7450799061369239,-0.7450799061369239
