Date,VictoryShares EM High Div Volatility Wtd_Open_average,VictoryShares EM High Div Volatility Wtd_Open_max,VictoryShares EM High Div Volatility Wtd_Open_min,VictoryShares EM High Div Volatility Wtd_High_average,VictoryShares EM High Div Volatility Wtd_High_max,VictoryShares EM High Div Volatility Wtd_High_min,VictoryShares EM High Div Volatility Wtd_Low_average,VictoryShares EM High Div Volatility Wtd_Low_max,VictoryShares EM High Div Volatility Wtd_Low_min,VictoryShares EM High Div Volatility Wtd_Close_average,VictoryShares EM High Div Volatility Wtd_Close_max,VictoryShares EM High Div Volatility Wtd_Close_min
2018-04-08,-1.0963808057749216,-1.0963808057749216,-1.0963808057749216,-1.1072425784438835,-1.1072425784438835,-1.1072425784438835,-0.922038249882819,-0.922038249882819,-0.922038249882819,-0.914676406230721,-0.914676406230721,-0.914676406230721
2018-04-15,-1.3877200303048673,-1.3877200303048673,-1.3877200303048673,-1.4725233602042385,-1.4725233602042385,-1.4725233602042385,-1.3393033061848656,-1.3393033061848656,-1.3393033061848656,-1.403555673156494,-1.403555673156494,-1.403555673156494
2018-04-22,-1.3537156338266383,-1.3537156338266383,-1.3537156338266383,-1.4050274210360651,-1.4050274210360651,-1.4050274210360651,-1.2484122532383275,-1.2484122532383275,-1.2484122532383275,-1.2695940909622538,-1.2695940909622538,-1.2695940909622538
2018-04-29,-1.8687728304350952,-1.8687728304350952,-1.8687728304350952,-1.866205728283585,-1.866205728283585,-1.866205728283585,-1.8912538064758453,-1.8912538064758453,-1.8912538064758453,-1.8441310477500392,-1.8441310477500392,-1.8441310477500392
2018-05-06,-1.2830900507013814,-1.2830900507013814,-1.2830900507013814,-1.2690798413629714,-1.2690798413629714,-1.2690798413629714,-1.3522779689985747,-1.3522779689985747,-1.3522779689985747,-1.2088100065498415,-1.2088100065498415,-1.2088100065498415
2018-05-13,-1.7070426365652904,-1.7070426365652904,-1.7070426365652904,-1.6703046253065246,-1.6703046253065246,-1.6703046253065246,-1.6767570784142243,-1.6767570784142243,-1.6767570784142243,-1.627982711762161,-1.627982711762161,-1.627982711762161
2018-05-20,-1.2887094014937985,-1.2887094014937985,-1.2887094014937985,-1.2742584469235334,-1.2742584469235334,-1.2742584469235334,-1.511036248710796,-1.511036248710796,-1.511036248710796,-1.3079540136546368,-1.3079540136546368,-1.3079540136546368
2018-05-27,-1.0259154041364498,-1.0259154041364498,-1.0259154041364498,-0.937200390336197,-0.937200390336197,-0.937200390336197,-0.9894083574878791,-0.9894083574878791,-0.9894083574878791,-0.9386620098442595,-0.9386620098442595,-0.9386620098442595
2018-06-03,-0.8069232953525712,-0.8069232953525712,-0.8069232953525712,-0.8355194447696627,-0.8355194447696627,-0.8355194447696627,-0.9109125057575924,-0.9109125057575924,-0.9109125057575924,-0.8210027757252651,-0.8210027757252651,-0.8210027757252651
2018-06-10,-1.85866331387576,-1.85866331387576,-1.85866331387576,-1.880563371922029,-1.880563371922029,-1.880563371922029,-2.0974855550813314,-2.0974855550813314,-2.0974855550813314,-1.9623520404969377,-1.9623520404969377,-1.9623520404969377
2018-06-17,-2.044806541711609,-2.044806541711609,-2.044806541711609,-2.0525199843515427,-2.0525199843515427,-2.0525199843515427,-1.856984983729563,-1.856984983729563,-1.856984983729563,-2.059570427330693,-2.059570427330693,-2.059570427330693
2018-06-24,-1.8910039925760471,-1.8910039925760471,-1.8910039925760471,-1.890524284887233,-1.890524284887233,-1.890524284887233,-1.9417892787685174,-1.9417892787685174,-1.9417892787685174,-2.0572287530053117,-2.0572287530053117,-2.0572287530053117
2018-07-01,-1.1031682201225335,-1.1031682201225335,-1.1031682201225335,-1.0953422843962812,-1.0953422843962812,-1.0953422843962812,-0.9944850089920393,-0.9944850089920393,-0.9944850089920393,-1.0376590436501727,-1.0376590436501727,-1.0376590436501727
2018-07-08,-1.1099946398509646,-1.1099946398509646,-1.1099946398509646,-1.0368730890683835,-1.0368730890683835,-1.0368730890683835,-1.0719566333232993,-1.0719566333232993,-1.0719566333232993,-1.1433350485895943,-1.1433350485895943,-1.1433350485895943
2018-07-15,-1.002646151771561,-1.002646151771561,-1.002646151771561,-1.023306879193453,-1.023306879193453,-1.023306879193453,-0.8606105020931196,-0.8606105020931196,-0.8606105020931196,-0.9327534409308221,-0.9327534409308221,-0.9327534409308221
2018-07-22,-0.13378043318239927,-0.13378043318239927,-0.13378043318239927,-0.06598288790738441,-0.06598288790738441,-0.06598288790738441,-0.012379562729052883,-0.012379562729052883,-0.012379562729052883,-0.11456126478082594,-0.11456126478082594,-0.11456126478082594
2018-07-29,-0.24003947640444603,-0.24003947640444603,-0.24003947640444603,-0.2711110171627709,-0.2711110171627709,-0.2711110171627709,-0.14386219722010432,-0.14386219722010432,-0.14386219722010432,-0.24166710263537813,-0.24166710263537813,-0.24166710263537813
2018-08-05,-1.3106666143123642,-1.3106666143123642,-1.3106666143123642,-1.3235052114278387,-1.3235052114278387,-1.3235052114278387,-1.1929388747033376,-1.1929388747033376,-1.1929388747033376,-1.2089898204569778,-1.2089898204569778,-1.2089898204569778
2018-08-12,-1.4178696407921365,-1.4178696407921365,-1.4178696407921365,-1.277992807329755,-1.277992807329755,-1.277992807329755,-1.269814307306806,-1.269814307306806,-1.269814307306806,-1.260169836107437,-1.260169836107437,-1.260169836107437
2018-08-19,-0.14540712635049421,-0.14540712635049421,-0.14540712635049421,-0.15814985747907784,-0.15814985747907784,-0.15814985747907784,0.024639557273592,0.024639557273592,0.024639557273592,-0.018965782285272046,-0.018965782285272046,-0.018965782285272046
2018-08-26,-0.8085524826973741,-0.8085524826973741,-0.8085524826973741,-0.5771842719428774,-0.5771842719428774,-0.5771842719428774,-0.821605555370235,-0.821605555370235,-0.821605555370235,-0.7295363227529852,-0.7295363227529852,-0.7295363227529852
2018-09-02,-2.1951592309916412,-2.1951592309916412,-2.1951592309916412,-2.2200777088961607,-2.2200777088961607,-2.2200777088961607,-2.182904288687573,-2.182904288687573,-2.182904288687573,-2.159229202800694,-2.159229202800694,-2.159229202800694
2018-09-09,-0.90792517798662,-0.90792517798662,-0.90792517798662,-1.0180615889441296,-1.0180615889441296,-1.0180615889441296,-0.7345822800584303,-0.7345822800584303,-0.7345822800584303,-0.7540124928674511,-0.7540124928674511,-0.7540124928674511
2018-09-16,-0.15808876767039848,-0.15808876767039848,-0.15808876767039848,-0.25191306661194945,-0.25191306661194945,-0.25191306661194945,-0.2660402175424006,-0.2660402175424006,-0.2660402175424006,-0.2876761984203072,-0.2876761984203072,-0.2876761984203072
2018-09-23,-1.0441837329360304,-1.0441837329360304,-1.0441837329360304,-1.006141964263925,-1.006141964263925,-1.006141964263925,-1.1053193990072245,-1.1053193990072245,-1.1053193990072245,-1.120563136934025,-1.120563136934025,-1.120563136934025
2018-09-30,-1.54281364941002,-1.54281364941002,-1.54281364941002,-1.6377332654451384,-1.6377332654451384,-1.6377332654451384,-1.7051176119802411,-1.7051176119802411,-1.7051176119802411,-1.7125598902239165,-1.7125598902239165,-1.7125598902239165
2018-10-07,-1.919882540705635,-1.919882540705635,-1.919882540705635,-1.9722651853965054,-1.9722651853965054,-1.9722651853965054,-2.105890118879221,-2.105890118879221,-2.105890118879221,-2.062772377279088,-2.062772377279088,-2.062772377279088
2018-10-14,-1.767839493258692,-1.767839493258692,-1.767839493258692,-1.7449182515273896,-1.7449182515273896,-1.7449182515273896,-1.6220586479120722,-1.6220586479120722,-1.6220586479120722,-1.5215945963099968,-1.5215945963099968,-1.5215945963099968
2018-10-21,-1.729654997122401,-1.729654997122401,-1.729654997122401,-1.7666158254855229,-1.7666158254855229,-1.7666158254855229,-1.9028201856587919,-1.9028201856587919,-1.9028201856587919,-1.9577723570087608,-1.9577723570087608,-1.9577723570087608
