Date,WisdomTree Emerging Markets Consumer Growth_Open_average,WisdomTree Emerging Markets Consumer Growth_Open_max,WisdomTree Emerging Markets Consumer Growth_Open_min,WisdomTree Emerging Markets Consumer Growth_High_average,WisdomTree Emerging Markets Consumer Growth_High_max,WisdomTree Emerging Markets Consumer Growth_High_min,WisdomTree Emerging Markets Consumer Growth_Low_average,WisdomTree Emerging Markets Consumer Growth_Low_max,WisdomTree Emerging Markets Consumer Growth_Low_min,WisdomTree Emerging Markets Consumer Growth_Close_average,WisdomTree Emerging Markets Consumer Growth_Close_max,WisdomTree Emerging Markets Consumer Growth_Close_min
2018-04-08,-1.1965388521790146,-1.1965388521790146,-1.1965388521790146,-1.3517183575392075,-1.3517183575392075,-1.3517183575392075,-0.9484124779623545,-0.9484124779623545,-0.9484124779623545,-1.016148679837198,-1.016148679837198,-1.016148679837198
2018-04-15,-1.7894584318809557,-1.7894584318809557,-1.7894584318809557,-1.8797416426317224,-1.8797416426317224,-1.8797416426317224,-1.7475227609362427,-1.7475227609362427,-1.7475227609362427,-1.8622733244518872,-1.8622733244518872,-1.8622733244518872
2018-04-22,-1.8088233397174962,-1.8088233397174962,-1.8088233397174962,-1.8333408397737705,-1.8333408397737705,-1.8333408397737705,-1.5607368456378592,-1.5607368456378592,-1.5607368456378592,-1.6242244638497403,-1.6242244638497403,-1.6242244638497403
2018-04-29,-1.9199092156126205,-1.9199092156126205,-1.9199092156126205,-1.8762828933108886,-1.8762828933108886,-1.8762828933108886,-1.7994961553749798,-1.7994961553749798,-1.7994961553749798,-1.8406372047563202,-1.8406372047563202,-1.8406372047563202
2018-05-06,-1.2555507326778035,-1.2555507326778035,-1.2555507326778035,-1.2852157980420904,-1.2852157980420904,-1.2852157980420904,-1.2345312633527867,-1.2345312633527867,-1.2345312633527867,-1.2662403647697518,-1.2662403647697518,-1.2662403647697518
2018-05-13,-1.6989255719607124,-1.6989255719607124,-1.6989255719607124,-1.70624752972808,-1.70624752972808,-1.70624752972808,-1.6518058642982867,-1.6518058642982867,-1.6518058642982867,-1.6432794283852592,-1.6432794283852592,-1.6432794283852592
2018-05-20,-1.42196645248363,-1.42196645248363,-1.42196645248363,-1.3980654262593752,-1.3980654262593752,-1.3980654262593752,-1.4052426710914174,-1.4052426710914174,-1.4052426710914174,-1.3858359175251578,-1.3858359175251578,-1.3858359175251578
2018-05-27,-1.2912952472721653,-1.2912952472721653,-1.2912952472721653,-1.1041084565379995,-1.1041084565379995,-1.1041084565379995,-1.2089781571875904,-1.2089781571875904,-1.2089781571875904,-1.0125660783666144,-1.0125660783666144,-1.0125660783666144
2018-06-03,-1.3585517972532968,-1.3585517972532968,-1.3585517972532968,-1.28545137547771,-1.28545137547771,-1.28545137547771,-1.3216885560700746,-1.3216885560700746,-1.3216885560700746,-1.2014991898316287,-1.2014991898316287,-1.2014991898316287
2018-06-10,-1.8086193410666407,-1.8086193410666407,-1.8086193410666407,-1.7112426999812151,-1.7112426999812151,-1.7112426999812151,-1.8156331140228692,-1.8156331140228692,-1.8156331140228692,-1.6581569287521014,-1.6581569287521014,-1.6581569287521014
2018-06-17,-1.8287194247497807,-1.8287194247497807,-1.8287194247497807,-1.9286794032237708,-1.9286794032237708,-1.9286794032237708,-1.9989368603780697,-1.9989368603780697,-1.9989368603780697,-2.00743654867187,-2.00743654867187,-2.00743654867187
2018-06-24,-1.7938238756528522,-1.7938238756528522,-1.7938238756528522,-1.8576244298058435,-1.8576244298058435,-1.8576244298058435,-1.78131538635363,-1.78131538635363,-1.78131538635363,-1.8296178251899218,-1.8296178251899218,-1.8296178251899218
2018-07-01,-0.9939211123017097,-0.9939211123017097,-0.9939211123017097,-1.0561977081554865,-1.0561977081554865,-1.0561977081554865,-0.9547578228061513,-0.9547578228061513,-0.9547578228061513,-1.0341544334884782,-1.0341544334884782,-1.0341544334884782
2018-07-08,-1.14477897480278,-1.14477897480278,-1.14477897480278,-1.1932059219087892,-1.1932059219087892,-1.1932059219087892,-1.0844339269389827,-1.0844339269389827,-1.0844339269389827,-1.178721141377613,-1.178721141377613,-1.178721141377613
2018-07-15,-1.108514011374388,-1.108514011374388,-1.108514011374388,-1.161781724583675,-1.161781724583675,-1.161781724583675,-1.047089806936785,-1.047089806936785,-1.047089806936785,-1.1370837293325282,-1.1370837293325282,-1.1370837293325282
2018-07-22,-0.5612797997942901,-0.5612797997942901,-0.5612797997942901,-0.6065862964416572,-0.6065862964416572,-0.6065862964416572,-0.5079443266638519,-0.5079443266638519,-0.5079443266638519,-0.5897504636645444,-0.5897504636645444,-0.5897504636645444
2018-07-29,-0.9538308962580234,-0.9538308962580234,-0.9538308962580234,-0.9350689000932405,-0.9350689000932405,-0.9350689000932405,-0.901510799056165,-0.901510799056165,-0.901510799056165,-0.9556119511437132,-0.9556119511437132,-0.9556119511437132
2018-08-05,-1.614244616190262,-1.614244616190262,-1.614244616190262,-1.6052996563154396,-1.6052996563154396,-1.6052996563154396,-1.76686222850012,-1.76686222850012,-1.76686222850012,-1.7333571913061787,-1.7333571913061787,-1.7333571913061787
2018-08-12,-1.567505297336599,-1.567505297336599,-1.567505297336599,-1.4881264582227591,-1.4881264582227591,-1.4881264582227591,-1.5194847343656999,-1.5194847343656999,-1.5194847343656999,-1.5243467890001166,-1.5243467890001166,-1.5243467890001166
2018-08-19,-0.5603022048443368,-0.5603022048443368,-0.5603022048443368,-0.5407239537486469,-0.5407239537486469,-0.5407239537486469,-0.4585529050475928,-0.4585529050475928,-0.4585529050475928,-0.4733609262498328,-0.4733609262498328,-0.4733609262498328
2018-08-26,-1.2319728047206775,-1.2319728047206775,-1.2319728047206775,-1.1419616335882605,-1.1419616335882605,-1.1419616335882605,-1.0873261817296551,-1.0873261817296551,-1.0873261817296551,-1.0431087846946643,-1.0431087846946643,-1.0431087846946643
2018-09-02,-2.3275326979714634,-2.3275326979714634,-2.3275326979714634,-2.3208022915719786,-2.3208022915719786,-2.3208022915719786,-2.283002908168891,-2.283002908168891,-2.283002908168891,-2.261112824807776,-2.261112824807776,-2.261112824807776
2018-09-09,-1.7098888127811451,-1.7098888127811451,-1.7098888127811451,-1.647270613244241,-1.647270613244241,-1.647270613244241,-1.7247901730649304,-1.7247901730649304,-1.7247901730649304,-1.6869264123608745,-1.6869264123608745,-1.6869264123608745
2018-09-16,-0.6805725873900788,-0.6805725873900788,-0.6805725873900788,-0.7365233675695539,-0.7365233675695539,-0.7365233675695539,-0.7705709549860487,-0.7705709549860487,-0.7705709549860487,-0.8303302298720301,-0.8303302298720301,-0.8303302298720301
2018-09-23,-0.9195296139582011,-0.9195296139582011,-0.9195296139582011,-0.9694294256697846,-0.9694294256697846,-0.9694294256697846,-1.0328310452168892,-1.0328310452168892,-1.0328310452168892,-1.0783373033572676,-1.0783373033572676,-1.0783373033572676
2018-09-30,-1.9187753670635903,-1.9187753670635903,-1.9187753670635903,-1.840778809623272,-1.840778809623272,-1.840778809623272,-1.778068167808552,-1.778068167808552,-1.778068167808552,-1.705321430951876,-1.705321430951876,-1.705321430951876
2018-10-07,-1.7100087492370541,-1.7100087492370541,-1.7100087492370541,-1.777781544578983,-1.777781544578983,-1.777781544578983,-1.623322215029882,-1.623322215029882,-1.623322215029882,-1.7247173450275248,-1.7247173450275248,-1.7247173450275248
2018-10-14,-1.2936922104476611,-1.2936922104476611,-1.2936922104476611,-1.3413346519273746,-1.3413346519273746,-1.3413346519273746,-1.3171502160610982,-1.3171502160610982,-1.3171502160610982,-1.3375195616612432,-1.3375195616612432,-1.3375195616612432
2018-10-21,-1.6989367718254915,-1.6989367718254915,-1.6989367718254915,-1.7288039961643826,-1.7288039961643826,-1.7288039961643826,-1.9879814204661683,-1.9879814204661683,-1.9879814204661683,-2.0196966186232554,-2.0196966186232554,-2.0196966186232554
2018-10-28,-0.7421169357737665,-0.7421169357737665,-0.7421169357737665,-0.7289723467394208,-0.7289723467394208,-0.7289723467394208,-0.56899298958964,-0.56899298958964,-0.56899298958964,-0.5608084394694643,-0.5608084394694643,-0.5608084394694643
2018-11-04,-1.3509656295521215,-1.3509656295521215,-1.3509656295521215,-1.3289962529720274,-1.3289962529720274,-1.3289962529720274,-1.139334618024356,-1.139334618024356,-1.139334618024356,-1.1913527147917369,-1.1913527147917369,-1.1913527147917369
2018-11-11,-0.6014183203589953,-0.6014183203589953,-0.6014183203589953,-0.6398473935382429,-0.6398473935382429,-0.6398473935382429,-0.5337673730060084,-0.5337673730060084,-0.5337673730060084,-0.5732792956052623,-0.5732792956052623,-0.5732792956052623
2018-11-18,-0.5840867341475061,-0.5840867341475061,-0.5840867341475061,-0.4547439787316433,-0.4547439787316433,-0.4547439787316433,-0.4623218396103636,-0.4623218396103636,-0.4623218396103636,-0.47258401741835115,-0.47258401741835115,-0.47258401741835115
2018-11-25,0.9403804158803847,0.9403804158803847,0.9403804158803847,0.8930790335926095,0.8930790335926095,0.8930790335926095,0.7783193203591695,0.7783193203591695,0.7783193203591695,0.843270138915118,0.843270138915118,0.843270138915118
2018-12-02,-0.6176563059194787,-0.6176563059194787,-0.6176563059194787,-0.6304250068002816,-0.6304250068002816,-0.6304250068002816,-0.7767265873073445,-0.7767265873073445,-0.7767265873073445,-0.4281830313553362,-0.4281830313553362,-0.4281830313553362
2018-12-09,-0.3278554453817356,-0.3278554453817356,-0.3278554453817356,-0.3738057844843495,-0.3738057844843495,-0.3738057844843495,-0.41941363355869626,-0.41941363355869626,-0.41941363355869626,-0.4405842693335956,-0.4405842693335956,-0.4405842693335956
