Date,Xtrackers Low Beta High Yield BondEtf_Open_average,Xtrackers Low Beta High Yield BondEtf_Open_max,Xtrackers Low Beta High Yield BondEtf_Open_min,Xtrackers Low Beta High Yield BondEtf_High_average,Xtrackers Low Beta High Yield BondEtf_High_max,Xtrackers Low Beta High Yield BondEtf_High_min,Xtrackers Low Beta High Yield BondEtf_Low_average,Xtrackers Low Beta High Yield BondEtf_Low_max,Xtrackers Low Beta High Yield BondEtf_Low_min,Xtrackers Low Beta High Yield BondEtf_Close_average,Xtrackers Low Beta High Yield BondEtf_Close_max,Xtrackers Low Beta High Yield BondEtf_Close_min
2018-04-08,-0.8707018881278047,-0.8707018881278047,-0.8707018881278047,-0.8036375634160837,-0.8036375634160837,-0.8036375634160837,-1.0204811881632923,-1.0204811881632923,-1.0204811881632923,-1.0284188171536617,-1.0284188171536617,-1.0284188171536617
2018-04-15,-0.6066309885845426,-0.6066309885845426,-0.6066309885845426,-0.6168404025479411,-0.6168404025479411,-0.6168404025479411,-0.6855627425852224,-0.6855627425852224,-0.6855627425852224,-0.6927718708364592,-0.6927718708364592,-0.6927718708364592
2018-04-22,-1.2419405994016497,-1.2419405994016497,-1.2419405994016497,-1.2599519551984448,-1.2599519551984448,-1.2599519551984448,-1.127697775906377,-1.127697775906377,-1.127697775906377,-1.1399090412979385,-1.1399090412979385,-1.1399090412979385
2018-04-29,-2.025811769179121,-2.025811769179121,-2.025811769179121,-1.991036140648739,-1.991036140648739,-1.991036140648739,-1.9045200001199827,-1.9045200001199827,-1.9045200001199827,-1.8915355106198641,-1.8915355106198641,-1.8915355106198641
2018-05-06,-1.3166655048713247,-1.3166655048713247,-1.3166655048713247,-1.2106148637018805,-1.2106148637018805,-1.2106148637018805,-1.2684767119132103,-1.2684767119132103,-1.2684767119132103,-1.111738308519692,-1.111738308519692,-1.111738308519692
2018-05-13,-0.7491875468886857,-0.7491875468886857,-0.7491875468886857,-0.8031174844598531,-0.8031174844598531,-0.8031174844598531,-0.6742777664783253,-0.6742777664783253,-0.6742777664783253,-0.7207255953793675,-0.7207255953793675,-0.7207255953793675
2018-05-20,0.18988492421910688,0.18988492421910688,0.18988492421910688,0.16019769915203813,0.16019769915203813,0.16019769915203813,0.2669247312364829,0.2669247312364829,0.2669247312364829,0.24353674663257754,0.24353674663257754,0.24353674663257754
2018-05-27,0.46610112301093,0.46610112301093,0.46610112301093,0.44139535964191273,0.44139535964191273,0.44139535964191273,0.5707339707915813,0.5707339707915813,0.5707339707915813,0.5551754677444721,0.5551754677444721,0.5551754677444721
2018-06-03,0.6606752271351225,0.6606752271351225,0.6606752271351225,0.6443873727411554,0.6443873727411554,0.6443873727411554,0.7690951730074048,0.7690951730074048,0.7690951730074048,0.7622372565850694,0.7622372565850694,0.7622372565850694
2018-06-10,0.8109156259464446,0.8109156259464446,0.8109156259464446,0.8008387828918795,0.8008387828918795,0.8008387828918795,0.944591660089084,0.944591660089084,0.944591660089084,0.9475442942730119,0.9475442942730119,0.9475442942730119
