Date,MomentumShares International Quantitative Momentum_Open_average,MomentumShares International Quantitative Momentum_Open_max,MomentumShares International Quantitative Momentum_Open_min,MomentumShares International Quantitative Momentum_High_average,MomentumShares International Quantitative Momentum_High_max,MomentumShares International Quantitative Momentum_High_min,MomentumShares International Quantitative Momentum_Low_average,MomentumShares International Quantitative Momentum_Low_max,MomentumShares International Quantitative Momentum_Low_min,MomentumShares International Quantitative Momentum_Close_average,MomentumShares International Quantitative Momentum_Close_max,MomentumShares International Quantitative Momentum_Close_min
2018-04-08,-0.773502152486128,-0.773502152486128,-0.773502152486128,-0.6194449606020026,-0.6194449606020026,-0.6194449606020026,-0.5530399654818176,-0.5530399654818176,-0.5530399654818176,-0.7630023227381186,-0.7630023227381186,-0.7630023227381186
2018-04-15,-0.97633410367036,-0.97633410367036,-0.97633410367036,-1.0831751161828285,-1.0831751161828285,-1.0831751161828285,-0.7334698181230814,-0.7334698181230814,-0.7334698181230814,-0.920493078564073,-0.920493078564073,-0.920493078564073
2018-04-22,-1.4763547631903053,-1.4763547631903053,-1.4763547631903053,-1.6732246337966643,-1.6732246337966643,-1.6732246337966643,-1.5223864589272529,-1.5223864589272529,-1.5223864589272529,-1.6231311577739116,-1.6231311577739116,-1.6231311577739116
2018-04-29,-1.2841776900851425,-1.2841776900851425,-1.2841776900851425,-1.331965170466581,-1.331965170466581,-1.331965170466581,-1.1593902707386115,-1.1593902707386115,-1.1593902707386115,-1.301309832088411,-1.301309832088411,-1.301309832088411
2018-05-06,0.0,0.0,0.0,-0.1734840100502763,-0.1734840100502763,-0.1734840100502763,0.015969978262928553,0.015969978262928553,0.015969978262928553,-0.12427045834636709,-0.12427045834636709,-0.12427045834636709
2018-05-13,-0.18027978598565264,-0.18027978598565264,-0.18027978598565264,-0.2266496084538119,-0.2266496084538119,-0.2266496084538119,-0.007505842288134554,-0.007505842288134554,-0.007505842288134554,-0.150424242029334,-0.150424242029334,-0.150424242029334
2018-05-20,-0.13908914052613622,-0.13908914052613622,-0.13908914052613622,0.017090392735323236,0.017090392735323236,0.017090392735323236,0.05531985857225929,0.05531985857225929,0.05531985857225929,0.12026529238947586,0.12026529238947586,0.12026529238947586
2018-05-27,0.5982863969216101,0.5982863969216101,0.5982863969216101,0.5048217201340806,0.5048217201340806,0.5048217201340806,0.5852050943369158,0.5852050943369158,0.5852050943369158,0.5477770067879071,0.5477770067879071,0.5477770067879071
2018-06-03,0.6894244304295706,0.6894244304295706,0.6894244304295706,1.0437378925557836,1.0437378925557836,1.0437378925557836,0.97113993082745,0.97113993082745,0.97113993082745,0.987942859629301,0.987942859629301,0.987942859629301
2018-06-10,-1.4969049898582563,-1.4969049898582563,-1.4969049898582563,-1.5719258422423825,-1.5719258422423825,-1.5719258422423825,-1.321744439604664,-1.321744439604664,-1.321744439604664,-1.4157327830612405,-1.4157327830612405,-1.4157327830612405
2018-06-17,-2.289089576436373,-2.289089576436373,-2.289089576436373,-2.254281763739038,-2.254281763739038,-2.254281763739038,-2.4728578066812243,-2.4728578066812243,-2.4728578066812243,-2.4873768602502,-2.4873768602502,-2.4873768602502
2018-06-24,-2.4568093065033696,-2.4568093065033696,-2.4568093065033696,-2.3730094442301075,-2.3730094442301075,-2.3730094442301075,-2.3854057463838596,-2.3854057463838596,-2.3854057463838596,-2.2776805821434807,-2.2776805821434807,-2.2776805821434807
2018-07-01,-0.8567497524188982,-0.8567497524188982,-0.8567497524188982,-0.8982435180913664,-0.8982435180913664,-0.8982435180913664,-0.8029878901597574,-0.8029878901597574,-0.8029878901597574,-0.8142256647974381,-0.8142256647974381,-0.8142256647974381
