Date,Vanguard Total Corporate Bond SharesEtf_Open_average,Vanguard Total Corporate Bond SharesEtf_Open_max,Vanguard Total Corporate Bond SharesEtf_Open_min,Vanguard Total Corporate Bond SharesEtf_High_average,Vanguard Total Corporate Bond SharesEtf_High_max,Vanguard Total Corporate Bond SharesEtf_High_min,Vanguard Total Corporate Bond SharesEtf_Low_average,Vanguard Total Corporate Bond SharesEtf_Low_max,Vanguard Total Corporate Bond SharesEtf_Low_min,Vanguard Total Corporate Bond SharesEtf_Close_average,Vanguard Total Corporate Bond SharesEtf_Close_max,Vanguard Total Corporate Bond SharesEtf_Close_min
2018-04-08,-0.4534914492720632,-0.4534914492720632,-0.4534914492720632,-0.42265132335511607,-0.42265132335511607,-0.42265132335511607,-0.340441238400863,-0.340441238400863,-0.340441238400863,-0.46488502181823144,-0.46488502181823144,-0.46488502181823144
2018-04-15,-1.0113860255508886,-1.0113860255508886,-1.0113860255508886,-1.1353450080787302,-1.1353450080787302,-1.1353450080787302,-1.1278290666098003,-1.1278290666098003,-1.1278290666098003,-1.2369094748310605,-1.2369094748310605,-1.2369094748310605
2018-04-22,-1.5519141207454537,-1.5519141207454537,-1.5519141207454537,-1.6545454545454523,-1.6545454545454523,-1.6545454545454523,-1.6490307714263928,-1.6490307714263928,-1.6490307714263928,-1.7290977328757018,-1.7290977328757018,-1.7290977328757018
2018-04-29,-2.004822515124961,-2.004822515124961,-2.004822515124961,-1.964481457622119,-1.964481457622119,-1.964481457622119,-2.2627077132587967,-2.2627077132587967,-2.2627077132587967,-2.0950662406408154,-2.0950662406408154,-2.0950662406408154
2018-05-06,-1.3632884090843713,-1.3632884090843713,-1.3632884090843713,-1.3667331437284946,-1.3667331437284946,-1.3667331437284946,-1.4461193976353228,-1.4461193976353228,-1.4461193976353228,-1.28753162651728,-1.28753162651728,-1.28753162651728
2018-05-13,-2.114273245288827,-2.114273245288827,-2.114273245288827,-2.0111613773267965,-2.0111613773267965,-2.0111613773267965,-1.8667435297934734,-1.8667435297934734,-1.8667435297934734,-1.8657367317161921,-1.8657367317161921,-1.8657367317161921
2018-05-20,-0.6561328012099996,-0.6561328012099996,-0.6561328012099996,-0.684843004789448,-0.684843004789448,-0.684843004789448,-0.4728624217713068,-0.4728624217713068,-0.4728624217713068,-0.5698358353452435,-0.5698358353452435,-0.5698358353452435
2018-05-27,-0.863308574856452,-0.863308574856452,-0.863308574856452,-0.7846597154427962,-0.7846597154427962,-0.7846597154427962,-1.045766746663195,-1.045766746663195,-1.045766746663195,-0.824499926565591,-0.824499926565591,-0.824499926565591
2018-06-03,-1.2157393962263696,-1.2157393962263696,-1.2157393962263696,-1.1159172252905267,-1.1159172252905267,-1.1159172252905267,-1.0183193906796137,-1.0183193906796137,-1.0183193906796137,-1.0729234551015472,-1.0729234551015472,-1.0729234551015472
2018-06-10,-0.49234672858266243,-0.49234672858266243,-0.49234672858266243,-0.48216103035580465,-0.48216103035580465,-0.48216103035580465,-0.6088326703632511,-0.6088326703632511,-0.6088326703632511,-0.6802033913465774,-0.6802033913465774,-0.6802033913465774
2018-06-17,-1.4177664800612066,-1.4177664800612066,-1.4177664800612066,-1.2087632780875022,-1.2087632780875022,-1.2087632780875022,-1.2616329403499977,-1.2616329403499977,-1.2616329403499977,-1.2597131904800243,-1.2597131904800243,-1.2597131904800243
2018-06-24,-0.6285525327670085,-0.6285525327670085,-0.6285525327670085,-0.6168210267639753,-0.6168210267639753,-0.6168210267639753,-0.5784983338249925,-0.5784983338249925,-0.5784983338249925,-0.6320296584440107,-0.6320296584440107,-0.6320296584440107
2018-07-01,-0.12584604592787516,-0.12584604592787516,-0.12584604592787516,0.10266359362747265,0.10266359362747265,0.10266359362747265,-0.010515061838755627,-0.010515061838755627,-0.010515061838755627,0.30085801820016134,0.30085801820016134,0.30085801820016134
2018-07-08,1.1877347371903477,1.1877347371903477,1.1877347371903477,1.3587257279403921,1.3587257279403921,1.3587257279403921,1.4933931272871301,1.4933931272871301,1.4933931272871301,1.4105163814358197,1.4105163814358197,1.4105163814358197
2018-07-15,0.6228447899442405,0.6228447899442405,0.6228447899442405,0.5040581989752387,0.5040581989752387,0.5040581989752387,0.46858891775363465,0.46858891775363465,0.46858891775363465,0.381756323601737,0.381756323601737,0.381756323601737
2018-07-22,1.1049660405379549,1.1049660405379549,1.1049660405379549,1.0296861434960052,1.0296861434960052,1.0296861434960052,1.275862993425199,1.275862993425199,1.275862993425199,1.0612100508148874,1.0612100508148874,1.0612100508148874
2018-07-29,0.5978607117405097,0.5978607117405097,0.5978607117405097,0.5763590046089196,0.5763590046089196,0.5763590046089196,0.5163265888614653,0.5163265888614653,0.5163265888614653,0.6260762525402259,0.6260762525402259,0.6260762525402259
2018-08-05,1.0168663130511586,1.0168663130511586,1.0168663130511586,0.9109214951447412,0.9109214951447412,0.9109214951447412,0.5446193539117602,0.5446193539117602,0.5446193539117602,0.5127000205641947,0.5127000205641947,0.5127000205641947
2018-08-12,1.6077820796063444,1.6077820796063444,1.6077820796063444,1.7282752590790593,1.7282752590790593,1.7282752590790593,1.7067250126648281,1.7067250126648281,1.7067250126648281,1.74195408809776,1.74195408809776,1.74195408809776
2018-08-19,1.3166475963340416,1.3166475963340416,1.3166475963340416,1.4334863875754318,1.4334863875754318,1.4334863875754318,1.5348004378382254,1.5348004378382254,1.5348004378382254,1.575292178778531,1.575292178778531,1.575292178778531
2018-08-26,0.6521556594620599,0.6521556594620599,0.6521556594620599,1.1223013269779958,1.1223013269779958,1.1223013269779958,0.8734354881393852,0.8734354881393852,0.8734354881393852,0.7514050223504491,0.7514050223504491,0.7514050223504491
2018-09-02,-0.5720019476030523,-0.5720019476030523,-0.5720019476030523,-0.747412825202909,-0.747412825202909,-0.747412825202909,-0.9427693405924936,-0.9427693405924936,-0.9427693405924936,-0.8622018733942995,-0.8622018733942995,-0.8622018733942995
2018-09-09,-0.792543207697002,-0.792543207697002,-0.792543207697002,-0.7070849600527375,-0.7070849600527375,-0.7070849600527375,-0.5463050913349902,-0.5463050913349902,-0.5463050913349902,-0.45067061248288715,-0.45067061248288715,-0.45067061248288715
2018-09-16,-1.5310727910036337,-1.5310727910036337,-1.5310727910036337,-1.6002839549927297,-1.6002839549927297,-1.6002839549927297,-1.4207439069349463,-1.4207439069349463,-1.4207439069349463,-1.4740364388880285,-1.4740364388880285,-1.4740364388880285
2018-09-23,-0.6009603390344325,-0.6009603390344325,-0.6009603390344325,-0.7449015265891415,-0.7449015265891415,-0.7449015265891415,-0.8012828253263973,-0.8012828253263973,-0.8012828253263973,-0.9853414803089002,-0.9853414803089002,-0.9853414803089002
2018-09-30,-2.7255791576417754,-2.7255791576417754,-2.7255791576417754,-2.6503760793114317,-2.6503760793114317,-2.6503760793114317,-2.756068819792653,-2.756068819792653,-2.756068819792653,-2.6735786635442276,-2.6735786635442276,-2.6735786635442276
2018-10-07,-1.994334076446052,-1.994334076446052,-1.994334076446052,-1.7333359456469053,-1.7333359456469053,-1.7333359456469053,-1.684656134554801,-1.684656134554801,-1.684656134554801,-1.621488848783817,-1.621488848783817,-1.621488848783817
2018-10-14,-1.9242008762793334,-1.9242008762793334,-1.9242008762793334,-1.8907127118157556,-1.8907127118157556,-1.8907127118157556,-1.7613886200525717,-1.7613886200525717,-1.7613886200525717,-1.7925087551180645,-1.7925087551180645,-1.7925087551180645
2018-10-21,-1.1645395111348258,-1.1645395111348258,-1.1645395111348258,-1.2445177562302,-1.2445177562302,-1.2445177562302,-1.2833482027008585,-1.2833482027008585,-1.2833482027008585,-1.3463068073805409,-1.3463068073805409,-1.3463068073805409
2018-10-28,-1.928855790705778,-1.928855790705778,-1.928855790705778,-1.8235622825420437,-1.8235622825420437,-1.8235622825420437,-1.7966538111533408,-1.7966538111533408,-1.7966538111533408,-1.8659200193859322,-1.8659200193859322,-1.8659200193859322
2018-11-04,-1.3329488922675938,-1.3329488922675938,-1.3329488922675938,-1.3142569576997187,-1.3142569576997187,-1.3142569576997187,-1.3055741546192772,-1.3055741546192772,-1.3055741546192772,-1.2457854863207463,-1.2457854863207463,-1.2457854863207463
2018-11-11,-1.5056865467611502,-1.5056865467611502,-1.5056865467611502,-1.5047073518002976,-1.5047073518002976,-1.5047073518002976,-1.4830452662596245,-1.4830452662596245,-1.4830452662596245,-1.4017380713504157,-1.4017380713504157,-1.4017380713504157
2018-11-18,-1.038960701199344,-1.038960701199344,-1.038960701199344,-1.136161889770885,-1.136161889770885,-1.136161889770885,-1.0569210663596444,-1.0569210663596444,-1.0569210663596444,-1.1694673473030865,-1.1694673473030865,-1.1694673473030865
2018-11-25,-1.1372260271631112,-1.1372260271631112,-1.1372260271631112,-1.1729930380539586,-1.1729930380539586,-1.1729930380539586,-1.2302631726177724,-1.2302631726177724,-1.2302631726177724,-1.1828848460255081,-1.1828848460255081,-1.1828848460255081
2018-12-02,-0.7573577406217613,-0.7573577406217613,-0.7573577406217613,-0.8654065511266517,-0.8654065511266517,-0.8654065511266517,-0.8360204965276095,-0.8360204965276095,-0.8360204965276095,-0.8107682744592052,-0.8107682744592052,-0.8107682744592052
2018-12-09,-0.04815280520470223,-0.04815280520470223,-0.04815280520470223,0.03538589678315029,0.03538589678315029,0.03538589678315029,0.08826541355636155,0.08826541355636155,0.08826541355636155,0.0435582496395421,0.0435582496395421,0.0435582496395421
2018-12-16,0.6033869517201628,0.6033869517201628,0.6033869517201628,0.5066755314819098,0.5066755314819098,0.5066755314819098,0.16546617835330887,0.16546617835330887,0.16546617835330887,0.04351505690181231,0.04351505690181231,0.04351505690181231
2018-12-23,-0.4269104532395912,-0.4269104532395912,-0.4269104532395912,-0.08227341004661651,-0.08227341004661651,-0.08227341004661651,-0.13366605720575347,-0.13366605720575347,-0.13366605720575347,0.18854208449688004,0.18854208449688004,0.18854208449688004
2018-12-30,0.9790975304168241,0.9790975304168241,0.9790975304168241,0.9652494658449692,0.9652494658449692,0.9652494658449692,1.099696611286467,1.099696611286467,1.099696611286467,1.1261956238659272,1.1261956238659272,1.1261956238659272
