Date,PowerShares mntl Invest Grade Corp Bond Portfolio_etf_Open_average,PowerShares mntl Invest Grade Corp Bond Portfolio_etf_Open_max,PowerShares mntl Invest Grade Corp Bond Portfolio_etf_Open_min,PowerShares mntl Invest Grade Corp Bond Portfolio_etf_High_average,PowerShares mntl Invest Grade Corp Bond Portfolio_etf_High_max,PowerShares mntl Invest Grade Corp Bond Portfolio_etf_High_min,PowerShares mntl Invest Grade Corp Bond Portfolio_etf_Low_average,PowerShares mntl Invest Grade Corp Bond Portfolio_etf_Low_max,PowerShares mntl Invest Grade Corp Bond Portfolio_etf_Low_min,PowerShares mntl Invest Grade Corp Bond Portfolio_etf_Close_average,PowerShares mntl Invest Grade Corp Bond Portfolio_etf_Close_max,PowerShares mntl Invest Grade Corp Bond Portfolio_etf_Close_min
2018-04-08,-0.8559992194807113,-0.8559992194807113,-0.8559992194807113,-0.9256396509507299,-0.9256396509507299,-0.9256396509507299,-0.8085055606608417,-0.8085055606608417,-0.8085055606608417,-0.8153974727876457,-0.8153974727876457,-0.8153974727876457
2018-04-15,-1.0731851858251522,-1.0731851858251522,-1.0731851858251522,-1.4013437591713978,-1.4013437591713978,-1.4013437591713978,-1.2136621063961852,-1.2136621063961852,-1.2136621063961852,-1.487485658142463,-1.487485658142463,-1.487485658142463
2018-04-22,-1.5198399186257443,-1.5198399186257443,-1.5198399186257443,-1.721070977053781,-1.721070977053781,-1.721070977053781,-1.7331397332871348,-1.7331397332871348,-1.7331397332871348,-1.7479070106199468,-1.7479070106199468,-1.7479070106199468
2018-04-29,-1.7844336609307385,-1.7844336609307385,-1.7844336609307385,-1.4618369459645912,-1.4618369459645912,-1.4618369459645912,-1.6999444919410933,-1.6999444919410933,-1.6999444919410933,-1.8691326292406785,-1.8691326292406785,-1.8691326292406785
2018-05-06,-1.2568903539893959,-1.2568903539893959,-1.2568903539893959,-1.4705718553553224,-1.4705718553553224,-1.4705718553553224,-1.4936379208805532,-1.4936379208805532,-1.4936379208805532,-1.5701163147835702,-1.5701163147835702,-1.5701163147835702
2018-05-13,-1.5551516055082044,-1.5551516055082044,-1.5551516055082044,-1.6231043151942426,-1.6231043151942426,-1.6231043151942426,-1.5088101019794893,-1.5088101019794893,-1.5088101019794893,-1.4269684516019785,-1.4269684516019785,-1.4269684516019785
2018-05-20,-1.0432939285029579,-1.0432939285029579,-1.0432939285029579,-0.6130858782327864,-0.6130858782327864,-0.6130858782327864,-0.9155387595018396,-0.9155387595018396,-0.9155387595018396,-0.8777364278527251,-0.8777364278527251,-0.8777364278527251
2018-05-27,-0.9298135910605978,-0.9298135910605978,-0.9298135910605978,-0.5846038612874562,-0.5846038612874562,-0.5846038612874562,-0.782886793059187,-0.782886793059187,-0.782886793059187,-0.4358635581793362,-0.4358635581793362,-0.4358635581793362
2018-06-03,-0.5365931897024137,-0.5365931897024137,-0.5365931897024137,-0.476465157396543,-0.476465157396543,-0.476465157396543,-0.6631636354441157,-0.6631636354441157,-0.6631636354441157,-0.9112683141466981,-0.9112683141466981,-0.9112683141466981
2018-06-10,-0.4244443064290013,-0.4244443064290013,-0.4244443064290013,-0.6639781707186149,-0.6639781707186149,-0.6639781707186149,-0.6622760776639494,-0.6622760776639494,-0.6622760776639494,-0.4298821419991379,-0.4298821419991379,-0.4298821419991379
2018-06-17,-1.5798897967778103,-1.5798897967778103,-1.5798897967778103,-1.3048027047839736,-1.3048027047839736,-1.3048027047839736,-1.3467921507535023,-1.3467921507535023,-1.3467921507535023,-1.2223311431593065,-1.2223311431593065,-1.2223311431593065
2018-06-24,-0.23707823390807564,-0.23707823390807564,-0.23707823390807564,-0.3431151350089524,-0.3431151350089524,-0.3431151350089524,-0.24492041869250017,-0.24492041869250017,-0.24492041869250017,-0.32102297502919724,-0.32102297502919724,-0.32102297502919724
2018-07-01,-0.07127134051652438,-0.07127134051652438,-0.07127134051652438,0.09842722110540388,0.09842722110540388,0.09842722110540388,0.2426839618578515,0.2426839618578515,0.2426839618578515,0.396894670972063,0.396894670972063,0.396894670972063
2018-07-08,1.213605155645853,1.213605155645853,1.213605155645853,1.401388718616693,1.401388718616693,1.401388718616693,1.628075015534011,1.628075015534011,1.628075015534011,1.93112427298651,1.93112427298651,1.93112427298651
2018-07-15,1.7386485617095695,1.7386485617095695,1.7386485617095695,1.561649696575801,1.561649696575801,1.561649696575801,2.116036847575764,2.116036847575764,2.116036847575764,1.566727971180237,1.566727971180237,1.566727971180237
