Date,Teucrium Sugar_Open_average,Teucrium Sugar_Open_max,Teucrium Sugar_Open_min,Teucrium Sugar_High_average,Teucrium Sugar_High_max,Teucrium Sugar_High_min,Teucrium Sugar_Low_average,Teucrium Sugar_Low_max,Teucrium Sugar_Low_min,Teucrium Sugar_Close_average,Teucrium Sugar_Close_max,Teucrium Sugar_Close_min
2018-04-08,-1.5887694072189773,-1.5887694072189773,-1.5887694072189773,-1.7223199868423051,-1.7223199868423051,-1.7223199868423051,-1.7513069669317785,-1.7513069669317785,-1.7513069669317785,-1.8439398245787169,-1.8439398245787169,-1.8439398245787169
2018-04-15,-1.9072361476874438,-1.9072361476874438,-1.9072361476874438,-1.969100685360569,-1.969100685360569,-1.969100685360569,-2.1913577203281367,-2.1913577203281367,-2.1913577203281367,-2.1548362636339,-2.1548362636339,-2.1548362636339
2018-04-22,-1.8316119535065685,-1.8316119535065685,-1.8316119535065685,-1.7810238147584945,-1.7810238147584945,-1.7810238147584945,-1.694111992920595,-1.694111992920595,-1.694111992920595,-1.5972105562448558,-1.5972105562448558,-1.5972105562448558
2018-04-29,-1.6059945077948126,-1.6059945077948126,-1.6059945077948126,-1.6368579145675126,-1.6368579145675126,-1.6368579145675126,-1.5420802618351606,-1.5420802618351606,-1.5420802618351606,-1.5160767215135065,-1.5160767215135065,-1.5160767215135065
2018-05-06,-1.6751817919819978,-1.6751817919819978,-1.6751817919819978,-1.603782146134671,-1.603782146134671,-1.603782146134671,-1.4964312439067735,-1.4964312439067735,-1.4964312439067735,-1.4585373080689055,-1.4585373080689055,-1.4585373080689055
2018-05-13,-1.0117710115379923,-1.0117710115379923,-1.0117710115379923,-0.918747961521736,-0.918747961521736,-0.918747961521736,-0.9209786075477591,-0.9209786075477591,-0.9209786075477591,-0.8540983079482778,-0.8540983079482778,-0.8540983079482778
2018-05-20,-0.4256074373413092,-0.4256074373413092,-0.4256074373413092,-0.40199135946166176,-0.40199135946166176,-0.40199135946166176,-0.37117512804401087,-0.37117512804401087,-0.37117512804401087,-0.2746431630071653,-0.2746431630071653,-0.2746431630071653
2018-05-27,-0.44979752113797045,-0.44979752113797045,-0.44979752113797045,-0.4807567984077793,-0.4807567984077793,-0.4807567984077793,-0.7559371668552123,-0.7559371668552123,-0.7559371668552123,-0.8170599575538531,-0.8170599575538531,-0.8170599575538531
2018-06-03,-0.47220162570800484,-0.47220162570800484,-0.47220162570800484,-0.3152931497870817,-0.3152931497870817,-0.3152931497870817,-0.2779868613437742,-0.2779868613437742,-0.2779868613437742,-0.28842429689546306,-0.28842429689546306,-0.28842429689546306
2018-06-10,-0.8730510231873793,-0.8730510231873793,-0.8730510231873793,-0.8456100757418709,-0.8456100757418709,-0.8456100757418709,-0.65004978533354,-0.65004978533354,-0.65004978533354,-0.7303140294231321,-0.7303140294231321,-0.7303140294231321
