Date,PowerShares FTSE RAFI Emerging Markets_Open_average,PowerShares FTSE RAFI Emerging Markets_Open_max,PowerShares FTSE RAFI Emerging Markets_Open_min,PowerShares FTSE RAFI Emerging Markets_High_average,PowerShares FTSE RAFI Emerging Markets_High_max,PowerShares FTSE RAFI Emerging Markets_High_min,PowerShares FTSE RAFI Emerging Markets_Low_average,PowerShares FTSE RAFI Emerging Markets_Low_max,PowerShares FTSE RAFI Emerging Markets_Low_min,PowerShares FTSE RAFI Emerging Markets_Close_average,PowerShares FTSE RAFI Emerging Markets_Close_max,PowerShares FTSE RAFI Emerging Markets_Close_min
2018-04-08,-1.3207120100183227,-1.3207120100183227,-1.3207120100183227,-1.4246908644310012,-1.4246908644310012,-1.4246908644310012,-1.0765362274942158,-1.0765362274942158,-1.0765362274942158,-1.0985036940417787,-1.0985036940417787,-1.0985036940417787
2018-04-15,-1.2381621850454294,-1.2381621850454294,-1.2381621850454294,-1.268900290772079,-1.268900290772079,-1.268900290772079,-1.0368326853722458,-1.0368326853722458,-1.0368326853722458,-1.1651857541153705,-1.1651857541153705,-1.1651857541153705
2018-04-22,-0.8231645070774233,-0.8231645070774233,-0.8231645070774233,-0.9354796028480638,-0.9354796028480638,-0.9354796028480638,-0.9033223030312713,-0.9033223030312713,-0.9033223030312713,-1.0555011942551051,-1.0555011942551051,-1.0555011942551051
2018-04-29,-1.7586080749520536,-1.7586080749520536,-1.7586080749520536,-1.6168294697933585,-1.6168294697933585,-1.6168294697933585,-1.475531304102596,-1.475531304102596,-1.475531304102596,-1.5090253419305528,-1.5090253419305528,-1.5090253419305528
2018-05-06,-0.3757111200172842,-0.3757111200172842,-0.3757111200172842,-0.45034569390603857,-0.45034569390603857,-0.45034569390603857,-0.3015582389913237,-0.3015582389913237,-0.3015582389913237,-0.42652612031722564,-0.42652612031722564,-0.42652612031722564
2018-05-13,-1.3205774330855826,-1.3205774330855826,-1.3205774330855826,-1.2217386966726675,-1.2217386966726675,-1.2217386966726675,-1.2067896751814717,-1.2067896751814717,-1.2067896751814717,-1.1421634748655418,-1.1421634748655418,-1.1421634748655418
2018-05-20,-1.7937616578549584,-1.7937616578549584,-1.7937616578549584,-1.7336986043185736,-1.7336986043185736,-1.7336986043185736,-1.6066028447101812,-1.6066028447101812,-1.6066028447101812,-1.5426428469978468,-1.5426428469978468,-1.5426428469978468
2018-05-27,-1.3702572874751786,-1.3702572874751786,-1.3702572874751786,-1.351554934795001,-1.351554934795001,-1.351554934795001,-1.2321468489486802,-1.2321468489486802,-1.2321468489486802,-1.1880597675393503,-1.1880597675393503,-1.1880597675393503
2018-06-03,-1.6555362033742735,-1.6555362033742735,-1.6555362033742735,-1.7386133962172645,-1.7386133962172645,-1.7386133962172645,-1.7809383839644921,-1.7809383839644921,-1.7809383839644921,-1.7340569473216847,-1.7340569473216847,-1.7340569473216847
2018-06-10,-2.281079678540466,-2.281079678540466,-2.281079678540466,-2.2927765835059937,-2.2927765835059937,-2.2927765835059937,-2.4892343146653015,-2.4892343146653015,-2.4892343146653015,-2.2833277333553896,-2.2833277333553896,-2.2833277333553896
2018-06-17,-2.05571248211123,-2.05571248211123,-2.05571248211123,-2.083419766295848,-2.083419766295848,-2.083419766295848,-2.2183402384189566,-2.2183402384189566,-2.2183402384189566,-2.1517100778357565,-2.1517100778357565,-2.1517100778357565
2018-06-24,-1.8230187453301054,-1.8230187453301054,-1.8230187453301054,-1.8569943735976355,-1.8569943735976355,-1.8569943735976355,-1.8631872218372811,-1.8631872218372811,-1.8631872218372811,-1.873149289682854,-1.873149289682854,-1.873149289682854
2018-07-01,-0.9548735398032895,-0.9548735398032895,-0.9548735398032895,-0.9338902388706245,-0.9338902388706245,-0.9338902388706245,-0.9481004264587467,-0.9481004264587467,-0.9481004264587467,-0.8964101713717232,-0.8964101713717232,-0.8964101713717232
2018-07-08,-0.9634467410817463,-0.9634467410817463,-0.9634467410817463,-1.0255952217151039,-1.0255952217151039,-1.0255952217151039,-0.9589150707041275,-0.9589150707041275,-0.9589150707041275,-1.020090640978389,-1.020090640978389,-1.020090640978389
2018-07-15,-0.6051015001349461,-0.6051015001349461,-0.6051015001349461,-0.6347525338033438,-0.6347525338033438,-0.6347525338033438,-0.5392351638338567,-0.5392351638338567,-0.5392351638338567,-0.5896315898830313,-0.5896315898830313,-0.5896315898830313
2018-07-22,0.18283256670036854,0.18283256670036854,0.18283256670036854,0.20617006357158343,0.20617006357158343,0.20617006357158343,0.2252183762809957,0.2252183762809957,0.2252183762809957,0.22321437559854962,0.22321437559854962,0.22321437559854962
2018-07-29,0.0,0.0,0.0,-0.038545717491856514,-0.038545717491856514,-0.038545717491856514,0.04625369773397158,0.04625369773397158,0.04625369773397158,-0.04371417471300991,-0.04371417471300991,-0.04371417471300991
2018-08-05,-0.7759907480083602,-0.7759907480083602,-0.7759907480083602,-0.8094846392840378,-0.8094846392840378,-0.8094846392840378,-0.9483997004051514,-0.9483997004051514,-0.9483997004051514,-0.9565677786869269,-0.9565677786869269,-0.9565677786869269
2018-08-12,-0.8246322313258707,-0.8246322313258707,-0.8246322313258707,-0.8242021330346792,-0.8242021330346792,-0.8242021330346792,-0.7579148479342611,-0.7579148479342611,-0.7579148479342611,-0.7816222428186954,-0.7816222428186954,-0.7816222428186954
2018-08-19,0.11515614158162932,0.11515614158162932,0.11515614158162932,0.3939620468745282,0.3939620468745282,0.3939620468745282,0.26913904308361924,0.26913904308361924,0.26913904308361924,0.33741362435074457,0.33741362435074457,0.33741362435074457
2018-08-26,-0.31140737083742237,-0.31140737083742237,-0.31140737083742237,-0.0035669272560771453,-0.0035669272560771453,-0.0035669272560771453,-0.13288667275957605,-0.13288667275957605,-0.13288667275957605,0.031377510389752686,0.031377510389752686,0.031377510389752686
