Date,Guggenheim CurrencyShares Canadian DollarEtf_Open_average,Guggenheim CurrencyShares Canadian DollarEtf_Open_max,Guggenheim CurrencyShares Canadian DollarEtf_Open_min,Guggenheim CurrencyShares Canadian DollarEtf_High_average,Guggenheim CurrencyShares Canadian DollarEtf_High_max,Guggenheim CurrencyShares Canadian DollarEtf_High_min,Guggenheim CurrencyShares Canadian DollarEtf_Low_average,Guggenheim CurrencyShares Canadian DollarEtf_Low_max,Guggenheim CurrencyShares Canadian DollarEtf_Low_min,Guggenheim CurrencyShares Canadian DollarEtf_Close_average,Guggenheim CurrencyShares Canadian DollarEtf_Close_max,Guggenheim CurrencyShares Canadian DollarEtf_Close_min
2018-05-27,-1.0219919713934402,-1.0219919713934402,-1.0219919713934402,-1.0304662254575017,-1.0304662254575017,-1.0304662254575017,-1.0250876392462078,-1.0250876392462078,-1.0250876392462078,-1.0456168392041088,-1.0456168392041088,-1.0456168392041088
2018-06-03,-0.9990556802033702,-0.9990556802033702,-0.9990556802033702,-0.8878413497067394,-0.8878413497067394,-0.8878413497067394,-0.9779354720270883,-0.9779354720270883,-0.9779354720270883,-0.8419379859791944,-0.8419379859791944,-0.8419379859791944
2018-06-10,-1.6742688714743101,-1.6742688714743101,-1.6742688714743101,-1.8153553292894353,-1.8153553292894353,-1.8153553292894353,-1.89123855719862,-1.89123855719862,-1.89123855719862,-1.9562323218427824,-1.9562323218427824,-1.9562323218427824
2018-06-17,-2.3307629850869094,-2.3307629850869094,-2.3307629850869094,-2.246234112400171,-2.246234112400171,-2.246234112400171,-2.3377599620318295,-2.3377599620318295,-2.3377599620318295,-2.201324126814039,-2.201324126814039,-2.201324126814039
2018-06-24,-1.5112048728279874,-1.5112048728279874,-1.5112048728279874,-1.3809090046119277,-1.3809090046119277,-1.3809090046119277,-1.450095891295719,-1.450095891295719,-1.450095891295719,-1.3835782554206872,-1.3835782554206872,-1.3835782554206872
2018-07-01,-1.1104171408995973,-1.1104171408995973,-1.1104171408995973,-1.0723919395596098,-1.0723919395596098,-1.0723919395596098,-1.0341136474411106,-1.0341136474411106,-1.0341136474411106,-1.1217321218376115,-1.1217321218376115,-1.1217321218376115
2018-07-08,-1.3153071330081116,-1.3153071330081116,-1.3153071330081116,-1.3403301329707986,-1.3403301329707986,-1.3403301329707986,-1.2753681813806212,-1.2753681813806212,-1.2753681813806212,-1.265346053086295,-1.265346053086295,-1.265346053086295
2018-07-15,-0.9374510486001845,-0.9374510486001845,-0.9374510486001845,-1.0113131752495912,-1.0113131752495912,-1.0113131752495912,-0.9481245447953266,-0.9481245447953266,-0.9481245447953266,-0.982512850859413,-0.982512850859413,-0.982512850859413
2018-07-22,-0.5407408096272392,-0.5407408096272392,-0.5407408096272392,-0.606571413025493,-0.606571413025493,-0.606571413025493,-0.47301779629017177,-0.47301779629017177,-0.47301779629017177,-0.5673916924504232,-0.5673916924504232,-0.5673916924504232
2018-07-29,-0.16265615889561763,-0.16265615889561763,-0.16265615889561763,-0.1742658283126753,-0.1742658283126753,-0.1742658283126753,-0.08804525468935599,-0.08804525468935599,-0.08804525468935599,-0.17918408031705876,-0.17918408031705876,-0.17918408031705876
2018-08-05,-0.637706660117742,-0.637706660117742,-0.637706660117742,-0.7136978602658752,-0.7136978602658752,-0.7136978602658752,-0.8536111790965654,-0.8536111790965654,-0.8536111790965654,-0.9030231133751879,-0.9030231133751879,-0.9030231133751879
2018-08-12,-0.48080895283485164,-0.48080895283485164,-0.48080895283485164,-0.5352609861096209,-0.5352609861096209,-0.5352609861096209,-0.5300342348440387,-0.5300342348440387,-0.5300342348440387,-0.46267086935072355,-0.46267086935072355,-0.46267086935072355
2018-08-19,-0.29196325559827413,-0.29196325559827413,-0.29196325559827413,-0.23993133622198198,-0.23993133622198198,-0.23993133622198198,-0.2025899394345237,-0.2025899394345237,-0.2025899394345237,-0.20167245804433398,-0.20167245804433398,-0.20167245804433398
2018-08-26,-0.17881438081667175,-0.17881438081667175,-0.17881438081667175,-0.22230156274489768,-0.22230156274489768,-0.22230156274489768,-0.311309944991014,-0.311309944991014,-0.311309944991014,-0.262817904656971,-0.262817904656971,-0.262817904656971
