Date,iShares MSCI Brazil Small-CapEtf_Open_average,iShares MSCI Brazil Small-CapEtf_Open_max,iShares MSCI Brazil Small-CapEtf_Open_min,iShares MSCI Brazil Small-CapEtf_High_average,iShares MSCI Brazil Small-CapEtf_High_max,iShares MSCI Brazil Small-CapEtf_High_min,iShares MSCI Brazil Small-CapEtf_Low_average,iShares MSCI Brazil Small-CapEtf_Low_max,iShares MSCI Brazil Small-CapEtf_Low_min,iShares MSCI Brazil Small-CapEtf_Close_average,iShares MSCI Brazil Small-CapEtf_Close_max,iShares MSCI Brazil Small-CapEtf_Close_min
2018-05-27,-2.274068543382473,-2.274068543382473,-2.274068543382473,-2.216407311130765,-2.216407311130765,-2.216407311130765,-2.1706530311357,-2.1706530311357,-2.1706530311357,-2.178056490398024,-2.178056490398024,-2.178056490398024
2018-06-03,-2.342228860729888,-2.342228860729888,-2.342228860729888,-2.250377428630853,-2.250377428630853,-2.250377428630853,-2.4311457555485037,-2.4311457555485037,-2.4311457555485037,-2.2012003173574977,-2.2012003173574977,-2.2012003173574977
2018-06-10,-2.098857157205393,-2.098857157205393,-2.098857157205393,-2.1329893099525483,-2.1329893099525483,-2.1329893099525483,-2.0236478669159212,-2.0236478669159212,-2.0236478669159212,-2.0632691704075725,-2.0632691704075725,-2.0632691704075725
2018-06-17,-1.9390445616194674,-1.9390445616194674,-1.9390445616194674,-1.9896927339475012,-1.9896927339475012,-1.9896927339475012,-1.9038670797237607,-1.9038670797237607,-1.9038670797237607,-1.9918511629437552,-1.9918511629437552,-1.9918511629437552
2018-06-24,-1.8194435666673343,-1.8194435666673343,-1.8194435666673343,-1.782795688325598,-1.782795688325598,-1.782795688325598,-1.6915702820697784,-1.6915702820697784,-1.6915702820697784,-1.7714662370180843,-1.7714662370180843,-1.7714662370180843
2018-07-01,-1.6197720016274417,-1.6197720016274417,-1.6197720016274417,-1.4872853127387164,-1.4872853127387164,-1.4872853127387164,-1.512349029031142,-1.512349029031142,-1.512349029031142,-1.4389801511023501,-1.4389801511023501,-1.4389801511023501
2018-07-08,-1.2682129292274742,-1.2682129292274742,-1.2682129292274742,-1.1953916397417073,-1.1953916397417073,-1.1953916397417073,-1.177533731678905,-1.177533731678905,-1.177533731678905,-1.1636264236074214,-1.1636264236074214,-1.1636264236074214
2018-07-15,-0.6491602999363397,-0.6491602999363397,-0.6491602999363397,-0.6412814010667832,-0.6412814010667832,-0.6412814010667832,-0.5677232004614147,-0.5677232004614147,-0.5677232004614147,-0.637482198746315,-0.637482198746315,-0.637482198746315
2018-07-22,-0.44403030911361224,-0.44403030911361224,-0.44403030911361224,-0.5012441927832361,-0.5012441927832361,-0.5012441927832361,-0.42528802439620955,-0.42528802439620955,-0.42528802439620955,-0.5122894625615252,-0.5122894625615252,-0.5122894625615252
2018-07-29,-0.27171495649652333,-0.27171495649652333,-0.27171495649652333,-0.3142025403377215,-0.3142025403377215,-0.3142025403377215,-0.20802652520250361,-0.20802652520250361,-0.20802652520250361,-0.2672276395803645,-0.2672276395803645,-0.2672276395803645
