Date,iShares Interest Rate Hedged 10Y_etf_Open_average,iShares Interest Rate Hedged 10Y_etf_Open_max,iShares Interest Rate Hedged 10Y_etf_Open_min,iShares Interest Rate Hedged 10Y_etf_High_average,iShares Interest Rate Hedged 10Y_etf_High_max,iShares Interest Rate Hedged 10Y_etf_High_min,iShares Interest Rate Hedged 10Y_etf_Low_average,iShares Interest Rate Hedged 10Y_etf_Low_max,iShares Interest Rate Hedged 10Y_etf_Low_min,iShares Interest Rate Hedged 10Y_etf_Close_average,iShares Interest Rate Hedged 10Y_etf_Close_max,iShares Interest Rate Hedged 10Y_etf_Close_min
2018-04-08,-0.30056827551207443,-0.30056827551207443,-0.30056827551207443,-0.4385951751444248,-0.4385951751444248,-0.4385951751444248,-0.397060517791609,-0.397060517791609,-0.397060517791609,-0.41406551919620227,-0.41406551919620227,-0.41406551919620227
2018-04-15,-0.9475964496786136,-0.9475964496786136,-0.9475964496786136,-0.994069852152271,-0.994069852152271,-0.994069852152271,-0.8226931802151902,-0.8226931802151902,-0.8226931802151902,-0.9753445250893645,-0.9753445250893645,-0.9753445250893645
2018-04-22,-0.6830064963748196,-0.6830064963748196,-0.6830064963748196,-0.7347130987828421,-0.7347130987828421,-0.7347130987828421,-0.606358637513979,-0.606358637513979,-0.606358637513979,-0.6108831892216166,-0.6108831892216166,-0.6108831892216166
2018-04-29,-2.241179066896852,-2.241179066896852,-2.241179066896852,-2.1736135760949944,-2.1736135760949944,-2.1736135760949944,-2.082687575086459,-2.082687575086459,-2.082687575086459,-2.0365547002679096,-2.0365547002679096,-2.0365547002679096
2018-05-06,-0.6388539598143336,-0.6388539598143336,-0.6388539598143336,-0.7641211030434596,-0.7641211030434596,-0.7641211030434596,-0.5883951646759501,-0.5883951646759501,-0.5883951646759501,-0.6888979897200296,-0.6888979897200296,-0.6888979897200296
2018-05-13,-0.8987286132159775,-0.8987286132159775,-0.8987286132159775,-0.9735203068121242,-0.9735203068121242,-0.9735203068121242,-0.8694958751616328,-0.8694958751616328,-0.8694958751616328,-0.8275375361847743,-0.8275375361847743,-0.8275375361847743
2018-05-20,-1.1320674987212624,-1.1320674987212624,-1.1320674987212624,-1.1260212700683336,-1.1260212700683336,-1.1260212700683336,-1.259780265109635,-1.259780265109635,-1.259780265109635,-1.2181534755923589,-1.2181534755923589,-1.2181534755923589
2018-05-27,-1.6450396541980967,-1.6450396541980967,-1.6450396541980967,-1.732050807568879,-1.732050807568879,-1.732050807568879,-1.5946645029409936,-1.5946645029409936,-1.5946645029409936,-1.7782352016314216,-1.7782352016314216,-1.7782352016314216
2018-06-03,-1.5108742571873959,-1.5108742571873959,-1.5108742571873959,-1.4624322117446102,-1.4624322117446102,-1.4624322117446102,-1.5566142488818784,-1.5566142488818784,-1.5566142488818784,-1.366208967591711,-1.366208967591711,-1.366208967591711
2018-06-10,-0.8427258784375711,-0.8427258784375711,-0.8427258784375711,-0.9714838214445429,-0.9714838214445429,-0.9714838214445429,-0.9766967547479685,-0.9766967547479685,-0.9766967547479685,-1.1987452234229503,-1.1987452234229503,-1.1987452234229503
