Date,ProShares UltraShort Financials_etf_Open_average,ProShares UltraShort Financials_etf_Open_max,ProShares UltraShort Financials_etf_Open_min,ProShares UltraShort Financials_etf_High_average,ProShares UltraShort Financials_etf_High_max,ProShares UltraShort Financials_etf_High_min,ProShares UltraShort Financials_etf_Low_average,ProShares UltraShort Financials_etf_Low_max,ProShares UltraShort Financials_etf_Low_min,ProShares UltraShort Financials_etf_Close_average,ProShares UltraShort Financials_etf_Close_max,ProShares UltraShort Financials_etf_Close_min
2018-04-08,0.08031283924276494,0.08031283924276494,0.08031283924276494,0.4831126887377712,0.4831126887377712,0.4831126887377712,0.3754956508279871,0.3754956508279871,0.3754956508279871,0.7181412334957993,0.7181412334957993,0.7181412334957993
2018-04-15,0.23364765738781923,0.23364765738781923,0.23364765738781923,0.0025638149727854804,0.0025638149727854804,0.0025638149727854804,0.4201294197950174,0.4201294197950174,0.4201294197950174,0.29183378224249534,0.29183378224249534,0.29183378224249534
2018-04-22,0.2958667403807081,0.2958667403807081,0.2958667403807081,-0.16246412683693645,-0.16246412683693645,-0.16246412683693645,0.4862308474941705,0.4862308474941705,0.4862308474941705,0.05475570646619926,0.05475570646619926,0.05475570646619926
2018-04-29,1.3262262571910313,1.3262262571910313,1.3262262571910313,0.5749605963944362,0.5749605963944362,0.5749605963944362,0.477869271946239,0.477869271946239,0.477869271946239,0.22856796001694002,0.22856796001694002,0.22856796001694002
2018-05-06,-1.2759604564421525,-1.2759604564421525,-1.2759604564421525,-1.2263696262945099,-1.2263696262945099,-1.2263696262945099,-1.1154850698160323,-1.1154850698160323,-1.1154850698160323,-0.9293580556045697,-0.9293580556045697,-0.9293580556045697
2018-05-13,-0.673211812218807,-0.673211812218807,-0.673211812218807,-0.6987387120331314,-0.6987387120331314,-0.6987387120331314,-0.3242357135394649,-0.3242357135394649,-0.3242357135394649,-0.37472606910713996,-0.37472606910713996,-0.37472606910713996
2018-05-20,-0.5131110975418756,-0.5131110975418756,-0.5131110975418756,-0.6544798722410342,-0.6544798722410342,-0.6544798722410342,-0.3481794245001982,-0.3481794245001982,-0.3481794245001982,-0.37845081922399976,-0.37845081922399976,-0.37845081922399976
2018-05-27,-0.6749087985608445,-0.6749087985608445,-0.6749087985608445,-0.4528504955028482,-0.4528504955028482,-0.4528504955028482,-0.5238195149492606,-0.5238195149492606,-0.5238195149492606,-0.28281928032481685,-0.28281928032481685,-0.28281928032481685
2018-06-03,-1.238417966811619,-1.238417966811619,-1.238417966811619,-1.2106747544129692,-1.2106747544129692,-1.2106747544129692,-1.464648233162922,-1.464648233162922,-1.464648233162922,-1.4195756931155121,-1.4195756931155121,-1.4195756931155121
2018-06-10,-0.5036679655034519,-0.5036679655034519,-0.5036679655034519,-0.565463321813822,-0.565463321813822,-0.565463321813822,-0.6038616709122259,-0.6038616709122259,-0.6038616709122259,-0.7436599004585321,-0.7436599004585321,-0.7436599004585321
2018-06-17,-0.6938424172319717,-0.6938424172319717,-0.6938424172319717,-0.5985101517428615,-0.5985101517428615,-0.5985101517428615,-0.5704401056758127,-0.5704401056758127,-0.5704401056758127,-0.3533587283892387,-0.3533587283892387,-0.3533587283892387
2018-06-24,0.39280656569754685,0.39280656569754685,0.39280656569754685,0.38443381539345345,0.38443381539345345,0.38443381539345345,0.27263438372178034,0.27263438372178034,0.27263438372178034,0.7749929847576897,0.7749929847576897,0.7749929847576897
2018-07-01,1.0079698609598564,1.0079698609598564,1.0079698609598564,0.5581065218520934,0.5581065218520934,0.5581065218520934,0.7321251891693328,0.7321251891693328,0.7321251891693328,0.29762677365197837,0.29762677365197837,0.29762677365197837
2018-07-08,-0.3526735354303328,-0.3526735354303328,-0.3526735354303328,-0.13332325637051615,-0.13332325637051615,-0.13332325637051615,-0.05111884800202665,-0.05111884800202665,-0.05111884800202665,-0.25295461301309924,-0.25295461301309924,-0.25295461301309924
2018-07-15,-0.8977157887031748,-0.8977157887031748,-0.8977157887031748,-1.2201107932441055,-1.2201107932441055,-1.2201107932441055,-1.0871350899068821,-1.0871350899068821,-1.0871350899068821,-1.302484811860102,-1.302484811860102,-1.302484811860102
2018-07-22,-1.5212440286701656,-1.5212440286701656,-1.5212440286701656,-1.484379380838146,-1.484379380838146,-1.484379380838146,-1.9865526819765411,-1.9865526819765411,-1.9865526819765411,-1.757192299331245,-1.757192299331245,-1.757192299331245
2018-07-29,-1.4476010638132641,-1.4476010638132641,-1.4476010638132641,-1.6493057172873886,-1.6493057172873886,-1.6493057172873886,-1.768379137430178,-1.768379137430178,-1.768379137430178,-1.762309850721056,-1.762309850721056,-1.762309850721056
2018-08-05,-0.9428833788764485,-0.9428833788764485,-0.9428833788764485,-1.1767111943590933,-1.1767111943590933,-1.1767111943590933,-1.3104857629678033,-1.3104857629678033,-1.3104857629678033,-1.1391020733377062,-1.1391020733377062,-1.1391020733377062
2018-08-12,-1.4842059094014466,-1.4842059094014466,-1.4842059094014466,-1.5750656315143905,-1.5750656315143905,-1.5750656315143905,-1.7078295092935871,-1.7078295092935871,-1.7078295092935871,-1.572536072945593,-1.572536072945593,-1.572536072945593
2018-08-19,-1.5822373016675886,-1.5822373016675886,-1.5822373016675886,-1.5874259234621577,-1.5874259234621577,-1.5874259234621577,-1.5034299757090313,-1.5034299757090313,-1.5034299757090313,-1.427553733434603,-1.427553733434603,-1.427553733434603
2018-08-26,-1.4275674012742539,-1.4275674012742539,-1.4275674012742539,-1.449877785771639,-1.449877785771639,-1.449877785771639,-1.4015060724839812,-1.4015060724839812,-1.4015060724839812,-1.3723093515132112,-1.3723093515132112,-1.3723093515132112
