Date,ProShares UltraShort Nasdaq Biotechnology_Open_average,ProShares UltraShort Nasdaq Biotechnology_Open_max,ProShares UltraShort Nasdaq Biotechnology_Open_min,ProShares UltraShort Nasdaq Biotechnology_High_average,ProShares UltraShort Nasdaq Biotechnology_High_max,ProShares UltraShort Nasdaq Biotechnology_High_min,ProShares UltraShort Nasdaq Biotechnology_Low_average,ProShares UltraShort Nasdaq Biotechnology_Low_max,ProShares UltraShort Nasdaq Biotechnology_Low_min,ProShares UltraShort Nasdaq Biotechnology_Close_average,ProShares UltraShort Nasdaq Biotechnology_Close_max,ProShares UltraShort Nasdaq Biotechnology_Close_min
2018-04-08,0.5188944388868081,0.5188944388868081,0.5188944388868081,0.47474349980871006,0.47474349980871006,0.47474349980871006,0.8755012276359198,0.8755012276359198,0.8755012276359198,0.7146833022616363,0.7146833022616363,0.7146833022616363
2018-04-15,0.7284776361002744,0.7284776361002744,0.7284776361002744,0.603843495545292,0.603843495545292,0.603843495545292,1.0375069071561316,1.0375069071561316,1.0375069071561316,0.7178897042418835,0.7178897042418835,0.7178897042418835
2018-04-22,0.4523088381120716,0.4523088381120716,0.4523088381120716,0.6742731053093843,0.6742731053093843,0.6742731053093843,0.7401517144321592,0.7401517144321592,0.7401517144321592,0.9238930153724597,0.9238930153724597,0.9238930153724597
2018-04-29,1.3393707987081571,1.3393707987081571,1.3393707987081571,0.8784090690093469,0.8784090690093469,0.8784090690093469,1.5719949222690588,1.5719949222690588,1.5719949222690588,1.0173232657785536,1.0173232657785536,1.0173232657785536
2018-05-06,-0.0693826318252435,-0.0693826318252435,-0.0693826318252435,-0.4536930220889068,-0.4536930220889068,-0.4536930220889068,-0.31414788134991595,-0.31414788134991595,-0.31414788134991595,-0.37673997625038347,-0.37673997625038347,-0.37673997625038347
2018-05-13,-0.5493523599326048,-0.5493523599326048,-0.5493523599326048,-0.24147989450575008,-0.24147989450575008,-0.24147989450575008,-0.3637337434043034,-0.3637337434043034,-0.3637337434043034,-0.09320900953488649,-0.09320900953488649,-0.09320900953488649
2018-05-20,-0.3201572843700226,-0.3201572843700226,-0.3201572843700226,-0.6875494700907958,-0.6875494700907958,-0.6875494700907958,-0.1735339387552777,-0.1735339387552777,-0.1735339387552777,-0.4857273705953297,-0.4857273705953297,-0.4857273705953297
2018-05-27,-0.9568591793301984,-0.9568591793301984,-0.9568591793301984,-0.8253491718169856,-0.8253491718169856,-0.8253491718169856,-0.807783124268999,-0.807783124268999,-0.807783124268999,-0.9702500830024482,-0.9702500830024482,-0.9702500830024482
2018-06-03,-1.3083866464035458,-1.3083866464035458,-1.3083866464035458,-1.6049297094635706,-1.6049297094635706,-1.6049297094635706,-1.2680953492015936,-1.2680953492015936,-1.2680953492015936,-1.4229712384814925,-1.4229712384814925,-1.4229712384814925
2018-06-10,-1.3664376395082753,-1.3664376395082753,-1.3664376395082753,-1.4497639677761296,-1.4497639677761296,-1.4497639677761296,-1.426466613427331,-1.426466613427331,-1.426466613427331,-1.466067100148154,-1.466067100148154,-1.466067100148154
2018-06-17,-1.5217376089826127,-1.5217376089826127,-1.5217376089826127,-1.223999999184847,-1.223999999184847,-1.223999999184847,-1.5879057607252494,-1.5879057607252494,-1.5879057607252494,-1.2625193290583017,-1.2625193290583017,-1.2625193290583017
2018-06-24,-0.7313043137763513,-0.7313043137763513,-0.7313043137763513,-0.9448148774558927,-0.9448148774558927,-0.9448148774558927,-1.1445664125786403,-1.1445664125786403,-1.1445664125786403,-1.2866835510395822,-1.2866835510395822,-1.2866835510395822
2018-07-01,-2.3399497107768523,-2.3399497107768523,-2.3399497107768523,-2.2994646807682018,-2.2994646807682018,-2.2994646807682018,-2.237038458195793,-2.237038458195793,-2.237038458195793,-2.1941899062268004,-2.1941899062268004,-2.1941899062268004
2018-07-08,-1.951149397167127,-1.951149397167127,-1.951149397167127,-1.9216115681809334,-1.9216115681809334,-1.9216115681809334,-1.884284024015194,-1.884284024015194,-1.884284024015194,-1.8139107343866745,-1.8139107343866745,-1.8139107343866745
2018-07-15,-1.565798837157387,-1.565798837157387,-1.565798837157387,-1.6521779898828217,-1.6521779898828217,-1.6521779898828217,-1.6022753421427351,-1.6022753421427351,-1.6022753421427351,-1.571870053420603,-1.571870053420603,-1.571870053420603
2018-07-22,-0.9777879973937286,-0.9777879973937286,-0.9777879973937286,-0.8812924560455512,-0.8812924560455512,-0.8812924560455512,-0.9161882621176938,-0.9161882621176938,-0.9161882621176938,-0.805004266944969,-0.805004266944969,-0.805004266944969
2018-07-29,-1.1931222347669481,-1.1931222347669481,-1.1931222347669481,-1.1785891269288127,-1.1785891269288127,-1.1785891269288127,-1.215569436115518,-1.215569436115518,-1.215569436115518,-1.2021212342086214,-1.2021212342086214,-1.2021212342086214
2018-08-05,-0.9860852038533947,-0.9860852038533947,-0.9860852038533947,-1.0001837633536876,-1.0001837633536876,-1.0001837633536876,-0.9944813770500267,-0.9944813770500267,-0.9944813770500267,-0.9576464849120121,-0.9576464849120121,-0.9576464849120121
2018-08-12,-0.8158352402308948,-0.8158352402308948,-0.8158352402308948,-0.8281123761041471,-0.8281123761041471,-0.8281123761041471,-0.7652211574554542,-0.7652211574554542,-0.7652211574554542,-0.7589942589512423,-0.7589942589512423,-0.7589942589512423
2018-08-19,-1.004158226565295,-1.004158226565295,-1.004158226565295,-1.117448788560274,-1.117448788560274,-1.117448788560274,-1.2835379064930368,-1.2835379064930368,-1.2835379064930368,-1.3341884865638274,-1.3341884865638274,-1.3341884865638274
2018-08-26,-1.5976392491018059,-1.5976392491018059,-1.5976392491018059,-1.5710186917257307,-1.5710186917257307,-1.5710186917257307,-1.555046313156197,-1.555046313156197,-1.555046313156197,-1.582276365050386,-1.582276365050386,-1.582276365050386
2018-09-02,-0.642934394344956,-0.642934394344956,-0.642934394344956,-0.6733498824550256,-0.6733498824550256,-0.6733498824550256,-0.6713890960723566,-0.6713890960723566,-0.6713890960723566,-0.616165663668677,-0.616165663668677,-0.616165663668677
2018-09-09,-0.35186963966629614,-0.35186963966629614,-0.35186963966629614,-0.17771930245863257,-0.17771930245863257,-0.17771930245863257,-0.43566640080398206,-0.43566640080398206,-0.43566640080398206,-0.05747353185014877,-0.05747353185014877,-0.05747353185014877
