Date,PowerShares International Corporate BondEtf_Open_average,PowerShares International Corporate BondEtf_Open_max,PowerShares International Corporate BondEtf_Open_min,PowerShares International Corporate BondEtf_High_average,PowerShares International Corporate BondEtf_High_max,PowerShares International Corporate BondEtf_High_min,PowerShares International Corporate BondEtf_Low_average,PowerShares International Corporate BondEtf_Low_max,PowerShares International Corporate BondEtf_Low_min,PowerShares International Corporate BondEtf_Close_average,PowerShares International Corporate BondEtf_Close_max,PowerShares International Corporate BondEtf_Close_min
2018-05-27,-2.0234812146794035,-2.0234812146794035,-2.0234812146794035,-1.9083621284879733,-1.9083621284879733,-1.9083621284879733,-1.947100463414278,-1.947100463414278,-1.947100463414278,-2.0139522985290297,-2.0139522985290297,-2.0139522985290297
2018-06-03,-1.509998224558525,-1.509998224558525,-1.509998224558525,-1.5311319120284377,-1.5311319120284377,-1.5311319120284377,-1.5758559664822196,-1.5758559664822196,-1.5758559664822196,-1.3977049116885567,-1.3977049116885567,-1.3977049116885567
2018-06-10,-1.4376757829326157,-1.4376757829326157,-1.4376757829326157,-1.5265859831984945,-1.5265859831984945,-1.5265859831984945,-1.5316280591311504,-1.5316280591311504,-1.5316280591311504,-1.4285345111282877,-1.4285345111282877,-1.4285345111282877
2018-06-17,-1.2849209110346627,-1.2849209110346627,-1.2849209110346627,-1.4189536281850654,-1.4189536281850654,-1.4189536281850654,-1.322256886747384,-1.322256886747384,-1.322256886747384,-1.3703993197730502,-1.3703993197730502,-1.3703993197730502
2018-06-24,-1.4496288627319092,-1.4496288627319092,-1.4496288627319092,-1.5306070461328218,-1.5306070461328218,-1.5306070461328218,-1.4554927753176214,-1.4554927753176214,-1.4554927753176214,-1.4843084691759596,-1.4843084691759596,-1.4843084691759596
2018-07-01,-0.999888635224336,-0.999888635224336,-0.999888635224336,-0.9028367793034814,-0.9028367793034814,-0.9028367793034814,-0.9089532510162558,-0.9089532510162558,-0.9089532510162558,-1.0664844712222263,-1.0664844712222263,-1.0664844712222263
2018-07-08,-1.1436864412708216,-1.1436864412708216,-1.1436864412708216,-1.0450070217663145,-1.0450070217663145,-1.0450070217663145,-1.011586814790606,-1.011586814790606,-1.011586814790606,-0.9674668522817074,-0.9674668522817074,-0.9674668522817074
2018-07-15,-0.9414122490601482,-0.9414122490601482,-0.9414122490601482,-0.9320615573294746,-0.9320615573294746,-0.9320615573294746,-0.819589704795132,-0.819589704795132,-0.819589704795132,-0.930094634741344,-0.930094634741344,-0.930094634741344
2018-07-22,-0.8784103275038229,-0.8784103275038229,-0.8784103275038229,-0.9374445856755179,-0.9374445856755179,-0.9374445856755179,-0.9198868262862239,-0.9198868262862239,-0.9198868262862239,-0.9781472497749593,-0.9781472497749593,-0.9781472497749593
2018-07-29,-1.0250126261505144,-1.0250126261505144,-1.0250126261505144,-0.9849717413562751,-0.9849717413562751,-0.9849717413562751,-1.0414268976440948,-1.0414268976440948,-1.0414268976440948,-0.9676673722756768,-0.9676673722756768,-0.9676673722756768
2018-08-05,-1.247239810948858,-1.247239810948858,-1.247239810948858,-1.301304695499837,-1.301304695499837,-1.301304695499837,-1.2737763268792825,-1.2737763268792825,-1.2737763268792825,-1.3641892543065057,-1.3641892543065057,-1.3641892543065057
2018-08-12,-1.2772996115259705,-1.2772996115259705,-1.2772996115259705,-1.2163416253553136,-1.2163416253553136,-1.2163416253553136,-1.307207480997588,-1.307207480997588,-1.307207480997588,-1.1390215722744412,-1.1390215722744412,-1.1390215722744412
2018-08-19,-0.7968075512210359,-0.7968075512210359,-0.7968075512210359,-0.8060870792545286,-0.8060870792545286,-0.8060870792545286,-0.8975277338279789,-0.8975277338279789,-0.8975277338279789,-0.695283071718654,-0.695283071718654,-0.695283071718654
2018-08-26,-0.6568141884303095,-0.6568141884303095,-0.6568141884303095,-0.8484465002193082,-0.8484465002193082,-0.8484465002193082,-0.6404322099719889,-0.6404322099719889,-0.6404322099719889,-0.8984877076749528,-0.8984877076749528,-0.8984877076749528
2018-09-02,-1.1643071929433833,-1.1643071929433833,-1.1643071929433833,-1.193853680629431,-1.193853680629431,-1.193853680629431,-1.150229371342369,-1.150229371342369,-1.150229371342369,-1.3785655610203973,-1.3785655610203973,-1.3785655610203973
2018-09-09,-0.7735724275608045,-0.7735724275608045,-0.7735724275608045,-0.7502668564396898,-0.7502668564396898,-0.7502668564396898,-0.7241476756774705,-0.7241476756774705,-0.7241476756774705,-1.0749942566967974,-1.0749942566967974,-1.0749942566967974
2018-09-16,-0.9378649753565725,-0.9378649753565725,-0.9378649753565725,-0.1755024509721681,-0.1755024509721681,-0.1755024509721681,-0.5997366322406699,-0.5997366322406699,-0.5997366322406699,0.12350042621567782,0.12350042621567782,0.12350042621567782
2018-09-23,-1.078839058977685,-1.078839058977685,-1.078839058977685,-0.7196006069474522,-0.7196006069474522,-0.7196006069474522,-1.7053601499727202,-1.7053601499727202,-1.7053601499727202,-1.0451549351238731,-1.0451549351238731,-1.0451549351238731
2018-09-30,-1.5564020998511972,-1.5564020998511972,-1.5564020998511972,-1.9625230743902453,-1.9625230743902453,-1.9625230743902453,-1.6695630597505025,-1.6695630597505025,-1.6695630597505025,-1.8176793303759768,-1.8176793303759768,-1.8176793303759768
2018-10-07,-1.4752712689804477,-1.4752712689804477,-1.4752712689804477,-0.9667751045482194,-0.9667751045482194,-0.9667751045482194,-1.3264310374095971,-1.3264310374095971,-1.3264310374095971,-1.229581590712449,-1.229581590712449,-1.229581590712449
2018-10-14,-1.5497770957721435,-1.5497770957721435,-1.5497770957721435,-1.9060025540912096,-1.9060025540912096,-1.9060025540912096,-1.7824888747092948,-1.7824888747092948,-1.7824888747092948,-2.058955877962131,-2.058955877962131,-2.058955877962131
2018-10-21,-2.591088550141674,-2.591088550141674,-2.591088550141674,-2.418972627259057,-2.418972627259057,-2.418972627259057,-2.2107650420285228,-2.2107650420285228,-2.2107650420285228,-2.126659208694899,-2.126659208694899,-2.126659208694899
2018-10-28,-1.7667671536762477,-1.7667671536762477,-1.7667671536762477,-1.8548133689283803,-1.8548133689283803,-1.8548133689283803,-1.7328399327670392,-1.7328399327670392,-1.7328399327670392,-2.0002984358204317,-2.0002984358204317,-2.0002984358204317
2018-11-04,-1.4970364646737455,-1.4970364646737455,-1.4970364646737455,-1.7125406860449321,-1.7125406860449321,-1.7125406860449321,-1.704111773886159,-1.704111773886159,-1.704111773886159,-1.5700612734743982,-1.5700612734743982,-1.5700612734743982
2018-11-11,-1.985517129812322,-1.985517129812322,-1.985517129812322,-1.9891146792785332,-1.9891146792785332,-1.9891146792785332,-1.7959855738427861,-1.7959855738427861,-1.7959855738427861,-1.8100016222384157,-1.8100016222384157,-1.8100016222384157
2018-11-18,-2.3511714452771173,-2.3511714452771173,-2.3511714452771173,-2.1828429372451263,-2.1828429372451263,-2.1828429372451263,-2.016294339942451,-2.016294339942451,-2.016294339942451,-2.083711686261924,-2.083711686261924,-2.083711686261924
2018-11-25,-1.7873325132184907,-1.7873325132184907,-1.7873325132184907,-1.907246030677372,-1.907246030677372,-1.907246030677372,-2.060989893825185,-2.060989893825185,-2.060989893825185,-2.1650347219906734,-2.1650347219906734,-2.1650347219906734
2018-12-02,-1.6208892873104919,-1.6208892873104919,-1.6208892873104919,-1.629881651710719,-1.629881651710719,-1.629881651710719,-1.5841555461400942,-1.5841555461400942,-1.5841555461400942,-1.5231032149018862,-1.5231032149018862,-1.5231032149018862
2018-12-09,-1.852854660573497,-1.852854660573497,-1.852854660573497,-1.6872673894882155,-1.6872673894882155,-1.6872673894882155,-1.6766595421777912,-1.6766595421777912,-1.6766595421777912,-1.6874870929009127,-1.6874870929009127,-1.6874870929009127
2018-12-16,-1.5100879717726579,-1.5100879717726579,-1.5100879717726579,-1.173561924970009,-1.173561924970009,-1.173561924970009,-1.5812890440581284,-1.5812890440581284,-1.5812890440581284,-1.6191920107896194,-1.6191920107896194,-1.6191920107896194
2018-12-23,-1.1329388361379487,-1.1329388361379487,-1.1329388361379487,-1.2081498045124426,-1.2081498045124426,-1.2081498045124426,-0.8805633693432403,-0.8805633693432403,-0.8805633693432403,-0.914792177679653,-0.914792177679653,-0.914792177679653
2018-12-30,-1.132915336172653,-1.132915336172653,-1.132915336172653,-0.9656021258281537,-0.9656021258281537,-0.9656021258281537,-0.9137177032523955,-0.9137177032523955,-0.9137177032523955,-0.7041407605501544,-0.7041407605501544,-0.7041407605501544
2019-01-06,-0.365455329642262,-0.365455329642262,-0.365455329642262,-0.5641812744111248,-0.5641812744111248,-0.5641812744111248,-0.4210400296849323,-0.4210400296849323,-0.4210400296849323,-0.4506230842636581,-0.4506230842636581,-0.4506230842636581
2019-01-13,-0.08376639531004186,-0.08376639531004186,-0.08376639531004186,-0.3006406076986582,-0.3006406076986582,-0.3006406076986582,-0.23777294764201112,-0.23777294764201112,-0.23777294764201112,-0.2616706819237621,-0.2616706819237621,-0.2616706819237621
2019-01-20,0.46199126857851286,0.46199126857851286,0.46199126857851286,0.40772132609568346,0.40772132609568346,0.40772132609568346,0.633420122142365,0.633420122142365,0.633420122142365,0.6416387823472057,0.6416387823472057,0.6416387823472057
2019-01-27,1.554755447501307,1.554755447501307,1.554755447501307,1.4530812216919733,1.4530812216919733,1.4530812216919733,1.6324018689123485,1.6324018689123485,1.6324018689123485,1.4161833730044622,1.4161833730044622,1.4161833730044622
2019-02-03,0.8375452134742005,0.8375452134742005,0.8375452134742005,0.9383417606256281,0.9383417606256281,0.9383417606256281,1.220209374354015,1.220209374354015,1.220209374354015,1.0905154845512244,1.0905154845512244,1.0905154845512244
2019-02-10,0.4811818472569215,0.4811818472569215,0.4811818472569215,0.8001163682408047,0.8001163682408047,0.8001163682408047,0.7918208450047263,0.7918208450047263,0.7918208450047263,0.9522987974665936,0.9522987974665936,0.9522987974665936
2019-02-17,1.5569917472795032,1.5569917472795032,1.5569917472795032,1.542343010928961,1.542343010928961,1.542343010928961,1.6664902583039263,1.6664902583039263,1.6664902583039263,1.5289203423868347,1.5289203423868347,1.5289203423868347
2019-02-24,1.6320402657482609,1.6320402657482609,1.6320402657482609,1.628550990140478,1.628550990140478,1.628550990140478,1.784194646301347,1.784194646301347,1.784194646301347,1.6124534747868844,1.6124534747868844,1.6124534747868844
2019-03-03,1.6061532943660894,1.6061532943660894,1.6061532943660894,1.4097431815216455,1.4097431815216455,1.4097431815216455,1.4060369795695415,1.4060369795695415,1.4060369795695415,1.3096322142588597,1.3096322142588597,1.3096322142588597
2019-03-10,2.1222083515723162,2.1222083515723162,2.1222083515723162,2.0127893982677545,2.0127893982677545,2.0127893982677545,1.928515089992979,1.928515089992979,1.928515089992979,1.8945711862164962,1.8945711862164962,1.8945711862164962
2019-03-17,1.9771811422801306,1.9771811422801306,1.9771811422801306,1.9081429476415204,1.9081429476415204,1.9081429476415204,1.8087589422944044,1.8087589422944044,1.8087589422944044,1.6523369226595919,1.6523369226595919,1.6523369226595919
2019-03-24,1.4154259616510934,1.4154259616510934,1.4154259616510934,1.3402506228925675,1.3402506228925675,1.3402506228925675,1.3346099271560066,1.3346099271560066,1.3346099271560066,1.3815702702075796,1.3815702702075796,1.3815702702075796
2019-03-31,0.3670270812111851,0.3670270812111851,0.3670270812111851,1.0913746945144958,1.0913746945144958,1.0913746945144958,0.5608589264604538,0.5608589264604538,0.5608589264604538,0.8575308866481357,0.8575308866481357,0.8575308866481357
2019-04-07,1.0358721815623773,1.0358721815623773,1.0358721815623773,1.2165836622928492,1.2165836622928492,1.2165836622928492,1.1881886195233373,1.1881886195233373,1.1881886195233373,1.128838883971775,1.128838883971775,1.128838883971775
2019-04-14,0.7427128758931938,0.7427128758931938,0.7427128758931938,0.8514268371259088,0.8514268371259088,0.8514268371259088,0.9263942350420513,0.9263942350420513,0.9263942350420513,0.8797818431340448,0.8797818431340448,0.8797818431340448
2019-04-21,0.4787772183373222,0.4787772183373222,0.4787772183373222,0.5160893937451139,0.5160893937451139,0.5160893937451139,0.6498390325416321,0.6498390325416321,0.6498390325416321,0.6105590028821983,0.6105590028821983,0.6105590028821983
2019-04-28,0.9125004960353651,0.9125004960353651,0.9125004960353651,0.7163719120940848,0.7163719120940848,0.7163719120940848,0.9828349977864309,0.9828349977864309,0.9828349977864309,0.8941959600375359,0.8941959600375359,0.8941959600375359
2019-05-05,0.7238911393638746,0.7238911393638746,0.7238911393638746,0.7383906937132183,0.7383906937132183,0.7383906937132183,0.8030689945228857,0.8030689945228857,0.8030689945228857,0.5929091826802816,0.5929091826802816,0.5929091826802816
2019-05-12,0.08407089040530266,0.08407089040530266,0.08407089040530266,0.22849863419004823,0.22849863419004823,0.22849863419004823,0.16572942390631576,0.16572942390631576,0.16572942390631576,-0.01745467073654045,-0.01745467073654045,-0.01745467073654045
2019-05-19,-1.6904643960176762,-1.6904643960176762,-1.6904643960176762,-0.413987625080758,-0.413987625080758,-0.413987625080758,-1.5514440063214912,-1.5514440063214912,-1.5514440063214912,-0.3938541482333991,-0.3938541482333991,-0.3938541482333991
2019-05-26,-0.613972713004406,-0.613972713004406,-0.613972713004406,-0.6012337788796183,-0.6012337788796183,-0.6012337788796183,-0.4433971693851188,-0.4433971693851188,-0.4433971693851188,-0.5085664694065657,-0.5085664694065657,-0.5085664694065657
2019-06-02,1.0454229443384027,1.0454229443384027,1.0454229443384027,1.5668179409176572,1.5668179409176572,1.5668179409176572,1.4131783850200936,1.4131783850200936,1.4131783850200936,1.8243702412940705,1.8243702412940705,1.8243702412940705
2019-06-09,0.8468368312664734,0.8468368312664734,0.8468368312664734,0.8275760483127215,0.8275760483127215,0.8275760483127215,0.9434580993758355,0.9434580993758355,0.9434580993758355,0.7967715285670592,0.7967715285670592,0.7967715285670592
2019-06-16,1.777503340428846,1.777503340428846,1.777503340428846,2.2646898565330154,2.2646898565330154,2.2646898565330154,2.1350897289425688,2.1350897289425688,2.1350897289425688,2.628438335156543,2.628438335156543,2.628438335156543
2019-06-23,1.9017360952900886,1.9017360952900886,1.9017360952900886,1.9863416567751566,1.9863416567751566,1.9863416567751566,1.940672133375027,1.940672133375027,1.940672133375027,2.210136800162011,2.210136800162011,2.210136800162011
2019-06-30,1.3358378430148015,1.3358378430148015,1.3358378430148015,1.6357543830681647,1.6357543830681647,1.6357543830681647,1.5950896460543615,1.5950896460543615,1.5950896460543615,1.5677227851116868,1.5677227851116868,1.5677227851116868
2019-07-07,1.0604257796215164,1.0604257796215164,1.0604257796215164,1.3479609200267688,1.3479609200267688,1.3479609200267688,1.1860381297504308,1.1860381297504308,1.1860381297504308,1.4601146363745963,1.4601146363745963,1.4601146363745963
2019-07-14,0.04176519281174414,0.04176519281174414,0.04176519281174414,1.5204437317837625,1.5204437317837625,1.5204437317837625,0.21085303914885323,0.21085303914885323,0.21085303914885323,1.3368054252320805,1.3368054252320805,1.3368054252320805
2019-07-21,1.1939481749160281,1.1939481749160281,1.1939481749160281,1.1256127360990684,1.1256127360990684,1.1256127360990684,1.1906826270452477,1.1906826270452477,1.1906826270452477,1.1089410578030452,1.1089410578030452,1.1089410578030452
