Date,First Trust Japan AlphaDEX_Open_average,First Trust Japan AlphaDEX_Open_max,First Trust Japan AlphaDEX_Open_min,First Trust Japan AlphaDEX_High_average,First Trust Japan AlphaDEX_High_max,First Trust Japan AlphaDEX_High_min,First Trust Japan AlphaDEX_Low_average,First Trust Japan AlphaDEX_Low_max,First Trust Japan AlphaDEX_Low_min,First Trust Japan AlphaDEX_Close_average,First Trust Japan AlphaDEX_Close_max,First Trust Japan AlphaDEX_Close_min
2018-04-08,-0.5492634648867929,-0.5492634648867929,-0.5492634648867929,-0.6942390516919764,-0.6942390516919764,-0.6942390516919764,-0.40872657746767393,-0.40872657746767393,-0.40872657746767393,-0.5430746181293072,-0.5430746181293072,-0.5430746181293072
2018-04-15,0.04766115629258235,0.04766115629258235,0.04766115629258235,-0.0634380127926742,-0.0634380127926742,-0.0634380127926742,0.13580335208948827,0.13580335208948827,0.13580335208948827,-0.0722932235330756,-0.0722932235330756,-0.0722932235330756
2018-04-22,0.12803941864539986,0.12803941864539986,0.12803941864539986,-0.09245323747014937,-0.09245323747014937,-0.09245323747014937,0.30671020955776,0.30671020955776,0.30671020955776,0.05641985361128891,0.05641985361128891,0.05641985361128891
2018-04-29,-0.3504140719164164,-0.3504140719164164,-0.3504140719164164,0.08884357568630492,0.08884357568630492,0.08884357568630492,-0.019134297815279228,-0.019134297815279228,-0.019134297815279228,0.2877567844682762,0.2877567844682762,0.2877567844682762
2018-05-06,1.1812680747778932,1.1812680747778932,1.1812680747778932,0.8367812596730365,0.8367812596730365,0.8367812596730365,0.9923193623876427,0.9923193623876427,0.9923193623876427,0.6849145517488058,0.6849145517488058,0.6849145517488058
2018-05-13,1.6438778560949896,1.6438778560949896,1.6438778560949896,1.5972680618072934,1.5972680618072934,1.5972680618072934,1.5306947743283583,1.5306947743283583,1.5306947743283583,1.316569812319546,1.316569812319546,1.316569812319546
2018-05-20,0.3885504381318377,0.3885504381318377,0.3885504381318377,-0.039548321357358834,-0.039548321357358834,-0.039548321357358834,0.19384095717237282,0.19384095717237282,0.19384095717237282,0.0231373539402332,0.0231373539402332,0.0231373539402332
2018-05-27,-0.7040309871059185,-0.7040309871059185,-0.7040309871059185,-0.7001395454782202,-0.7001395454782202,-0.7001395454782202,-0.3493907571295128,-0.3493907571295128,-0.3493907571295128,-0.5058255269907691,-0.5058255269907691,-0.5058255269907691
2018-06-03,0.3304178996267533,0.3304178996267533,0.3304178996267533,0.2806264434804732,0.2806264434804732,0.2806264434804732,0.3930404418097061,0.3930404418097061,0.3930404418097061,0.46741980190411486,0.46741980190411486,0.46741980190411486
2018-06-10,-0.6499869156552551,-0.6499869156552551,-0.6499869156552551,-0.8717027632837538,-0.8717027632837538,-0.8717027632837538,-0.5086032017176554,-0.5086032017176554,-0.5086032017176554,-0.550233377525979,-0.550233377525979,-0.550233377525979
2018-06-17,-2.3114485274297043,-2.3114485274297043,-2.3114485274297043,-2.348664216233534,-2.348664216233534,-2.348664216233534,-2.24137818582788,-2.24137818582788,-2.24137818582788,-2.441636836207932,-2.441636836207932,-2.441636836207932
