Date,WisdomTree Emerging Markets Quality Dividend GrowtEtf_Open_average,WisdomTree Emerging Markets Quality Dividend GrowtEtf_Open_max,WisdomTree Emerging Markets Quality Dividend GrowtEtf_Open_min,WisdomTree Emerging Markets Quality Dividend GrowtEtf_High_average,WisdomTree Emerging Markets Quality Dividend GrowtEtf_High_max,WisdomTree Emerging Markets Quality Dividend GrowtEtf_High_min,WisdomTree Emerging Markets Quality Dividend GrowtEtf_Low_average,WisdomTree Emerging Markets Quality Dividend GrowtEtf_Low_max,WisdomTree Emerging Markets Quality Dividend GrowtEtf_Low_min,WisdomTree Emerging Markets Quality Dividend GrowtEtf_Close_average,WisdomTree Emerging Markets Quality Dividend GrowtEtf_Close_max,WisdomTree Emerging Markets Quality Dividend GrowtEtf_Close_min
2018-05-27,-1.0630156183102897,-1.0630156183102897,-1.0630156183102897,-1.09290008148866,-1.09290008148866,-1.09290008148866,-0.8554317406868795,-0.8554317406868795,-0.8554317406868795,-1.0426183160199602,-1.0426183160199602,-1.0426183160199602
2018-06-03,-1.278348484196217,-1.278348484196217,-1.278348484196217,-1.1437532146407383,-1.1437532146407383,-1.1437532146407383,-1.081237490408082,-1.081237490408082,-1.081237490408082,-1.0418287475585766,-1.0418287475585766,-1.0418287475585766
2018-06-10,-1.7587398589542722,-1.7587398589542722,-1.7587398589542722,-1.739446627731853,-1.739446627731853,-1.739446627731853,-1.621799299471801,-1.621799299471801,-1.621799299471801,-1.657444389909936,-1.657444389909936,-1.657444389909936
2018-06-17,-1.818118098037907,-1.818118098037907,-1.818118098037907,-1.877064155533673,-1.877064155533673,-1.877064155533673,-1.8235092224252605,-1.8235092224252605,-1.8235092224252605,-1.902417116400737,-1.902417116400737,-1.902417116400737
2018-06-24,-2.171171986950375,-2.171171986950375,-2.171171986950375,-2.0046204295624843,-2.0046204295624843,-2.0046204295624843,-2.1292169187809784,-2.1292169187809784,-2.1292169187809784,-2.020922388744146,-2.020922388744146,-2.020922388744146
2018-07-01,-1.5544326982239516,-1.5544326982239516,-1.5544326982239516,-1.554169757327906,-1.554169757327906,-1.554169757327906,-1.543636896217073,-1.543636896217073,-1.543636896217073,-1.5970938158944874,-1.5970938158944874,-1.5970938158944874
2018-07-08,-1.1248338264322084,-1.1248338264322084,-1.1248338264322084,-1.1654662424877875,-1.1654662424877875,-1.1654662424877875,-1.1082327985212517,-1.1082327985212517,-1.1082327985212517,-1.1725883121307032,-1.1725883121307032,-1.1725883121307032
2018-07-15,-1.3807244448498943,-1.3807244448498943,-1.3807244448498943,-1.2547594236657624,-1.2547594236657624,-1.2547594236657624,-1.3281861490160445,-1.3281861490160445,-1.3281861490160445,-1.2225138196719316,-1.2225138196719316,-1.2225138196719316
2018-07-22,-0.7211550562065245,-0.7211550562065245,-0.7211550562065245,-0.6794491482977745,-0.6794491482977745,-0.6794491482977745,-0.6732276000614698,-0.6732276000614698,-0.6732276000614698,-0.6926954193303084,-0.6926954193303084,-0.6926954193303084
2018-07-29,-1.0890279713560145,-1.0890279713560145,-1.0890279713560145,-1.1301416230801309,-1.1301416230801309,-1.1301416230801309,-1.0656642340720686,-1.0656642340720686,-1.0656642340720686,-1.090325169226386,-1.090325169226386,-1.090325169226386
2018-08-05,-1.5352612243611934,-1.5352612243611934,-1.5352612243611934,-1.6572267647995162,-1.6572267647995162,-1.6572267647995162,-1.7193996578417492,-1.7193996578417492,-1.7193996578417492,-1.6429121946143066,-1.6429121946143066,-1.6429121946143066
2018-08-12,-2.293851085310966,-2.293851085310966,-2.293851085310966,-2.10531923419819,-2.10531923419819,-2.10531923419819,-2.35225242013311,-2.35225242013311,-2.35225242013311,-2.1448294615936416,-2.1448294615936416,-2.1448294615936416
2018-08-19,-1.345111148467444,-1.345111148467444,-1.345111148467444,-1.2980895563674977,-1.2980895563674977,-1.2980895563674977,-1.3369798941407005,-1.3369798941407005,-1.3369798941407005,-1.2321574792934182,-1.2321574792934182,-1.2321574792934182
2018-08-26,-1.0460485459848046,-1.0460485459848046,-1.0460485459848046,-1.0814261959514315,-1.0814261959514315,-1.0814261959514315,-1.0335141075340113,-1.0335141075340113,-1.0335141075340113,-1.0124768742604964,-1.0124768742604964,-1.0124768742604964
2018-09-02,-1.7461250953143517,-1.7461250953143517,-1.7461250953143517,-1.923595319018554,-1.923595319018554,-1.923595319018554,-1.9288966807407186,-1.9288966807407186,-1.9288966807407186,-2.0878262483414445,-2.0878262483414445,-2.0878262483414445
2018-09-09,-1.5758725944512229,-1.5758725944512229,-1.5758725944512229,-1.6516887255826174,-1.6516887255826174,-1.6516887255826174,-1.6491167548649535,-1.6491167548649535,-1.6491167548649535,-1.6660766638095024,-1.6660766638095024,-1.6660766638095024
2018-09-16,-1.0605969787914062,-1.0605969787914062,-1.0605969787914062,-1.0837958834511277,-1.0837958834511277,-1.0837958834511277,-0.9969108028342996,-0.9969108028342996,-0.9969108028342996,-1.061586863616778,-1.061586863616778,-1.061586863616778
2018-09-23,-1.3557551984973517,-1.3557551984973517,-1.3557551984973517,-1.4831330083859369,-1.4831330083859369,-1.4831330083859369,-1.3982302738079866,-1.3982302738079866,-1.3982302738079866,-1.4188410501305742,-1.4188410501305742,-1.4188410501305742
