Date,ProShares VIX Mid Term FuturesEtf_Open_average,ProShares VIX Mid Term FuturesEtf_Open_max,ProShares VIX Mid Term FuturesEtf_Open_min,ProShares VIX Mid Term FuturesEtf_High_average,ProShares VIX Mid Term FuturesEtf_High_max,ProShares VIX Mid Term FuturesEtf_High_min,ProShares VIX Mid Term FuturesEtf_Low_average,ProShares VIX Mid Term FuturesEtf_Low_max,ProShares VIX Mid Term FuturesEtf_Low_min,ProShares VIX Mid Term FuturesEtf_Close_average,ProShares VIX Mid Term FuturesEtf_Close_max,ProShares VIX Mid Term FuturesEtf_Close_min
2018-05-27,-0.7832873510853408,-0.7832873510853408,-0.7832873510853408,-0.8232390145906499,-0.8232390145906499,-0.8232390145906499,-0.74157663274803,-0.74157663274803,-0.74157663274803,-0.7974867996883844,-0.7974867996883844,-0.7974867996883844
2018-06-03,-1.3539990481891129,-1.3539990481891129,-1.3539990481891129,-1.3255244804021722,-1.3255244804021722,-1.3255244804021722,-1.4291501047766721,-1.4291501047766721,-1.4291501047766721,-1.4215053241235074,-1.4215053241235074,-1.4215053241235074
2018-06-10,-1.4718355845952196,-1.4718355845952196,-1.4718355845952196,-1.4536573614787245,-1.4536573614787245,-1.4536573614787245,-1.505462340887565,-1.505462340887565,-1.505462340887565,-1.4697390254182143,-1.4697390254182143,-1.4697390254182143
2018-06-17,-1.4512193481747695,-1.4512193481747695,-1.4512193481747695,-1.3499361667487735,-1.3499361667487735,-1.3499361667487735,-1.4163146862098503,-1.4163146862098503,-1.4163146862098503,-1.318552047859865,-1.318552047859865,-1.318552047859865
2018-06-24,-0.7737522318376714,-0.7737522318376714,-0.7737522318376714,-0.6679071850704908,-0.6679071850704908,-0.6679071850704908,-0.7711621767298997,-0.7711621767298997,-0.7711621767298997,-0.5771929529694523,-0.5771929529694523,-0.5771929529694523
2018-07-01,-0.6213123690848842,-0.6213123690848842,-0.6213123690848842,-0.6787412643000506,-0.6787412643000506,-0.6787412643000506,-0.8019149243822564,-0.8019149243822564,-0.8019149243822564,-0.849858616748721,-0.849858616748721,-0.849858616748721
2018-07-08,-1.3838016663083594,-1.3838016663083594,-1.3838016663083594,-1.2980694516476765,-1.2980694516476765,-1.2980694516476765,-1.3895788379090819,-1.3895788379090819,-1.3895788379090819,-1.3832088455273583,-1.3832088455273583,-1.3832088455273583
2018-07-15,-1.149667006784596,-1.149667006784596,-1.149667006784596,-1.0570008435173532,-1.0570008435173532,-1.0570008435173532,-1.0702898703692745,-1.0702898703692745,-1.0702898703692745,-1.0579363826280226,-1.0579363826280226,-1.0579363826280226
2018-07-22,-1.119854677688703,-1.119854677688703,-1.119854677688703,-0.903103985474937,-0.903103985474937,-0.903103985474937,-1.0620198805532128,-1.0620198805532128,-1.0620198805532128,-0.9333540789814608,-0.9333540789814608,-0.9333540789814608
2018-07-29,-1.0145571849750494,-1.0145571849750494,-1.0145571849750494,-1.0310031901022059,-1.0310031901022059,-1.0310031901022059,-1.0320414645737344,-1.0320414645737344,-1.0320414645737344,-0.9608705476166136,-0.9608705476166136,-0.9608705476166136
2018-08-05,-0.9896204129507987,-0.9896204129507987,-0.9896204129507987,-1.0025954444550804,-1.0025954444550804,-1.0025954444550804,-1.0293129652155326,-1.0293129652155326,-1.0293129652155326,-1.013432263012045,-1.013432263012045,-1.013432263012045
2018-08-12,-0.8674246247502744,-0.8674246247502744,-0.8674246247502744,-0.8887737893876341,-0.8887737893876341,-0.8887737893876341,-1.0281425361145673,-1.0281425361145673,-1.0281425361145673,-0.9901664115133703,-0.9901664115133703,-0.9901664115133703
2018-08-19,-1.1171491234770674,-1.1171491234770674,-1.1171491234770674,-1.1486426742196207,-1.1486426742196207,-1.1486426742196207,-1.0718614288725516,-1.0718614288725516,-1.0718614288725516,-1.09445792739123,-1.09445792739123,-1.09445792739123
2018-08-26,-0.6625035310769133,-0.6625035310769133,-0.6625035310769133,-0.6650791479748398,-0.6650791479748398,-0.6650791479748398,-0.7269374733247868,-0.7269374733247868,-0.7269374733247868,-0.7676705484849266,-0.7676705484849266,-0.7676705484849266
2018-09-02,-0.15439375533467192,-0.15439375533467192,-0.15439375533467192,-0.21447613861079798,-0.21447613861079798,-0.21447613861079798,-0.2046418890789044,-0.2046418890789044,-0.2046418890789044,-0.12304151446151206,-0.12304151446151206,-0.12304151446151206
2018-09-09,-1.4191588205647754,-1.4191588205647754,-1.4191588205647754,-1.523133714609828,-1.523133714609828,-1.523133714609828,-1.467272386582876,-1.467272386582876,-1.467272386582876,-1.5402233344807592,-1.5402233344807592,-1.5402233344807592
2018-09-16,-1.528229979054428,-1.528229979054428,-1.528229979054428,-1.566013358855376,-1.566013358855376,-1.566013358855376,-1.5400699867808378,-1.5400699867808378,-1.5400699867808378,-1.4395565898157185,-1.4395565898157185,-1.4395565898157185
2018-09-23,-1.2570901736574114,-1.2570901736574114,-1.2570901736574114,-1.3457315109541572,-1.3457315109541572,-1.3457315109541572,-1.2298234303427313,-1.2298234303427313,-1.2298234303427313,-1.278880564446692,-1.278880564446692,-1.278880564446692
2018-09-30,-0.9631213367015958,-0.9631213367015958,-0.9631213367015958,-0.08994052070523531,-0.08994052070523531,-0.08994052070523531,-0.9951949330298366,-0.9951949330298366,-0.9951949330298366,-0.44037726869924204,-0.44037726869924204,-0.44037726869924204
