Date,iShares MSCI TurkeyEtf_Open_average,iShares MSCI TurkeyEtf_Open_max,iShares MSCI TurkeyEtf_Open_min,iShares MSCI TurkeyEtf_High_average,iShares MSCI TurkeyEtf_High_max,iShares MSCI TurkeyEtf_High_min,iShares MSCI TurkeyEtf_Low_average,iShares MSCI TurkeyEtf_Low_max,iShares MSCI TurkeyEtf_Low_min,iShares MSCI TurkeyEtf_Close_average,iShares MSCI TurkeyEtf_Close_max,iShares MSCI TurkeyEtf_Close_min
2018-05-27,-1.852641383182342,-1.852641383182342,-1.852641383182342,-1.8129453079103697,-1.8129453079103697,-1.8129453079103697,-1.856515214764549,-1.856515214764549,-1.856515214764549,-1.8775245073368976,-1.8775245073368976,-1.8775245073368976
2018-06-03,-1.604984638831353,-1.604984638831353,-1.604984638831353,-1.619582338367363,-1.619582338367363,-1.619582338367363,-1.5976270823844507,-1.5976270823844507,-1.5976270823844507,-1.567224172209173,-1.567224172209173,-1.567224172209173
2018-06-10,-1.8516841943951947,-1.8516841943951947,-1.8516841943951947,-1.8418410973860975,-1.8418410973860975,-1.8418410973860975,-1.8419692242029482,-1.8419692242029482,-1.8419692242029482,-1.8257346922375974,-1.8257346922375974,-1.8257346922375974
2018-06-17,-1.6211702204503697,-1.6211702204503697,-1.6211702204503697,-1.6026053138772491,-1.6026053138772491,-1.6026053138772491,-1.6041317808066429,-1.6041317808066429,-1.6041317808066429,-1.5845814587887468,-1.5845814587887468,-1.5845814587887468
2018-06-24,-1.2871885728427028,-1.2871885728427028,-1.2871885728427028,-1.309001958060455,-1.309001958060455,-1.309001958060455,-1.3196691779389154,-1.3196691779389154,-1.3196691779389154,-1.3226305938919463,-1.3226305938919463,-1.3226305938919463
2018-07-01,-1.0868851837126965,-1.0868851837126965,-1.0868851837126965,-1.0646572547799746,-1.0646572547799746,-1.0646572547799746,-1.06563513695787,-1.06563513695787,-1.06563513695787,-1.0568146836533157,-1.0568146836533157,-1.0568146836533157
2018-07-08,-1.6878237567292755,-1.6878237567292755,-1.6878237567292755,-1.660602740869394,-1.660602740869394,-1.660602740869394,-1.6644683537621714,-1.6644683537621714,-1.6644683537621714,-1.672549972149149,-1.672549972149149,-1.672549972149149
2018-07-15,-1.2902867255874648,-1.2902867255874648,-1.2902867255874648,-1.3106187957432074,-1.3106187957432074,-1.3106187957432074,-1.2735782552920027,-1.2735782552920027,-1.2735782552920027,-1.309828678396249,-1.309828678396249,-1.309828678396249
2018-07-22,-1.2300427005294454,-1.2300427005294454,-1.2300427005294454,-1.212286936325527,-1.212286936325527,-1.212286936325527,-1.2064053907194447,-1.2064053907194447,-1.2064053907194447,-1.2067281253881808,-1.2067281253881808,-1.2067281253881808
2018-07-29,-1.2538934964759343,-1.2538934964759343,-1.2538934964759343,-1.2954528869522601,-1.2954528869522601,-1.2954528869522601,-1.297178641384545,-1.297178641384545,-1.297178641384545,-1.2867987671734307,-1.2867987671734307,-1.2867987671734307
