Date,First Trust United Kingdom AlphaDEXEtf_Open_average,First Trust United Kingdom AlphaDEXEtf_Open_max,First Trust United Kingdom AlphaDEXEtf_Open_min,First Trust United Kingdom AlphaDEXEtf_High_average,First Trust United Kingdom AlphaDEXEtf_High_max,First Trust United Kingdom AlphaDEXEtf_High_min,First Trust United Kingdom AlphaDEXEtf_Low_average,First Trust United Kingdom AlphaDEXEtf_Low_max,First Trust United Kingdom AlphaDEXEtf_Low_min,First Trust United Kingdom AlphaDEXEtf_Close_average,First Trust United Kingdom AlphaDEXEtf_Close_max,First Trust United Kingdom AlphaDEXEtf_Close_min
2018-05-27,1.1572022745937582,1.1572022745937582,1.1572022745937582,1.1049564673245489,1.1049564673245489,1.1049564673245489,1.140867416132703,1.140867416132703,1.140867416132703,1.1016249714078863,1.1016249714078863,1.1016249714078863
2018-06-03,1.5615491617186628,1.5615491617186628,1.5615491617186628,1.5743225254130357,1.5743225254130357,1.5743225254130357,1.5499734593575805,1.5499734593575805,1.5499734593575805,1.5796688515736674,1.5796688515736674,1.5796688515736674
2018-06-10,1.1812789520833291,1.1812789520833291,1.1812789520833291,1.1248214267868673,1.1248214267868673,1.1248214267868673,1.117213487748399,1.117213487748399,1.117213487748399,1.088402874955856,1.088402874955856,1.088402874955856
2018-06-17,0.1784717918389585,0.1784717918389585,0.1784717918389585,0.14341367408229796,0.14341367408229796,0.14341367408229796,0.06003589039431657,0.06003589039431657,0.06003589039431657,0.10627262906101533,0.10627262906101533,0.10627262906101533
2018-06-24,-0.8172752289631898,-0.8172752289631898,-0.8172752289631898,-0.7348817605150123,-0.7348817605150123,-0.7348817605150123,-0.7697281118741292,-0.7697281118741292,-0.7697281118741292,-0.6779844994790949,-0.6779844994790949,-0.6779844994790949
2018-07-01,-0.9894501106890767,-0.9894501106890767,-0.9894501106890767,-1.0572139025546037,-1.0572139025546037,-1.0572139025546037,-1.038127285817841,-1.038127285817841,-1.038127285817841,-1.01246528297706,-1.01246528297706,-1.01246528297706
2018-07-08,-0.8593980073623814,-0.8593980073623814,-0.8593980073623814,-0.8780959156720958,-0.8780959156720958,-0.8780959156720958,-0.818404110387791,-0.818404110387791,-0.818404110387791,-0.8204550149336954,-0.8204550149336954,-0.8204550149336954
2018-07-15,-1.4645274775366657,-1.4645274775366657,-1.4645274775366657,-1.3431351004769159,-1.3431351004769159,-1.3431351004769159,-1.4254928402880709,-1.4254928402880709,-1.4254928402880709,-1.349780831019959,-1.349780831019959,-1.349780831019959
2018-07-22,-1.1427120120122862,-1.1427120120122862,-1.1427120120122862,-1.1964037060175663,-1.1964037060175663,-1.1964037060175663,-1.1118026312808593,-1.1118026312808593,-1.1118026312808593,-1.1433665662756913,-1.1433665662756913,-1.1433665662756913
2018-07-29,-1.6246042989824994,-1.6246042989824994,-1.6246042989824994,-1.6170636835658028,-1.6170636835658028,-1.6170636835658028,-1.6749181081941735,-1.6749181081941735,-1.6749181081941735,-1.6195701150149144,-1.6195701150149144,-1.6195701150149144
