Date,SPDR S&P ChinaEtf_Open_average,SPDR S&P ChinaEtf_Open_max,SPDR S&P ChinaEtf_Open_min,SPDR S&P ChinaEtf_High_average,SPDR S&P ChinaEtf_High_max,SPDR S&P ChinaEtf_High_min,SPDR S&P ChinaEtf_Low_average,SPDR S&P ChinaEtf_Low_max,SPDR S&P ChinaEtf_Low_min,SPDR S&P ChinaEtf_Close_average,SPDR S&P ChinaEtf_Close_max,SPDR S&P ChinaEtf_Close_min
2018-05-27,-0.11340345715874381,-0.11340345715874381,-0.11340345715874381,0.042545533397187286,0.042545533397187286,0.042545533397187286,0.08502142407139836,0.08502142407139836,0.08502142407139836,0.18297148785157327,0.18297148785157327,0.18297148785157327
2018-06-03,0.5321882621466545,0.5321882621466545,0.5321882621466545,0.5700125159067253,0.5700125159067253,0.5700125159067253,0.6780661092575255,0.6780661092575255,0.6780661092575255,0.6812170185347195,0.6812170185347195,0.6812170185347195
2018-06-10,0.2152998327074792,0.2152998327074792,0.2152998327074792,0.20941592389473207,0.20941592389473207,0.20941592389473207,0.3632341689753446,0.3632341689753446,0.3632341689753446,0.41281436652524733,0.41281436652524733,0.41281436652524733
2018-06-17,-0.6091075667180829,-0.6091075667180829,-0.6091075667180829,-0.9139535850000433,-0.9139535850000433,-0.9139535850000433,-0.5225255486546985,-0.5225255486546985,-0.5225255486546985,-0.8217618976289789,-0.8217618976289789,-0.8217618976289789
2018-06-24,-2.098270520453851,-2.098270520453851,-2.098270520453851,-2.1341016118411287,-2.1341016118411287,-2.1341016118411287,-1.7988671977186943,-1.7988671977186943,-1.7988671977186943,-1.9276862491935176,-1.9276862491935176,-1.9276862491935176
2018-07-01,-2.3019423063520357,-2.3019423063520357,-2.3019423063520357,-2.1441552669300292,-2.1441552669300292,-2.1441552669300292,-2.125752090550352,-2.125752090550352,-2.125752090550352,-1.9069832916444374,-1.9069832916444374,-1.9069832916444374
2018-07-08,-1.5085374577360355,-1.5085374577360355,-1.5085374577360355,-1.6928813945044756,-1.6928813945044756,-1.6928813945044756,-1.430992135474953,-1.430992135474953,-1.430992135474953,-1.5038404530596607,-1.5038404530596607,-1.5038404530596607
2018-07-15,-1.7700128706250555,-1.7700128706250555,-1.7700128706250555,-1.840831408392503,-1.840831408392503,-1.840831408392503,-1.6246215436906655,-1.6246215436906655,-1.6246215436906655,-1.6849552827193641,-1.6849552827193641,-1.6849552827193641
2018-07-22,-1.1031714864603186,-1.1031714864603186,-1.1031714864603186,-1.241724378133316,-1.241724378133316,-1.241724378133316,-1.2671719438703175,-1.2671719438703175,-1.2671719438703175,-1.3230441191955862,-1.3230441191955862,-1.3230441191955862
2018-07-29,-2.0874343667624666,-2.0874343667624666,-2.0874343667624666,-2.174171902847326,-2.174171902847326,-2.174171902847326,-1.9859146816116766,-1.9859146816116766,-1.9859146816116766,-2.0851058545773706,-2.0851058545773706,-2.0851058545773706
