Date,FlexShares Morningstar Emerging Markets Factors TiEtf_Open_average,FlexShares Morningstar Emerging Markets Factors TiEtf_Open_max,FlexShares Morningstar Emerging Markets Factors TiEtf_Open_min,FlexShares Morningstar Emerging Markets Factors TiEtf_High_average,FlexShares Morningstar Emerging Markets Factors TiEtf_High_max,FlexShares Morningstar Emerging Markets Factors TiEtf_High_min,FlexShares Morningstar Emerging Markets Factors TiEtf_Low_average,FlexShares Morningstar Emerging Markets Factors TiEtf_Low_max,FlexShares Morningstar Emerging Markets Factors TiEtf_Low_min,FlexShares Morningstar Emerging Markets Factors TiEtf_Close_average,FlexShares Morningstar Emerging Markets Factors TiEtf_Close_max,FlexShares Morningstar Emerging Markets Factors TiEtf_Close_min
2018-05-27,-1.3105157659992408,-1.3105157659992408,-1.3105157659992408,-1.2952516404335632,-1.2952516404335632,-1.2952516404335632,-1.0814845808785882,-1.0814845808785882,-1.0814845808785882,-1.1684061308390015,-1.1684061308390015,-1.1684061308390015
2018-06-03,-1.025941932271259,-1.025941932271259,-1.025941932271259,-1.123903400349851,-1.123903400349851,-1.123903400349851,-0.9965867035045853,-0.9965867035045853,-0.9965867035045853,-1.0450825809575839,-1.0450825809575839,-1.0450825809575839
2018-06-10,-1.9015431472453057,-1.9015431472453057,-1.9015431472453057,-2.0272953751375495,-2.0272953751375495,-2.0272953751375495,-1.9390941095002494,-1.9390941095002494,-1.9390941095002494,-1.9326026823325502,-1.9326026823325502,-1.9326026823325502
2018-06-17,-2.5467837014363695,-2.5467837014363695,-2.5467837014363695,-2.5581082435596656,-2.5581082435596656,-2.5581082435596656,-2.462646592901863,-2.462646592901863,-2.462646592901863,-2.601309397413847,-2.601309397413847,-2.601309397413847
2018-06-24,-2.479071538264359,-2.479071538264359,-2.479071538264359,-2.4112415237953693,-2.4112415237953693,-2.4112415237953693,-2.4053318766181726,-2.4053318766181726,-2.4053318766181726,-2.3555137673093434,-2.3555137673093434,-2.3555137673093434
2018-07-01,-2.300875375292773,-2.300875375292773,-2.300875375292773,-2.141205666976337,-2.141205666976337,-2.141205666976337,-2.2385392975138907,-2.2385392975138907,-2.2385392975138907,-2.1369426476778983,-2.1369426476778983,-2.1369426476778983
2018-07-08,-1.8071861829169502,-1.8071861829169502,-1.8071861829169502,-1.7723800659681233,-1.7723800659681233,-1.7723800659681233,-1.7637561531363155,-1.7637561531363155,-1.7637561531363155,-1.7629370245200224,-1.7629370245200224,-1.7629370245200224
2018-07-15,-1.5706674757207133,-1.5706674757207133,-1.5706674757207133,-1.5622210777540595,-1.5622210777540595,-1.5622210777540595,-1.5455429782970764,-1.5455429782970764,-1.5455429782970764,-1.5296740993318256,-1.5296740993318256,-1.5296740993318256
2018-07-22,-0.9960919271924132,-0.9960919271924132,-0.9960919271924132,-1.0167758739851647,-1.0167758739851647,-1.0167758739851647,-1.0413021255961206,-1.0413021255961206,-1.0413021255961206,-1.0394496888416453,-1.0394496888416453,-1.0394496888416453
2018-07-29,-1.172061119897552,-1.172061119897552,-1.172061119897552,-1.128187080087,-1.128187080087,-1.128187080087,-1.1418854779653327,-1.1418854779653327,-1.1418854779653327,-1.1146099566807597,-1.1146099566807597,-1.1146099566807597
2018-08-05,-1.2149583125822603,-1.2149583125822603,-1.2149583125822603,-1.289234593429177,-1.289234593429177,-1.289234593429177,-1.3222153907191185,-1.3222153907191185,-1.3222153907191185,-1.3326091622061407,-1.3326091622061407,-1.3326091622061407
2018-08-12,-1.6978829022133044,-1.6978829022133044,-1.6978829022133044,-1.5445945178542955,-1.5445945178542955,-1.5445945178542955,-1.6959844207370491,-1.6959844207370491,-1.6959844207370491,-1.5372334905169767,-1.5372334905169767,-1.5372334905169767
2018-08-19,-1.0819277096436946,-1.0819277096436946,-1.0819277096436946,-1.0850334137636028,-1.0850334137636028,-1.0850334137636028,-1.0530419632315404,-1.0530419632315404,-1.0530419632315404,-1.0602828315130948,-1.0602828315130948,-1.0602828315130948
2018-08-26,-1.0013584313327952,-1.0013584313327952,-1.0013584313327952,-1.0034766313136245,-1.0034766313136245,-1.0034766313136245,-1.0270571137295055,-1.0270571137295055,-1.0270571137295055,-1.034585065656384,-1.034585065656384,-1.034585065656384
2018-09-02,-1.449401991859802,-1.449401991859802,-1.449401991859802,-1.5117111333331843,-1.5117111333331843,-1.5117111333331843,-1.5123535391590688,-1.5123535391590688,-1.5123535391590688,-1.5755052304865622,-1.5755052304865622,-1.5755052304865622
2018-09-09,-1.21736320022255,-1.21736320022255,-1.21736320022255,-1.329555165194881,-1.329555165194881,-1.329555165194881,-1.3252534707374568,-1.3252534707374568,-1.3252534707374568,-1.3446197845718244,-1.3446197845718244,-1.3446197845718244
2018-09-16,-0.8106857652293455,-0.8106857652293455,-0.8106857652293455,-0.8479125279445631,-0.8479125279445631,-0.8479125279445631,-0.7566034765922114,-0.7566034765922114,-0.7566034765922114,-0.8323750376834327,-0.8323750376834327,-0.8323750376834327
2018-09-23,-1.036125819903617,-1.036125819903617,-1.036125819903617,-1.080100828160799,-1.080100828160799,-1.080100828160799,-1.0388654615343,-1.0388654615343,-1.0388654615343,-1.1603372266034762,-1.1603372266034762,-1.1603372266034762
2018-09-30,-1.6072807108242542,-1.6072807108242542,-1.6072807108242542,-1.7290605409537463,-1.7290605409537463,-1.7290605409537463,-1.7807231334991633,-1.7807231334991633,-1.7807231334991633,-1.78440962232472,-1.78440962232472,-1.78440962232472
2018-10-07,-1.9681087337032135,-1.9681087337032135,-1.9681087337032135,-2.027763180033186,-2.027763180033186,-2.027763180033186,-2.038777093022211,-2.038777093022211,-2.038777093022211,-2.0197289687017634,-2.0197289687017634,-2.0197289687017634
2018-10-14,-1.9240336815116355,-1.9240336815116355,-1.9240336815116355,-1.8910535813690958,-1.8910535813690958,-1.8910535813690958,-1.9336116236997358,-1.9336116236997358,-1.9336116236997358,-1.9325211445049517,-1.9325211445049517,-1.9325211445049517
2018-10-21,-2.3442864950283977,-2.3442864950283977,-2.3442864950283977,-2.2474386976460488,-2.2474386976460488,-2.2474386976460488,-2.297626889847188,-2.297626889847188,-2.297626889847188,-2.217049624999855,-2.217049624999855,-2.217049624999855
2018-10-28,-1.088788648567886,-1.088788648567886,-1.088788648567886,-1.212099105028009,-1.212099105028009,-1.212099105028009,-1.3005020001793952,-1.3005020001793952,-1.3005020001793952,-1.2545178173039087,-1.2545178173039087,-1.2545178173039087
2018-11-04,-1.4206988855428486,-1.4206988855428486,-1.4206988855428486,-1.5170529249877995,-1.5170529249877995,-1.5170529249877995,-1.3779808504630155,-1.3779808504630155,-1.3779808504630155,-1.4351027799423546,-1.4351027799423546,-1.4351027799423546
2018-11-11,-1.0728684010362453,-1.0728684010362453,-1.0728684010362453,-0.8561078624756142,-0.8561078624756142,-0.8561078624756142,-0.9280940349961964,-0.9280940349961964,-0.9280940349961964,-0.7592830399959232,-0.7592830399959232,-0.7592830399959232
