Date,iShares iBonds Dec 2025 Corporate_Open_average,iShares iBonds Dec 2025 Corporate_Open_max,iShares iBonds Dec 2025 Corporate_Open_min,iShares iBonds Dec 2025 Corporate_High_average,iShares iBonds Dec 2025 Corporate_High_max,iShares iBonds Dec 2025 Corporate_High_min,iShares iBonds Dec 2025 Corporate_Low_average,iShares iBonds Dec 2025 Corporate_Low_max,iShares iBonds Dec 2025 Corporate_Low_min,iShares iBonds Dec 2025 Corporate_Close_average,iShares iBonds Dec 2025 Corporate_Close_max,iShares iBonds Dec 2025 Corporate_Close_min
2018-04-08,-0.7825474834733899,-0.7825474834733899,-0.7825474834733899,-0.685027384291392,-0.685027384291392,-0.685027384291392,-0.6559317750383216,-0.6559317750383216,-0.6559317750383216,-0.513069472247892,-0.513069472247892,-0.513069472247892
2018-04-15,-1.2803058782533698,-1.2803058782533698,-1.2803058782533698,-1.4878129461928908,-1.4878129461928908,-1.4878129461928908,-1.512446546006624,-1.512446546006624,-1.512446546006624,-1.4196457090050831,-1.4196457090050831,-1.4196457090050831
2018-04-22,-1.2869551270531128,-1.2869551270531128,-1.2869551270531128,-1.4188246410301502,-1.4188246410301502,-1.4188246410301502,-1.6260649605804747,-1.6260649605804747,-1.6260649605804747,-1.7398847019320565,-1.7398847019320565,-1.7398847019320565
2018-04-29,-1.4499060897995912,-1.4499060897995912,-1.4499060897995912,-1.7257838774095011,-1.7257838774095011,-1.7257838774095011,-1.73631424419457,-1.73631424419457,-1.73631424419457,-1.7963347941821504,-1.7963347941821504,-1.7963347941821504
2018-05-06,-1.353838114042363,-1.353838114042363,-1.353838114042363,-1.4853709317350519,-1.4853709317350519,-1.4853709317350519,-1.4604319441958191,-1.4604319441958191,-1.4604319441958191,-1.3549077587458875,-1.3549077587458875,-1.3549077587458875
2018-05-13,-2.062408891661765,-2.062408891661765,-2.062408891661765,-1.8104851210812352,-1.8104851210812352,-1.8104851210812352,-1.732756375593777,-1.732756375593777,-1.732756375593777,-1.6069867293473514,-1.6069867293473514,-1.6069867293473514
2018-05-20,-0.3096223235948563,-0.3096223235948563,-0.3096223235948563,-0.3781422249510254,-0.3781422249510254,-0.3781422249510254,-0.0923376817322963,-0.0923376817322963,-0.0923376817322963,-0.4691659310882264,-0.4691659310882264,-0.4691659310882264
2018-05-27,-1.0856597906201193,-1.0856597906201193,-1.0856597906201193,-0.9211599018919293,-0.9211599018919293,-0.9211599018919293,-0.87100691525775,-0.87100691525775,-0.87100691525775,-1.0405710833779525,-1.0405710833779525,-1.0405710833779525
2018-06-03,-1.3675313513675915,-1.3675313513675915,-1.3675313513675915,-1.304892486977955,-1.304892486977955,-1.304892486977955,-1.2884518785322885,-1.2884518785322885,-1.2884518785322885,-1.1147143910262571,-1.1147143910262571,-1.1147143910262571
2018-06-10,-0.9194446903702815,-0.9194446903702815,-0.9194446903702815,-0.8318126132136983,-0.8318126132136983,-0.8318126132136983,-0.5450068954128597,-0.5450068954128597,-0.5450068954128597,-0.8489321492871058,-0.8489321492871058,-0.8489321492871058
