Date,iShares Emerging Markets High Yield Bond_Open_average,iShares Emerging Markets High Yield Bond_Open_max,iShares Emerging Markets High Yield Bond_Open_min,iShares Emerging Markets High Yield Bond_High_average,iShares Emerging Markets High Yield Bond_High_max,iShares Emerging Markets High Yield Bond_High_min,iShares Emerging Markets High Yield Bond_Low_average,iShares Emerging Markets High Yield Bond_Low_max,iShares Emerging Markets High Yield Bond_Low_min,iShares Emerging Markets High Yield Bond_Close_average,iShares Emerging Markets High Yield Bond_Close_max,iShares Emerging Markets High Yield Bond_Close_min
2018-04-08,-0.7628823067343429,-0.7628823067343429,-0.7628823067343429,-0.7838575389993925,-0.7838575389993925,-0.7838575389993925,-0.6551669472720418,-0.6551669472720418,-0.6551669472720418,-0.8253873749459409,-0.8253873749459409,-0.8253873749459409
2018-04-15,-1.4402293833841497,-1.4402293833841497,-1.4402293833841497,-1.4697493716137058,-1.4697493716137058,-1.4697493716137058,-1.3467624027654783,-1.3467624027654783,-1.3467624027654783,-1.4272455966163515,-1.4272455966163515,-1.4272455966163515
2018-04-22,-1.8834030096519987,-1.8834030096519987,-1.8834030096519987,-1.830544017583833,-1.830544017583833,-1.830544017583833,-2.187144846843762,-2.187144846843762,-2.187144846843762,-2.2535851432223413,-2.2535851432223413,-2.2535851432223413
2018-04-29,-2.8119722300069077,-2.8119722300069077,-2.8119722300069077,-2.816500121280065,-2.816500121280065,-2.816500121280065,-2.8414799838435503,-2.8414799838435503,-2.8414799838435503,-2.814853786040946,-2.814853786040946,-2.814853786040946
2018-05-06,-1.9577558056696194,-1.9577558056696194,-1.9577558056696194,-1.9213285482890479,-1.9213285482890479,-1.9213285482890479,-1.8802426432950068,-1.8802426432950068,-1.8802426432950068,-1.8533709789785844,-1.8533709789785844,-1.8533709789785844
2018-05-13,-2.137254374134311,-2.137254374134311,-2.137254374134311,-2.085971290337874,-2.085971290337874,-2.085971290337874,-2.034410137792253,-2.034410137792253,-2.034410137792253,-2.0257517202911797,-2.0257517202911797,-2.0257517202911797
2018-05-20,-0.9976614821566857,-0.9976614821566857,-0.9976614821566857,-1.0763095601740371,-1.0763095601740371,-1.0763095601740371,-1.012419168814162,-1.012419168814162,-1.012419168814162,-1.0048924420299532,-1.0048924420299532,-1.0048924420299532
2018-05-27,-1.6621958944277087,-1.6621958944277087,-1.6621958944277087,-1.6927071451045703,-1.6927071451045703,-1.6927071451045703,-1.6454233169117212,-1.6454233169117212,-1.6454233169117212,-1.666014849021424,-1.666014849021424,-1.666014849021424
2018-06-03,-1.437119129591707,-1.437119129591707,-1.437119129591707,-1.5140240388987745,-1.5140240388987745,-1.5140240388987745,-1.4828702610599471,-1.4828702610599471,-1.4828702610599471,-1.47322930204174,-1.47322930204174,-1.47322930204174
2018-06-10,-1.7076917651903598,-1.7076917651903598,-1.7076917651903598,-1.7557612826141913,-1.7557612826141913,-1.7557612826141913,-1.8446806501349198,-1.8446806501349198,-1.8446806501349198,-1.8630716258932687,-1.8630716258932687,-1.8630716258932687
2018-06-17,-1.1488543010603127,-1.1488543010603127,-1.1488543010603127,-1.1877048781411537,-1.1877048781411537,-1.1877048781411537,-1.224758650812308,-1.224758650812308,-1.224758650812308,-1.237741063708133,-1.237741063708133,-1.237741063708133
2018-06-24,-1.4732596571619867,-1.4732596571619867,-1.4732596571619867,-1.4243579119246979,-1.4243579119246979,-1.4243579119246979,-1.378573635631135,-1.378573635631135,-1.378573635631135,-1.3217799228666394,-1.3217799228666394,-1.3217799228666394
2018-07-01,-0.4348259786109565,-0.4348259786109565,-0.4348259786109565,-0.48484212934605914,-0.48484212934605914,-0.48484212934605914,-0.4098157274605314,-0.4098157274605314,-0.4098157274605314,-0.4677927137731164,-0.4677927137731164,-0.4677927137731164
