Date,Vanguard Intl High Div YldEtf_Open_average,Vanguard Intl High Div YldEtf_Open_max,Vanguard Intl High Div YldEtf_Open_min,Vanguard Intl High Div YldEtf_High_average,Vanguard Intl High Div YldEtf_High_max,Vanguard Intl High Div YldEtf_High_min,Vanguard Intl High Div YldEtf_Low_average,Vanguard Intl High Div YldEtf_Low_max,Vanguard Intl High Div YldEtf_Low_min,Vanguard Intl High Div YldEtf_Close_average,Vanguard Intl High Div YldEtf_Close_max,Vanguard Intl High Div YldEtf_Close_min
2018-05-27,-1.2810389415663175,-1.2810389415663175,-1.2810389415663175,-1.3724492349833632,-1.3724492349833632,-1.3724492349833632,-1.1341552054153987,-1.1341552054153987,-1.1341552054153987,-1.2865822266396347,-1.2865822266396347,-1.2865822266396347
2018-06-03,-1.155642783462832,-1.155642783462832,-1.155642783462832,-1.1790880390376728,-1.1790880390376728,-1.1790880390376728,-1.0155475179938176,-1.0155475179938176,-1.0155475179938176,-1.0536178081054393,-1.0536178081054393,-1.0536178081054393
2018-06-10,-1.669096733649215,-1.669096733649215,-1.669096733649215,-1.7780528401281697,-1.7780528401281697,-1.7780528401281697,-1.5290604118394462,-1.5290604118394462,-1.5290604118394462,-1.6838586772813722,-1.6838586772813722,-1.6838586772813722
2018-06-17,-2.5854263358219605,-2.5854263358219605,-2.5854263358219605,-2.5403494274196126,-2.5403494274196126,-2.5403494274196126,-2.353663411462042,-2.353663411462042,-2.353663411462042,-2.515320653268913,-2.515320653268913,-2.515320653268913
2018-06-24,-2.4057015702690996,-2.4057015702690996,-2.4057015702690996,-2.3515134222069127,-2.3515134222069127,-2.3515134222069127,-2.2581769109511467,-2.2581769109511467,-2.2581769109511467,-2.313421794735161,-2.313421794735161,-2.313421794735161
2018-07-01,-1.8798705859794127,-1.8798705859794127,-1.8798705859794127,-1.7189921235981651,-1.7189921235981651,-1.7189921235981651,-1.781583832089769,-1.781583832089769,-1.781583832089769,-1.6666914750881465,-1.6666914750881465,-1.6666914750881465
2018-07-08,-1.622863770457317,-1.622863770457317,-1.622863770457317,-1.6341864372747228,-1.6341864372747228,-1.6341864372747228,-1.5748426046333837,-1.5748426046333837,-1.5748426046333837,-1.553114088537563,-1.553114088537563,-1.553114088537563
2018-07-15,-1.3558992253460747,-1.3558992253460747,-1.3558992253460747,-1.3194775251292012,-1.3194775251292012,-1.3194775251292012,-1.289252223262819,-1.289252223262819,-1.289252223262819,-1.2486943652277664,-1.2486943652277664,-1.2486943652277664
2018-07-22,-0.5127407272527453,-0.5127407272527453,-0.5127407272527453,-0.5949242712528413,-0.5949242712528413,-0.5949242712528413,-0.5462121102429399,-0.5462121102429399,-0.5462121102429399,-0.6603885687317959,-0.6603885687317959,-0.6603885687317959
2018-07-29,-0.8608722574450272,-0.8608722574450272,-0.8608722574450272,-0.8239986139905021,-0.8239986139905021,-0.8239986139905021,-0.8157763978716952,-0.8157763978716952,-0.8157763978716952,-0.7403342181441996,-0.7403342181441996,-0.7403342181441996
