Date,iShares Broad USD Investment Grade Corporate Bond_etf_Open_average,iShares Broad USD Investment Grade Corporate Bond_etf_Open_max,iShares Broad USD Investment Grade Corporate Bond_etf_Open_min,iShares Broad USD Investment Grade Corporate Bond_etf_High_average,iShares Broad USD Investment Grade Corporate Bond_etf_High_max,iShares Broad USD Investment Grade Corporate Bond_etf_High_min,iShares Broad USD Investment Grade Corporate Bond_etf_Low_average,iShares Broad USD Investment Grade Corporate Bond_etf_Low_max,iShares Broad USD Investment Grade Corporate Bond_etf_Low_min,iShares Broad USD Investment Grade Corporate Bond_etf_Close_average,iShares Broad USD Investment Grade Corporate Bond_etf_Close_max,iShares Broad USD Investment Grade Corporate Bond_etf_Close_min
2018-04-08,-0.41530119541949884,-0.41530119541949884,-0.41530119541949884,-0.39612853049036245,-0.39612853049036245,-0.39612853049036245,-0.35459034972226017,-0.35459034972226017,-0.35459034972226017,-0.37313037555628614,-0.37313037555628614,-0.37313037555628614
2018-04-15,-1.1054955215062694,-1.1054955215062694,-1.1054955215062694,-1.199967375907253,-1.199967375907253,-1.199967375907253,-1.2269033339014372,-1.2269033339014372,-1.2269033339014372,-1.3398722405047436,-1.3398722405047436,-1.3398722405047436
2018-04-22,-1.8743322746592064,-1.8743322746592064,-1.8743322746592064,-1.7881381472878508,-1.7881381472878508,-1.7881381472878508,-1.7328497121559874,-1.7328497121559874,-1.7328497121559874,-1.7224675209237554,-1.7224675209237554,-1.7224675209237554
2018-04-29,-2.1657873723123147,-2.1657873723123147,-2.1657873723123147,-2.108899816008603,-2.108899816008603,-2.108899816008603,-2.228011365232272,-2.228011365232272,-2.228011365232272,-2.1165766363438263,-2.1165766363438263,-2.1165766363438263
2018-05-06,-1.3353249501050524,-1.3353249501050524,-1.3353249501050524,-1.4327038993715353,-1.4327038993715353,-1.4327038993715353,-1.3542779587276508,-1.3542779587276508,-1.3542779587276508,-1.3075452427917829,-1.3075452427917829,-1.3075452427917829
2018-05-13,-2.135101665634881,-2.135101665634881,-2.135101665634881,-1.925586085963757,-1.925586085963757,-1.925586085963757,-1.9994728517189713,-1.9994728517189713,-1.9994728517189713,-1.8447020464606154,-1.8447020464606154,-1.8447020464606154
2018-05-20,-0.6473782630477936,-0.6473782630477936,-0.6473782630477936,-0.5206604110272063,-0.5206604110272063,-0.5206604110272063,-0.5095137094388533,-0.5095137094388533,-0.5095137094388533,-0.4182219479418061,-0.4182219479418061,-0.4182219479418061
2018-05-27,-0.9828826643663823,-0.9828826643663823,-0.9828826643663823,-0.7922704677726523,-0.7922704677726523,-0.7922704677726523,-0.9000316044328296,-0.9000316044328296,-0.9000316044328296,-0.8528424886173825,-0.8528424886173825,-0.8528424886173825
2018-06-03,-0.9353313216709056,-0.9353313216709056,-0.9353313216709056,-1.0375315227039448,-1.0375315227039448,-1.0375315227039448,-0.9613047141271935,-0.9613047141271935,-0.9613047141271935,-1.1334423484278195,-1.1334423484278195,-1.1334423484278195
2018-06-10,-0.5609419064711831,-0.5609419064711831,-0.5609419064711831,-0.65070978769312,-0.65070978769312,-0.65070978769312,-0.7050381493281694,-0.7050381493281694,-0.7050381493281694,-0.8572073759106862,-0.8572073759106862,-0.8572073759106862
2018-06-17,-1.1052200391526212,-1.1052200391526212,-1.1052200391526212,-1.1381238727264809,-1.1381238727264809,-1.1381238727264809,-1.1097096639519224,-1.1097096639519224,-1.1097096639519224,-1.0991270145025336,-1.0991270145025336,-1.0991270145025336
2018-06-24,-0.38548999435739906,-0.38548999435739906,-0.38548999435739906,-0.33456437919270177,-0.33456437919270177,-0.33456437919270177,-0.3944226071157403,-0.3944226071157403,-0.3944226071157403,-0.5485485807823537,-0.5485485807823537,-0.5485485807823537
2018-07-01,0.14536647124395116,0.14536647124395116,0.14536647124395116,0.15079137523130612,0.15079137523130612,0.15079137523130612,0.2714748319022965,0.2714748319022965,0.2714748319022965,0.2406130471018375,0.2406130471018375,0.2406130471018375
2018-07-08,1.2627116702722472,1.2627116702722472,1.2627116702722472,1.444708079712206,1.444708079712206,1.444708079712206,1.4783951519962035,1.4783951519962035,1.4783951519962035,1.623614149752262,1.623614149752262,1.623614149752262
2018-07-15,0.9624354790229153,0.9624354790229153,0.9624354790229153,0.5997601439040725,0.5997601439040725,0.5997601439040725,0.5203595699583339,0.5203595699583339,0.5203595699583339,0.4979550016552608,0.4979550016552608,0.4979550016552608
2018-07-22,0.9702215502575133,0.9702215502575133,0.9702215502575133,0.7197121726848614,0.7197121726848614,0.7197121726848614,0.9084966262387438,0.9084966262387438,0.9084966262387438,0.6838714948716749,0.6838714948716749,0.6838714948716749
