Date,ProShares UltraShort Consumer Services_Open_average,ProShares UltraShort Consumer Services_Open_max,ProShares UltraShort Consumer Services_Open_min,ProShares UltraShort Consumer Services_High_average,ProShares UltraShort Consumer Services_High_max,ProShares UltraShort Consumer Services_High_min,ProShares UltraShort Consumer Services_Low_average,ProShares UltraShort Consumer Services_Low_max,ProShares UltraShort Consumer Services_Low_min,ProShares UltraShort Consumer Services_Close_average,ProShares UltraShort Consumer Services_Close_max,ProShares UltraShort Consumer Services_Close_min
2018-04-08,0.5803222310402447,0.5803222310402447,0.5803222310402447,0.4835343130031438,0.4835343130031438,0.4835343130031438,0.626540250901978,0.626540250901978,0.626540250901978,0.5109851757364591,0.5109851757364591,0.5109851757364591
2018-04-15,-0.16247259025084335,-0.16247259025084335,-0.16247259025084335,-0.22735342663348806,-0.22735342663348806,-0.22735342663348806,-0.09055513384433547,-0.09055513384433547,-0.09055513384433547,-0.16398590489714485,-0.16398590489714485,-0.16398590489714485
2018-04-22,0.23700555800129045,0.23700555800129045,0.23700555800129045,0.1417508853039421,0.1417508853039421,0.1417508853039421,0.37422880697671906,0.37422880697671906,0.37422880697671906,0.25539531738175,0.25539531738175,0.25539531738175
2018-04-29,-0.9538014285312406,-0.9538014285312406,-0.9538014285312406,-0.9328315617301224,-0.9328315617301224,-0.9328315617301224,-0.9680080554054376,-0.9680080554054376,-0.9680080554054376,-0.930046906368743,-0.930046906368743,-0.930046906368743
2018-05-06,-1.2164729470655036,-1.2164729470655036,-1.2164729470655036,-1.1795711803865236,-1.1795711803865236,-1.1795711803865236,-1.2650375794994861,-1.2650375794994861,-1.2650375794994861,-1.2047543031826198,-1.2047543031826198,-1.2047543031826198
2018-05-13,-1.0829561926811448,-1.0829561926811448,-1.0829561926811448,-1.0557677420509104,-1.0557677420509104,-1.0557677420509104,-1.1140074586959263,-1.1140074586959263,-1.1140074586959263,-1.068566835297881,-1.068566835297881,-1.068566835297881
2018-05-20,-0.8917127114006291,-0.8917127114006291,-0.8917127114006291,-0.8769269515322559,-0.8769269515322559,-0.8769269515322559,-0.9007801326392199,-0.9007801326392199,-0.9007801326392199,-0.8737391128168535,-0.8737391128168535,-0.8737391128168535
2018-05-27,-1.1533528142187224,-1.1533528142187224,-1.1533528142187224,-1.1229746951528679,-1.1229746951528679,-1.1229746951528679,-1.1918370259025883,-1.1918370259025883,-1.1918370259025883,-1.1424869168053455,-1.1424869168053455,-1.1424869168053455
2018-06-03,-1.8412695924376226,-1.8412695924376226,-1.8412695924376226,-1.7672603221818295,-1.7672603221818295,-1.7672603221818295,-1.98121853542878,-1.98121853542878,-1.98121853542878,-1.9013062601259545,-1.9013062601259545,-1.9013062601259545
2018-06-10,-1.828788753546517,-1.828788753546517,-1.828788753546517,-1.7818465624670379,-1.7818465624670379,-1.7818465624670379,-1.8805464254877948,-1.8805464254877948,-1.8805464254877948,-1.811705983199217,-1.811705983199217,-1.811705983199217
2018-06-17,-1.2804615325720794,-1.2804615325720794,-1.2804615325720794,-1.0851716965878109,-1.0851716965878109,-1.0851716965878109,-1.317715722439304,-1.317715722439304,-1.317715722439304,-1.118197110129806,-1.118197110129806,-1.118197110129806
2018-06-24,-1.0959023015103384,-1.0959023015103384,-1.0959023015103384,-1.0781418058179562,-1.0781418058179562,-1.0781418058179562,-1.1451887209592961,-1.1451887209592961,-1.1451887209592961,-1.1184065101897331,-1.1184065101897331,-1.1184065101897331
2018-07-01,-1.2044082626596364,-1.2044082626596364,-1.2044082626596364,-1.1946937871435825,-1.1946937871435825,-1.1946937871435825,-1.3036916141407733,-1.3036916141407733,-1.3036916141407733,-1.3473159274056337,-1.3473159274056337,-1.3473159274056337
2018-07-08,-1.4387344799151867,-1.4387344799151867,-1.4387344799151867,-1.5266827766769455,-1.5266827766769455,-1.5266827766769455,-1.3987831481061628,-1.3987831481061628,-1.3987831481061628,-1.4584629680360746,-1.4584629680360746,-1.4584629680360746
2018-07-15,-1.3589514147868411,-1.3589514147868411,-1.3589514147868411,-1.41677077116611,-1.41677077116611,-1.41677077116611,-1.3262670991818546,-1.3262670991818546,-1.3262670991818546,-1.36245776231003,-1.36245776231003,-1.36245776231003
2018-07-22,-0.9004292978474799,-0.9004292978474799,-0.9004292978474799,-0.7856449453317672,-0.7856449453317672,-0.7856449453317672,-0.8711489016978248,-0.8711489016978248,-0.8711489016978248,-0.7626550056384452,-0.7626550056384452,-0.7626550056384452
2018-07-29,-0.9000326835380678,-0.9000326835380678,-0.9000326835380678,-0.9732956557583856,-0.9732956557583856,-0.9732956557583856,-0.872090068259718,-0.872090068259718,-0.872090068259718,-0.9229795354494975,-0.9229795354494975,-0.9229795354494975
2018-08-05,-1.2300996065157666,-1.2300996065157666,-1.2300996065157666,-1.3106268081843226,-1.3106268081843226,-1.3106268081843226,-1.2050307428005576,-1.2050307428005576,-1.2050307428005576,-1.2667037457750823,-1.2667037457750823,-1.2667037457750823
2018-08-12,-1.614895237879193,-1.614895237879193,-1.614895237879193,-1.6651625694795757,-1.6651625694795757,-1.6651625694795757,-1.598491296333934,-1.598491296333934,-1.598491296333934,-1.6374041620922357,-1.6374041620922357,-1.6374041620922357
2018-08-19,-1.7212433820718775,-1.7212433820718775,-1.7212433820718775,-1.6962955408825322,-1.6962955408825322,-1.6962955408825322,-1.7388844844644553,-1.7388844844644553,-1.7388844844644553,-1.6895572049485033,-1.6895572049485033,-1.6895572049485033
2018-08-26,-1.8015732070924486,-1.8015732070924486,-1.8015732070924486,-1.7683439881743634,-1.7683439881743634,-1.7683439881743634,-1.928756522940615,-1.928756522940615,-1.928756522940615,-1.9075045018182974,-1.9075045018182974,-1.9075045018182974
2018-09-02,-1.3694144953262344,-1.3694144953262344,-1.3694144953262344,-1.3442165002746642,-1.3442165002746642,-1.3442165002746642,-1.375840116091884,-1.375840116091884,-1.375840116091884,-1.3622564596879987,-1.3622564596879987,-1.3622564596879987
2018-09-09,-1.4193207785875508,-1.4193207785875508,-1.4193207785875508,-1.3830585231614838,-1.3830585231614838,-1.3830585231614838,-1.3653367530556715,-1.3653367530556715,-1.3653367530556715,-1.344247768088068,-1.344247768088068,-1.344247768088068
2018-09-16,-1.0107761451386594,-1.0107761451386594,-1.0107761451386594,-1.00691616362582,-1.00691616362582,-1.00691616362582,-0.9674767798822991,-0.9674767798822991,-0.9674767798822991,-0.9721572770085216,-0.9721572770085216,-0.9721572770085216
2018-09-23,-1.6765150602025656,-1.6765150602025656,-1.6765150602025656,-1.5207525224067577,-1.5207525224067577,-1.5207525224067577,-1.6465569414055559,-1.6465569414055559,-1.6465569414055559,-1.5085740793722424,-1.5085740793722424,-1.5085740793722424
2018-09-30,0.43752890016379187,0.43752890016379187,0.43752890016379187,0.39118046184427463,0.39118046184427463,0.39118046184427463,0.4521737307157659,0.4521737307157659,0.4521737307157659,0.40875921324086956,0.40875921324086956,0.40875921324086956
2018-10-07,0.9582400742813166,0.9582400742813166,0.9582400742813166,1.2624353482275943,1.2624353482275943,1.2624353482275943,0.9625196940568758,0.9625196940568758,0.9625196940568758,1.2668004152298926,1.2668004152298926,1.2668004152298926
2018-10-14,1.2553272090877385,1.2553272090877385,1.2553272090877385,1.135674652674588,1.135674652674588,1.135674652674588,1.253548895743847,1.253548895743847,1.253548895743847,1.1413638768530114,1.1413638768530114,1.1413638768530114
2018-10-21,2.1165804140891153,2.1165804140891153,2.1165804140891153,2.063205604270541,2.063205604270541,2.063205604270541,2.102583964012827,2.102583964012827,2.102583964012827,2.0489643357460605,2.0489643357460605,2.0489643357460605
