Date,ProShares Short Term USD EM Bond_Open_average,ProShares Short Term USD EM Bond_Open_max,ProShares Short Term USD EM Bond_Open_min,ProShares Short Term USD EM Bond_High_average,ProShares Short Term USD EM Bond_High_max,ProShares Short Term USD EM Bond_High_min,ProShares Short Term USD EM Bond_Low_average,ProShares Short Term USD EM Bond_Low_max,ProShares Short Term USD EM Bond_Low_min,ProShares Short Term USD EM Bond_Close_average,ProShares Short Term USD EM Bond_Close_max,ProShares Short Term USD EM Bond_Close_min
2018-04-08,0.33339237679500694,0.33339237679500694,0.33339237679500694,0.27331927399227435,0.27331927399227435,0.27331927399227435,0.33339237679500694,0.33339237679500694,0.33339237679500694,0.27331927399227435,0.27331927399227435,0.27331927399227435
2018-04-15,-0.9346173153547702,-0.9346173153547702,-0.9346173153547702,-0.9138066836059873,-0.9138066836059873,-0.9138066836059873,-1.9067074259191847,-1.9067074259191847,-1.9067074259191847,-1.8278307666013143,-1.8278307666013143,-1.8278307666013143
2018-04-22,-2.149900284536164,-2.149900284536164,-2.149900284536164,-1.7641905245123664,-1.7641905245123664,-1.7641905245123664,-2.0631942728649384,-2.0631942728649384,-2.0631942728649384,-2.0655538809976055,-2.0655538809976055,-2.0655538809976055
2018-04-29,-2.588672138751821,-2.588672138751821,-2.588672138751821,-2.456508344132311,-2.456508344132311,-2.456508344132311,-2.26166515866188,-2.26166515866188,-2.26166515866188,-1.8914608715253445,-1.8914608715253445,-1.8914608715253445
2018-05-06,-1.5356395866966734,-1.5356395866966734,-1.5356395866966734,-1.8657424863172094,-1.8657424863172094,-1.8657424863172094,-1.352728672497604,-1.352728672497604,-1.352728672497604,-1.5330269240217878,-1.5330269240217878,-1.5330269240217878
2018-05-13,-2.1027760146823113,-2.1027760146823113,-2.1027760146823113,-2.336955684541135,-2.336955684541135,-2.336955684541135,-1.9789271305340272,-1.9789271305340272,-1.9789271305340272,-2.13407438359333,-2.13407438359333,-2.13407438359333
2018-05-20,-0.6414575381413399,-0.6414575381413399,-0.6414575381413399,-0.7577180868991354,-0.7577180868991354,-0.7577180868991354,-0.5510316079199383,-0.5510316079199383,-0.5510316079199383,-0.6241914520521611,-0.6241914520521611,-0.6241914520521611
2018-05-27,-0.8807094500195465,-0.8807094500195465,-0.8807094500195465,-1.0003228719007204,-1.0003228719007204,-1.0003228719007204,-0.7988287723007006,-0.7988287723007006,-0.7988287723007006,-0.8799040489939951,-0.8799040489939951,-0.8799040489939951
2018-06-03,-1.070102458835491,-1.070102458835491,-1.070102458835491,-1.1798695159336436,-1.1798695159336436,-1.1798695159336436,-1.0031708363363454,-1.0031708363363454,-1.0031708363363454,-1.0821685215932824,-1.0821685215932824,-1.0821685215932824
2018-06-10,-1.31499911889892,-1.31499911889892,-1.31499911889892,-1.4077703843173501,-1.4077703843173501,-1.4077703843173501,-1.2727494400434036,-1.2727494400434036,-1.2727494400434036,-1.3452033270707824,-1.3452033270707824,-1.3452033270707824
2018-06-17,-0.6762266030625909,-0.6762266030625909,-0.6762266030625909,-0.7492931879236118,-0.7492931879236118,-0.7492931879236118,-0.6232279253711789,-0.6232279253711789,-0.6232279253711789,-0.6775097171578766,-0.6775097171578766,-0.6775097171578766
2018-06-24,-0.20599983025811291,-0.20599983025811291,-0.20599983025811291,-0.27461929093436194,-0.27461929093436194,-0.27461929093436194,-0.1299356483677145,-0.1299356483677145,-0.1299356483677145,-0.17689115652096604,-0.17689115652096604,-0.17689115652096604
2018-07-01,-0.28217981437234474,-0.28217981437234474,-0.28217981437234474,-0.3541849792922689,-0.3541849792922689,-0.3541849792922689,-0.2084582435139478,-0.2084582435139478,-0.2084582435139478,-0.2617654468625021,-0.2617654468625021,-0.2617654468625021
2018-07-08,-0.9964267899097059,-0.9964267899097059,-0.9964267899097059,-1.0502369617448104,-1.0502369617448104,-1.0502369617448104,-1.1473245365479494,-1.1473245365479494,-1.1473245365479494,-1.226772562028231,-1.226772562028231,-1.226772562028231
2018-07-15,-1.0145919897602085,-1.0145919897602085,-1.0145919897602085,-1.0218978133665058,-1.0218978133665058,-1.0218978133665058,-1.5016190287572666,-1.5016190287572666,-1.5016190287572666,-1.4251769477069431,-1.4251769477069431,-1.4251769477069431
2018-07-22,1.1474745985927994,1.1474745985927994,1.1474745985927994,1.0307053310385692,1.0307053310385692,1.0307053310385692,1.1210798917980231,1.1210798917980231,1.1210798917980231,1.0175906350199944,1.0175906350199944,1.0175906350199944
2018-07-29,-1.4103609479083206,-1.4103609479083206,-1.4103609479083206,-1.4103609479083206,-1.4103609479083206,-1.4103609479083206,-1.303315713356816,-1.303315713356816,-1.303315713356816,-1.3364129779297858,-1.3364129779297858,-1.3364129779297858
2018-08-05,-1.4578151003424082,-1.4578151003424082,-1.4578151003424082,-1.1953421023663628,-1.1953421023663628,-1.1953421023663628,-1.3694807672299154,-1.3694807672299154,-1.3694807672299154,-1.1370136167522622,-1.1370136167522622,-1.1370136167522622
2018-08-12,-1.707628168715785,-1.707628168715785,-1.707628168715785,-1.7804413763331375,-1.7804413763331375,-1.7804413763331375,-1.6288972234563235,-1.6288972234563235,-1.6288972234563235,-1.7223298405909186,-1.7223298405909186,-1.7223298405909186
2018-08-19,-1.138604996008028,-1.138604996008028,-1.138604996008028,-1.1922098157288308,-1.1922098157288308,-1.1922098157288308,-1.0794898668144814,-1.0794898668144814,-1.0794898668144814,-1.1493346452387796,-1.1493346452387796,-1.1493346452387796
2018-08-26,-1.5069907125427509,-1.5069907125427509,-1.5069907125427509,-1.555670830170548,-1.555670830170548,-1.555670830170548,-1.4571045840605923,-1.4571045840605923,-1.4571045840605923,-1.5208356482360066,-1.5208356482360066,-1.5208356482360066
2018-09-02,-0.7664495203282385,-0.7664495203282385,-0.7664495203282385,-0.7997545583087676,-0.7997545583087676,-0.7997545583087676,-0.7275733989033126,-0.7275733989033126,-0.7275733989033126,-0.772524211272155,-0.772524211272155,-0.772524211272155
2018-09-09,-1.5328467516724043,-1.5328467516724043,-1.5328467516724043,-1.5655529417371863,-1.5655529417371863,-1.5655529417371863,-1.5010603066008115,-1.5010603066008115,-1.5010603066008115,-1.5441861312740555,-1.5441861312740555,-1.5441861312740555
2018-09-16,-0.4020660809524823,-0.4020660809524823,-0.4020660809524823,-0.4251832299431352,-0.4251832299431352,-0.4251832299431352,-0.5032590961781945,-0.5032590961781945,-0.5032590961781945,-0.5360892654539405,-0.5360892654539405,-0.5360892654539405
2018-09-23,0.09475304687441775,0.09475304687441775,0.09475304687441775,0.07191104953819162,0.07191104953819162,0.07191104953819162,0.14379840756615903,0.14379840756615903,0.14379840756615903,0.11022867464429338,0.11022867464429338,0.11022867464429338
2018-09-30,0.7074105613669244,0.7074105613669244,0.7074105613669244,0.6838198095997998,0.6838198095997998,0.6838198095997998,0.7690558166510133,0.7690558166510133,0.7690558166510133,0.7308878446393445,0.7308878446393445,0.7308878446393445
2018-10-07,-0.8798449651695633,-0.8798449651695633,-0.8798449651695633,-0.9046527713542638,-0.9046527713542638,-0.9046527713542638,-1.499324072503537,-1.499324072503537,-1.499324072503537,-1.5230297565996331,-1.5230297565996331,-1.5230297565996331
2018-10-14,-1.1962346220563236,-1.1962346220563236,-1.1962346220563236,-1.2149017969049931,-1.2149017969049931,-1.2149017969049931,-1.0510555559725288,-1.0510555559725288,-1.0510555559725288,-1.0676279823877979,-1.0676279823877979,-1.0676279823877979
2018-10-21,-0.10410257197866116,-0.10410257197866116,-0.10410257197866116,0.3069211246203279,0.3069211246203279,0.3069211246203279,0.012359904338089554,0.012359904338089554,0.012359904338089554,0.3748211592674051,0.3748211592674051,0.3748211592674051
2018-10-28,-1.2310825459707757,-1.2310825459707757,-1.2310825459707757,-1.2541803097420121,-1.2541803097420121,-1.2541803097420121,-1.0200522191662824,-1.0200522191662824,-1.0200522191662824,-1.0444666849415887,-1.0444666849415887,-1.0444666849415887
2018-11-04,1.0697032069499148,1.0697032069499148,1.0697032069499148,1.0250818390518734,1.0250818390518734,1.0250818390518734,1.0784908691737336,1.0784908691737336,1.0784908691737336,1.0347285267872224,1.0347285267872224,1.0347285267872224
2018-11-11,-1.089175273912362,-1.089175273912362,-1.089175273912362,-1.1106995147278298,-1.1106995147278298,-1.1106995147278298,-0.9158335948857312,-0.9158335948857312,-0.9158335948857312,-0.935245344857706,-0.935245344857706,-0.935245344857706
