Date,Vanguard FTSE Emerging Markets_Open_average,Vanguard FTSE Emerging Markets_Open_max,Vanguard FTSE Emerging Markets_Open_min,Vanguard FTSE Emerging Markets_High_average,Vanguard FTSE Emerging Markets_High_max,Vanguard FTSE Emerging Markets_High_min,Vanguard FTSE Emerging Markets_Low_average,Vanguard FTSE Emerging Markets_Low_max,Vanguard FTSE Emerging Markets_Low_min,Vanguard FTSE Emerging Markets_Close_average,Vanguard FTSE Emerging Markets_Close_max,Vanguard FTSE Emerging Markets_Close_min
2018-04-08,-0.9785124703761908,-0.9785124703761908,-0.9785124703761908,-1.1462198652265194,-1.1462198652265194,-1.1462198652265194,-0.7363421636525911,-0.7363421636525911,-0.7363421636525911,-0.8002070842867768,-0.8002070842867768,-0.8002070842867768
2018-04-15,-1.134468567333854,-1.134468567333854,-1.134468567333854,-1.2844114772818274,-1.2844114772818274,-1.2844114772818274,-1.0237813179848811,-1.0237813179848811,-1.0237813179848811,-1.1814152724157791,-1.1814152724157791,-1.1814152724157791
2018-04-22,-1.0337971507268577,-1.0337971507268577,-1.0337971507268577,-1.195122803863374,-1.195122803863374,-1.195122803863374,-1.0338738850226734,-1.0338738850226734,-1.0338738850226734,-1.245352903669489,-1.245352903669489,-1.245352903669489
2018-04-29,-1.7846477512374257,-1.7846477512374257,-1.7846477512374257,-1.6369819026692367,-1.6369819026692367,-1.6369819026692367,-1.4837667925475013,-1.4837667925475013,-1.4837667925475013,-1.5054726139509902,-1.5054726139509902,-1.5054726139509902
2018-05-06,-0.43055193089961724,-0.43055193089961724,-0.43055193089961724,-0.5299614427693723,-0.5299614427693723,-0.5299614427693723,-0.3648869064534498,-0.3648869064534498,-0.3648869064534498,-0.5416999711991525,-0.5416999711991525,-0.5416999711991525
2018-05-13,-1.2823977941889322,-1.2823977941889322,-1.2823977941889322,-1.342160612195454,-1.342160612195454,-1.342160612195454,-1.1913632405331598,-1.1913632405331598,-1.1913632405331598,-1.1738679997584474,-1.1738679997584474,-1.1738679997584474
2018-05-20,-1.387524598629758,-1.387524598629758,-1.387524598629758,-1.3780983790550239,-1.3780983790550239,-1.3780983790550239,-1.2161967023902656,-1.2161967023902656,-1.2161967023902656,-1.152045939144009,-1.152045939144009,-1.152045939144009
2018-05-27,-0.8287449266801006,-0.8287449266801006,-0.8287449266801006,-0.8340645088026085,-0.8340645088026085,-0.8340645088026085,-0.600518328275826,-0.600518328275826,-0.600518328275826,-0.6412516129003024,-0.6412516129003024,-0.6412516129003024
2018-06-03,-1.1365882704666486,-1.1365882704666486,-1.1365882704666486,-1.2103504451942395,-1.2103504451942395,-1.2103504451942395,-1.0848627849329864,-1.0848627849329864,-1.0848627849329864,-1.188433488662244,-1.188433488662244,-1.188433488662244
2018-06-10,-2.3029857753809493,-2.3029857753809493,-2.3029857753809493,-2.3226064560953374,-2.3226064560953374,-2.3226064560953374,-2.5488589987539747,-2.5488589987539747,-2.5488589987539747,-2.2730109565607584,-2.2730109565607584,-2.2730109565607584
