Date,iShares Emerg Markets InfrastructureEtf_Open_average,iShares Emerg Markets InfrastructureEtf_Open_max,iShares Emerg Markets InfrastructureEtf_Open_min,iShares Emerg Markets InfrastructureEtf_High_average,iShares Emerg Markets InfrastructureEtf_High_max,iShares Emerg Markets InfrastructureEtf_High_min,iShares Emerg Markets InfrastructureEtf_Low_average,iShares Emerg Markets InfrastructureEtf_Low_max,iShares Emerg Markets InfrastructureEtf_Low_min,iShares Emerg Markets InfrastructureEtf_Close_average,iShares Emerg Markets InfrastructureEtf_Close_max,iShares Emerg Markets InfrastructureEtf_Close_min
2018-05-27,-1.3283092072831975,-1.3283092072831975,-1.3283092072831975,-1.3570758787745405,-1.3570758787745405,-1.3570758787745405,-1.2998128570282008,-1.2998128570282008,-1.2998128570282008,-1.4135876932607456,-1.4135876932607456,-1.4135876932607456
2018-06-03,-1.5721709520923628,-1.5721709520923628,-1.5721709520923628,-1.6218025602353767,-1.6218025602353767,-1.6218025602353767,-1.5277985062143056,-1.5277985062143056,-1.5277985062143056,-1.5696612538046997,-1.5696612538046997,-1.5696612538046997
2018-06-10,-1.8349163702158329,-1.8349163702158329,-1.8349163702158329,-1.9022232794817053,-1.9022232794817053,-1.9022232794817053,-1.9981644432679875,-1.9981644432679875,-1.9981644432679875,-1.9236107657984427,-1.9236107657984427,-1.9236107657984427
2018-06-17,-2.327440879532476,-2.327440879532476,-2.327440879532476,-2.2686632435987466,-2.2686632435987466,-2.2686632435987466,-2.330422841954676,-2.330422841954676,-2.330422841954676,-2.2052232532434934,-2.2052232532434934,-2.2052232532434934
2018-06-24,-2.251720523077785,-2.251720523077785,-2.251720523077785,-2.212985271479961,-2.212985271479961,-2.212985271479961,-2.2135785620745443,-2.2135785620745443,-2.2135785620745443,-2.1784303217071326,-2.1784303217071326,-2.1784303217071326
2018-07-01,-1.8828065134919987,-1.8828065134919987,-1.8828065134919987,-1.7467354314919523,-1.7467354314919523,-1.7467354314919523,-1.832715707912951,-1.832715707912951,-1.832715707912951,-1.7275356874709193,-1.7275356874709193,-1.7275356874709193
2018-07-08,-1.4692503925657798,-1.4692503925657798,-1.4692503925657798,-1.5070710230991666,-1.5070710230991666,-1.5070710230991666,-1.4829925864063302,-1.4829925864063302,-1.4829925864063302,-1.4885814707379577,-1.4885814707379577,-1.4885814707379577
2018-07-15,-1.1465262758107742,-1.1465262758107742,-1.1465262758107742,-1.192147242966263,-1.192147242966263,-1.192147242966263,-1.1099426795673353,-1.1099426795673353,-1.1099426795673353,-1.1719428682274122,-1.1719428682274122,-1.1719428682274122
2018-07-22,-0.6259865568086238,-0.6259865568086238,-0.6259865568086238,-0.6795001694285697,-0.6795001694285697,-0.6795001694285697,-0.6446609149101855,-0.6446609149101855,-0.6446609149101855,-0.741883985729051,-0.741883985729051,-0.741883985729051
2018-07-29,-0.7935796893402202,-0.7935796893402202,-0.7935796893402202,-0.833007679321304,-0.833007679321304,-0.833007679321304,-0.7713428683476996,-0.7713428683476996,-0.7713428683476996,-0.8015800383813184,-0.8015800383813184,-0.8015800383813184
2018-08-05,-1.0240166613535198,-1.0240166613535198,-1.0240166613535198,-1.080137013385477,-1.080137013385477,-1.080137013385477,-1.1446641465676426,-1.1446641465676426,-1.1446641465676426,-1.2285531887724137,-1.2285531887724137,-1.2285531887724137
2018-08-12,-1.6178656382304488,-1.6178656382304488,-1.6178656382304488,-1.5605809806649333,-1.5605809806649333,-1.5605809806649333,-1.6591433885824,-1.6591433885824,-1.6591433885824,-1.5593036602849417,-1.5593036602849417,-1.5593036602849417
2018-08-19,-1.259574557577731,-1.259574557577731,-1.259574557577731,-1.3155433649142365,-1.3155433649142365,-1.3155433649142365,-1.2956471519494646,-1.2956471519494646,-1.2956471519494646,-1.3023069821209792,-1.3023069821209792,-1.3023069821209792
2018-08-26,-1.0966973135269122,-1.0966973135269122,-1.0966973135269122,-1.043938673065463,-1.043938673065463,-1.043938673065463,-1.02421020114961,-1.02421020114961,-1.02421020114961,-1.092322335193771,-1.092322335193771,-1.092322335193771
2018-09-02,-1.3784590891312203,-1.3784590891312203,-1.3784590891312203,-1.3124758591782684,-1.3124758591782684,-1.3124758591782684,-1.3054920699405794,-1.3054920699405794,-1.3054920699405794,-1.3982832989704026,-1.3982832989704026,-1.3982832989704026
2018-09-09,-1.1288199905208132,-1.1288199905208132,-1.1288199905208132,-1.087127718622096,-1.087127718622096,-1.087127718622096,-1.0641844322638332,-1.0641844322638332,-1.0641844322638332,-1.0450500271921916,-1.0450500271921916,-1.0450500271921916
