Date,Direxion Daily Real Estate Bear 3X SharesEtf_Open_average,Direxion Daily Real Estate Bear 3X SharesEtf_Open_max,Direxion Daily Real Estate Bear 3X SharesEtf_Open_min,Direxion Daily Real Estate Bear 3X SharesEtf_High_average,Direxion Daily Real Estate Bear 3X SharesEtf_High_max,Direxion Daily Real Estate Bear 3X SharesEtf_High_min,Direxion Daily Real Estate Bear 3X SharesEtf_Low_average,Direxion Daily Real Estate Bear 3X SharesEtf_Low_max,Direxion Daily Real Estate Bear 3X SharesEtf_Low_min,Direxion Daily Real Estate Bear 3X SharesEtf_Close_average,Direxion Daily Real Estate Bear 3X SharesEtf_Close_max,Direxion Daily Real Estate Bear 3X SharesEtf_Close_min
2018-05-27,-1.7853307247058825,-1.7853307247058825,-1.7853307247058825,-1.802079620577442,-1.802079620577442,-1.802079620577442,-1.865815168437961,-1.865815168437961,-1.865815168437961,-1.8506311376964206,-1.8506311376964206,-1.8506311376964206
2018-06-03,-1.8459648847013035,-1.8459648847013035,-1.8459648847013035,-1.8544139292163542,-1.8544139292163542,-1.8544139292163542,-1.9163805042250066,-1.9163805042250066,-1.9163805042250066,-1.9348821490986574,-1.9348821490986574,-1.9348821490986574
2018-06-10,-1.6139179247388238,-1.6139179247388238,-1.6139179247388238,-1.6031439256348596,-1.6031439256348596,-1.6031439256348596,-1.7472183153685363,-1.7472183153685363,-1.7472183153685363,-1.646623476830503,-1.646623476830503,-1.646623476830503
2018-06-17,-1.833241575813044,-1.833241575813044,-1.833241575813044,-1.7667172058313767,-1.7667172058313767,-1.7667172058313767,-1.8744397443595082,-1.8744397443595082,-1.8744397443595082,-1.9160088859901774,-1.9160088859901774,-1.9160088859901774
2018-06-24,-1.872443626095781,-1.872443626095781,-1.872443626095781,-1.7028561283825199,-1.7028561283825199,-1.7028561283825199,-1.8243784079609369,-1.8243784079609369,-1.8243784079609369,-1.7981723174554296,-1.7981723174554296,-1.7981723174554296
2018-07-01,-1.8576403770842962,-1.8576403770842962,-1.8576403770842962,-1.8425623887385234,-1.8425623887385234,-1.8425623887385234,-1.8369690027797236,-1.8369690027797236,-1.8369690027797236,-1.844139670724325,-1.844139670724325,-1.844139670724325
2018-07-08,-1.631266282140884,-1.631266282140884,-1.631266282140884,-1.5568778904674159,-1.5568778904674159,-1.5568778904674159,-1.5713448592149935,-1.5713448592149935,-1.5713448592149935,-1.4757727712073352,-1.4757727712073352,-1.4757727712073352
2018-07-15,-1.3263371437876281,-1.3263371437876281,-1.3263371437876281,-1.201436942059864,-1.201436942059864,-1.201436942059864,-1.2288104730898026,-1.2288104730898026,-1.2288104730898026,-1.173964405104631,-1.173964405104631,-1.173964405104631
2018-07-22,-1.1511181548708282,-1.1511181548708282,-1.1511181548708282,-0.9939805625153589,-0.9939805625153589,-0.9939805625153589,-1.072597937880308,-1.072597937880308,-1.072597937880308,-0.9198506046290732,-0.9198506046290732,-0.9198506046290732
2018-07-29,-1.2270718657610666,-1.2270718657610666,-1.2270718657610666,-1.2472119578361835,-1.2472119578361835,-1.2472119578361835,-1.308335773075883,-1.308335773075883,-1.308335773075883,-1.3199497629780956,-1.3199497629780956,-1.3199497629780956
2018-08-05,-1.1612645804504644,-1.1612645804504644,-1.1612645804504644,-1.1092184435701848,-1.1092184435701848,-1.1092184435701848,-1.107162770073067,-1.107162770073067,-1.107162770073067,-1.0238763153675123,-1.0238763153675123,-1.0238763153675123
2018-08-12,-1.2662499747506686,-1.2662499747506686,-1.2662499747506686,-1.3327597501742354,-1.3327597501742354,-1.3327597501742354,-1.3499407493506685,-1.3499407493506685,-1.3499407493506685,-1.4162590123550396,-1.4162590123550396,-1.4162590123550396
2018-08-19,-1.128106518606952,-1.128106518606952,-1.128106518606952,-1.1565357535564846,-1.1565357535564846,-1.1565357535564846,-1.1239610578960448,-1.1239610578960448,-1.1239610578960448,-1.1908842983923444,-1.1908842983923444,-1.1908842983923444
2018-08-26,-1.1718308004095435,-1.1718308004095435,-1.1718308004095435,-1.228658815594422,-1.228658815594422,-1.228658815594422,-1.1786024618808317,-1.1786024618808317,-1.1786024618808317,-1.206785619456491,-1.206785619456491,-1.206785619456491
2018-09-02,-1.07605073684029,-1.07605073684029,-1.07605073684029,-1.0172262541146535,-1.0172262541146535,-1.0172262541146535,-1.0072150298844367,-1.0072150298844367,-1.0072150298844367,-0.9340038260889122,-0.9340038260889122,-0.9340038260889122
2018-09-09,-1.0040958847198307,-1.0040958847198307,-1.0040958847198307,-0.8499123574395326,-0.8499123574395326,-0.8499123574395326,-0.9246983101397296,-0.9246983101397296,-0.9246983101397296,-0.9079245100925489,-0.9079245100925489,-0.9079245100925489
2018-09-16,-0.680820683264212,-0.680820683264212,-0.680820683264212,-0.793248092823538,-0.793248092823538,-0.793248092823538,-0.7661422621300079,-0.7661422621300079,-0.7661422621300079,-0.7101660183522323,-0.7101660183522323,-0.7101660183522323
2018-09-23,-0.09203651102133849,-0.09203651102133849,-0.09203651102133849,-0.19216669750836607,-0.19216669750836607,-0.19216669750836607,-0.31119214417892904,-0.31119214417892904,-0.31119214417892904,-0.42418602927149796,-0.42418602927149796,-0.42418602927149796
2018-09-30,0.716021515381085,0.716021515381085,0.716021515381085,0.6332193824294252,0.6332193824294252,0.6332193824294252,0.6770519969967841,0.6770519969967841,0.6770519969967841,0.7074652206061939,0.7074652206061939,0.7074652206061939
2018-10-07,1.498748298851868,1.498748298851868,1.498748298851868,1.9593343397475245,1.9593343397475245,1.9593343397475245,1.533554372096821,1.533554372096821,1.533554372096821,1.931591755755265,1.931591755755265,1.931591755755265
2018-10-14,1.0819829155506921,1.0819829155506921,1.0819829155506921,0.8718120169470492,0.8718120169470492,0.8718120169470492,1.025562590365843,1.025562590365843,1.025562590365843,0.8315273757770342,0.8315273757770342,0.8315273757770342
2018-10-21,0.33590955458788485,0.33590955458788485,0.33590955458788485,1.120452176392433,1.120452176392433,1.120452176392433,0.5857387368377278,0.5857387368377278,0.5857387368377278,1.0995926804206348,1.0995926804206348,1.0995926804206348
2018-10-28,0.7556974623546969,0.7556974623546969,0.7556974623546969,1.2261287968771508,1.2261287968771508,1.2261287968771508,1.0622610056249306,1.0622610056249306,1.0622610056249306,1.0349268622006889,1.0349268622006889,1.0349268622006889
2018-11-04,-0.4408853215360214,-0.4408853215360214,-0.4408853215360214,-0.4847762442002115,-0.4847762442002115,-0.4847762442002115,-0.4069281210601445,-0.4069281210601445,-0.4069281210601445,-0.45162842969267425,-0.45162842969267425,-0.45162842969267425
2018-11-11,0.04085697872739665,0.04085697872739665,0.04085697872739665,-0.14330939106515114,-0.14330939106515114,-0.14330939106515114,-0.31324378732487884,-0.31324378732487884,-0.31324378732487884,-0.44584847739321426,-0.44584847739321426,-0.44584847739321426
2018-11-18,-0.22913793208161493,-0.22913793208161493,-0.22913793208161493,0.05678215625861817,0.05678215625861817,0.05678215625861817,-0.1406252395801236,-0.1406252395801236,-0.1406252395801236,-0.08211922425360638,-0.08211922425360638,-0.08211922425360638
2018-11-25,-0.9242798734525869,-0.9242798734525869,-0.9242798734525869,-0.9609304514741882,-0.9609304514741882,-0.9609304514741882,-1.0459044901321277,-1.0459044901321277,-1.0459044901321277,-1.0758548363491856,-1.0758548363491856,-1.0758548363491856
2018-12-02,-1.6744439343584305,-1.6744439343584305,-1.6744439343584305,-1.3276527591844958,-1.3276527591844958,-1.3276527591844958,-1.5252533921795013,-1.5252533921795013,-1.5252533921795013,-1.1456172691644313,-1.1456172691644313,-1.1456172691644313
2018-12-09,-0.46496240400772154,-0.46496240400772154,-0.46496240400772154,-0.398087284483771,-0.398087284483771,-0.398087284483771,-0.26947093644394854,-0.26947093644394854,-0.26947093644394854,-0.34790241243405434,-0.34790241243405434,-0.34790241243405434
2018-12-16,1.845626285154868,1.845626285154868,1.845626285154868,1.9337868539071599,1.9337868539071599,1.9337868539071599,1.311598141555072,1.311598141555072,1.311598141555072,2.0481593540763186,2.0481593540763186,2.0481593540763186
2018-12-23,1.8447062809882995,1.8447062809882995,1.8447062809882995,1.8830509999106313,1.8830509999106313,1.8830509999106313,1.9268832119415156,1.9268832119415156,1.9268832119415156,1.8084241662831961,1.8084241662831961,1.8084241662831961
2018-12-30,2.127244544150816,2.127244544150816,2.127244544150816,1.7915324013016884,1.7915324013016884,1.7915324013016884,1.880743615100703,1.880743615100703,1.880743615100703,1.6218820270637855,1.6218820270637855,1.6218820270637855
2019-01-06,0.036188548946807716,0.036188548946807716,0.036188548946807716,-0.12830771962432178,-0.12830771962432178,-0.12830771962432178,0.13686855877388276,0.13686855877388276,0.13686855877388276,-0.12145759716420795,-0.12145759716420795,-0.12145759716420795
2019-01-13,-0.8262120728194328,-0.8262120728194328,-0.8262120728194328,-0.8360182110911323,-0.8360182110911323,-0.8360182110911323,-0.722527953061979,-0.722527953061979,-0.722527953061979,-0.8647183229000053,-0.8647183229000053,-0.8647183229000053
2019-01-20,-0.8160222657190147,-0.8160222657190147,-0.8160222657190147,-1.000435299402958,-1.000435299402958,-1.000435299402958,-1.1317524774917407,-1.1317524774917407,-1.1317524774917407,-1.1517952332622783,-1.1517952332622783,-1.1517952332622783
2019-01-27,-2.064019173560383,-2.064019173560383,-2.064019173560383,-1.6866880917689593,-1.6866880917689593,-1.6866880917689593,-2.182750056795424,-2.182750056795424,-2.182750056795424,-1.8363735029111343,-1.8363735029111343,-1.8363735029111343
2019-02-03,-2.0106650930273715,-2.0106650930273715,-2.0106650930273715,-2.0725283783855146,-2.0725283783855146,-2.0725283783855146,-2.114061601705973,-2.114061601705973,-2.114061601705973,-1.9913914945532574,-1.9913914945532574,-1.9913914945532574
2019-02-10,-1.7884455683344886,-1.7884455683344886,-1.7884455683344886,-1.8787416855604824,-1.8787416855604824,-1.8787416855604824,-1.87913520149963,-1.87913520149963,-1.87913520149963,-1.8369700279948193,-1.8369700279948193,-1.8369700279948193
2019-02-17,-1.5972040252377198,-1.5972040252377198,-1.5972040252377198,-1.5629750276218166,-1.5629750276218166,-1.5629750276218166,-1.7285248010438647,-1.7285248010438647,-1.7285248010438647,-1.6178268830729963,-1.6178268830729963,-1.6178268830729963
2019-02-24,-1.2919254972844316,-1.2919254972844316,-1.2919254972844316,-1.1338193820542433,-1.1338193820542433,-1.1338193820542433,-1.2299380301492993,-1.2299380301492993,-1.2299380301492993,-1.1602659647119722,-1.1602659647119722,-1.1602659647119722
2019-03-03,-0.9581621450174027,-0.9581621450174027,-0.9581621450174027,-1.0828300916497404,-1.0828300916497404,-1.0828300916497404,-1.102647710120249,-1.102647710120249,-1.102647710120249,-1.0481640564527075,-1.0481640564527075,-1.0481640564527075
2019-03-10,-1.4104543160889005,-1.4104543160889005,-1.4104543160889005,-1.3783073487796187,-1.3783073487796187,-1.3783073487796187,-1.3850700641695166,-1.3850700641695166,-1.3850700641695166,-1.2887547388376488,-1.2887547388376488,-1.2887547388376488
