Date,iShares MSCI EM ex China_Open_average,iShares MSCI EM ex China_Open_max,iShares MSCI EM ex China_Open_min,iShares MSCI EM ex China_High_average,iShares MSCI EM ex China_High_max,iShares MSCI EM ex China_High_min,iShares MSCI EM ex China_Low_average,iShares MSCI EM ex China_Low_max,iShares MSCI EM ex China_Low_min,iShares MSCI EM ex China_Close_average,iShares MSCI EM ex China_Close_max,iShares MSCI EM ex China_Close_min
2018-04-08,-0.4901368219989158,-0.4901368219989158,-0.4901368219989158,-0.4962494739354235,-0.4962494739354235,-0.4962494739354235,-0.3355774273257856,-0.3355774273257856,-0.3355774273257856,-0.3507282324569166,-0.3507282324569166,-0.3507282324569166
2018-04-15,-0.4884890252380184,-0.4884890252380184,-0.4884890252380184,-0.4913491807285128,-0.4913491807285128,-0.4913491807285128,-0.493717659161061,-0.493717659161061,-0.493717659161061,-0.49805271766975695,-0.49805271766975695,-0.49805271766975695
2018-04-22,-0.9077468398455217,-0.9077468398455217,-0.9077468398455217,-0.6276366089109946,-0.6276366089109946,-0.6276366089109946,-0.6211158774243974,-0.6211158774243974,-0.6211158774243974,-0.3813425336592878,-0.3813425336592878,-0.3813425336592878
2018-04-29,-1.9985625783155763,-1.9985625783155763,-1.9985625783155763,-2.003673917190856,-2.003673917190856,-2.003673917190856,-1.672945779901922,-1.672945779901922,-1.672945779901922,-1.678721379825263,-1.678721379825263,-1.678721379825263
2018-05-06,-1.3952623770817645,-1.3952623770817645,-1.3952623770817645,-1.343876087974013,-1.343876087974013,-1.343876087974013,-1.2703566190710243,-1.2703566190710243,-1.2703566190710243,-1.2176517735127623,-1.2176517735127623,-1.2176517735127623
2018-05-13,-2.165843255832524,-2.165843255832524,-2.165843255832524,-2.16952491642456,-2.16952491642456,-2.16952491642456,-2.163245199897227,-2.163245199897227,-2.163245199897227,-2.1128761710177137,-2.1128761710177137,-2.1128761710177137
2018-05-20,-1.5029019560998538,-1.5029019560998538,-1.5029019560998538,-1.4974298860866087,-1.4974298860866087,-1.4974298860866087,-1.435133796445912,-1.435133796445912,-1.435133796445912,-1.467590252142339,-1.467590252142339,-1.467590252142339
2018-05-27,-1.5063532240978192,-1.5063532240978192,-1.5063532240978192,-1.5315139071711654,-1.5315139071711654,-1.5315139071711654,-1.6005680158323687,-1.6005680158323687,-1.6005680158323687,-1.5794377967939977,-1.5794377967939977,-1.5794377967939977
2018-06-03,-1.4958470547535772,-1.4958470547535772,-1.4958470547535772,-1.5125177772409966,-1.5125177772409966,-1.5125177772409966,-1.4368743111796882,-1.4368743111796882,-1.4368743111796882,-1.4848205147585303,-1.4848205147585303,-1.4848205147585303
2018-06-10,-1.9003986726678854,-1.9003986726678854,-1.9003986726678854,-1.899924546970278,-1.899924546970278,-1.899924546970278,-1.890065224109793,-1.890065224109793,-1.890065224109793,-1.915897188007115,-1.915897188007115,-1.915897188007115
2018-06-17,-2.0093206710293137,-2.0093206710293137,-2.0093206710293137,-2.006912870772889,-2.006912870772889,-2.006912870772889,-2.057723668031841,-2.057723668031841,-2.057723668031841,-2.070852425624464,-2.070852425624464,-2.070852425624464
2018-06-24,-1.635917173282319,-1.635917173282319,-1.635917173282319,-1.585285164519679,-1.585285164519679,-1.585285164519679,-1.6166428962866823,-1.6166428962866823,-1.6166428962866823,-1.6088948561456995,-1.6088948561456995,-1.6088948561456995
2018-07-01,-1.3937288675119346,-1.3937288675119346,-1.3937288675119346,-1.318744820666197,-1.318744820666197,-1.318744820666197,-1.3694097904325342,-1.3694097904325342,-1.3694097904325342,-1.2911246646045584,-1.2911246646045584,-1.2911246646045584
2018-07-08,-0.8257667085481429,-0.8257667085481429,-0.8257667085481429,-0.8554340737723721,-0.8554340737723721,-0.8554340737723721,-0.8161976128417,-0.8161976128417,-0.8161976128417,-0.8443791100675349,-0.8443791100675349,-0.8443791100675349
2018-07-15,-0.5716052319774195,-0.5716052319774195,-0.5716052319774195,-0.5323000774097567,-0.5323000774097567,-0.5323000774097567,-0.5447070833572315,-0.5447070833572315,-0.5447070833572315,-0.5202526313354846,-0.5202526313354846,-0.5202526313354846
