Date,ProShares Ultra MSCI Emerging Markets_Open_average,ProShares Ultra MSCI Emerging Markets_Open_max,ProShares Ultra MSCI Emerging Markets_Open_min,ProShares Ultra MSCI Emerging Markets_High_average,ProShares Ultra MSCI Emerging Markets_High_max,ProShares Ultra MSCI Emerging Markets_High_min,ProShares Ultra MSCI Emerging Markets_Low_average,ProShares Ultra MSCI Emerging Markets_Low_max,ProShares Ultra MSCI Emerging Markets_Low_min,ProShares Ultra MSCI Emerging Markets_Close_average,ProShares Ultra MSCI Emerging Markets_Close_max,ProShares Ultra MSCI Emerging Markets_Close_min
2018-04-08,-1.0205926758865516,-1.0205926758865516,-1.0205926758865516,-1.1477799629995493,-1.1477799629995493,-1.1477799629995493,-0.8416963373140776,-0.8416963373140776,-0.8416963373140776,-0.9382822862257054,-0.9382822862257054,-0.9382822862257054
2018-04-15,-1.1195321551066628,-1.1195321551066628,-1.1195321551066628,-1.2178423577124065,-1.2178423577124065,-1.2178423577124065,-1.0079551158905733,-1.0079551158905733,-1.0079551158905733,-1.1953018203658556,-1.1953018203658556,-1.1953018203658556
2018-04-22,-0.8911377016958006,-0.8911377016958006,-0.8911377016958006,-1.051694943942025,-1.051694943942025,-1.051694943942025,-0.9306647469734742,-0.9306647469734742,-0.9306647469734742,-1.129611373143355,-1.129611373143355,-1.129611373143355
2018-04-29,-1.720689396918881,-1.720689396918881,-1.720689396918881,-1.6283919209172513,-1.6283919209172513,-1.6283919209172513,-1.4624210923593848,-1.4624210923593848,-1.4624210923593848,-1.534522290432406,-1.534522290432406,-1.534522290432406
2018-05-06,-0.5221991687437902,-0.5221991687437902,-0.5221991687437902,-0.5557020620651911,-0.5557020620651911,-0.5557020620651911,-0.43265201684524,-0.43265201684524,-0.43265201684524,-0.5967808599918298,-0.5967808599918298,-0.5967808599918298
2018-05-13,-1.2706916551257497,-1.2706916551257497,-1.2706916551257497,-1.305275612722675,-1.305275612722675,-1.305275612722675,-1.2441055648452215,-1.2441055648452215,-1.2441055648452215,-1.241708911970972,-1.241708911970972,-1.241708911970972
2018-05-20,-1.2762681476279574,-1.2762681476279574,-1.2762681476279574,-1.252461776933318,-1.252461776933318,-1.252461776933318,-1.0877072974448692,-1.0877072974448692,-1.0877072974448692,-1.1606838962165238,-1.1606838962165238,-1.1606838962165238
2018-05-27,-0.8095934489506893,-0.8095934489506893,-0.8095934489506893,-0.8009477581373687,-0.8009477581373687,-0.8009477581373687,-0.6288419865262121,-0.6288419865262121,-0.6288419865262121,-0.5957601943732207,-0.5957601943732207,-0.5957601943732207
2018-06-03,-1.0569840114868438,-1.0569840114868438,-1.0569840114868438,-1.1732008848429019,-1.1732008848429019,-1.1732008848429019,-1.0941131911634308,-1.0941131911634308,-1.0941131911634308,-1.1379634889078187,-1.1379634889078187,-1.1379634889078187
2018-06-10,-2.3681461589759114,-2.3681461589759114,-2.3681461589759114,-2.3273415363216268,-2.3273415363216268,-2.3273415363216268,-2.494133167337727,-2.494133167337727,-2.494133167337727,-2.247555213570108,-2.247555213570108,-2.247555213570108
2018-06-17,-2.1946177692428472,-2.1946177692428472,-2.1946177692428472,-2.3160583242580035,-2.3160583242580035,-2.3160583242580035,-2.4440424565841106,-2.4440424565841106,-2.4440424565841106,-2.393902980092717,-2.393902980092717,-2.393902980092717
2018-06-24,-2.0620959427657595,-2.0620959427657595,-2.0620959427657595,-2.0361813762320264,-2.0361813762320264,-2.0361813762320264,-2.042158536606423,-2.042158536606423,-2.042158536606423,-2.017493059161154,-2.017493059161154,-2.017493059161154
2018-07-01,-1.1013265590551347,-1.1013265590551347,-1.1013265590551347,-1.0996111930675447,-1.0996111930675447,-1.0996111930675447,-1.0917329542049834,-1.0917329542049834,-1.0917329542049834,-1.0540934188593374,-1.0540934188593374,-1.0540934188593374
2018-07-08,-1.1198866817394701,-1.1198866817394701,-1.1198866817394701,-1.2029986388485752,-1.2029986388485752,-1.2029986388485752,-1.1032086092552271,-1.1032086092552271,-1.1032086092552271,-1.2105845719160218,-1.2105845719160218,-1.2105845719160218
2018-07-15,-0.9481963349083539,-0.9481963349083539,-0.9481963349083539,-1.0182205261234378,-1.0182205261234378,-1.0182205261234378,-0.9747632357145791,-0.9747632357145791,-0.9747632357145791,-1.0674452897368751,-1.0674452897368751,-1.0674452897368751
2018-07-22,-0.20950382659933553,-0.20950382659933553,-0.20950382659933553,-0.29031222348859476,-0.29031222348859476,-0.29031222348859476,-0.26197392547641457,-0.26197392547641457,-0.26197392547641457,-0.3816872517012475,-0.3816872517012475,-0.3816872517012475
2018-07-29,-0.7005423291354342,-0.7005423291354342,-0.7005423291354342,-0.698100084269875,-0.698100084269875,-0.698100084269875,-0.6202820258697215,-0.6202820258697215,-0.6202820258697215,-0.7380897216047271,-0.7380897216047271,-0.7380897216047271
2018-08-05,-1.2987171440080139,-1.2987171440080139,-1.2987171440080139,-1.3128711941884248,-1.3128711941884248,-1.3128711941884248,-1.326868152683522,-1.326868152683522,-1.326868152683522,-1.4585093855816333,-1.4585093855816333,-1.4585093855816333
2018-08-12,-1.4042746043168621,-1.4042746043168621,-1.4042746043168621,-1.3875544307831202,-1.3875544307831202,-1.3875544307831202,-1.3183087628220138,-1.3183087628220138,-1.3183087628220138,-1.3513246168768567,-1.3513246168768567,-1.3513246168768567
2018-08-19,-0.33965605923927816,-0.33965605923927816,-0.33965605923927816,-0.13385329439965576,-0.13385329439965576,-0.13385329439965576,-0.20776636912179583,-0.20776636912179583,-0.20776636912179583,-0.12270050582462208,-0.12270050582462208,-0.12270050582462208
2018-08-26,-0.9765640975288302,-0.9765640975288302,-0.9765640975288302,-0.7414547543457047,-0.7414547543457047,-0.7414547543457047,-0.8230367738323966,-0.8230367738323966,-0.8230367738323966,-0.642826794860885,-0.642826794860885,-0.642826794860885
2018-09-02,-2.080643089446603,-2.080643089446603,-2.080643089446603,-2.162193421680725,-2.162193421680725,-2.162193421680725,-2.216516991532341,-2.216516991532341,-2.216516991532341,-2.2968974964214106,-2.2968974964214106,-2.2968974964214106
2018-09-09,-1.6592589538988307,-1.6592589538988307,-1.6592589538988307,-1.6635111563703344,-1.6635111563703344,-1.6635111563703344,-1.5226498441567013,-1.5226498441567013,-1.5226498441567013,-1.6349163366518256,-1.6349163366518256,-1.6349163366518256
2018-09-16,-0.5484203876167141,-0.5484203876167141,-0.5484203876167141,-0.6720780514117481,-0.6720780514117481,-0.6720780514117481,-0.40043414644499636,-0.40043414644499636,-0.40043414644499636,-0.5232863724090089,-0.5232863724090089,-0.5232863724090089
2018-09-23,-0.20107495523044608,-0.20107495523044608,-0.20107495523044608,-0.3062911712920065,-0.3062911712920065,-0.3062911712920065,-0.3121757202686098,-0.3121757202686098,-0.3121757202686098,-0.29863749994051464,-0.29863749994051464,-0.29863749994051464
