Date,iShares Edge MSCI Min Vol EM_Open_average,iShares Edge MSCI Min Vol EM_Open_max,iShares Edge MSCI Min Vol EM_Open_min,iShares Edge MSCI Min Vol EM_High_average,iShares Edge MSCI Min Vol EM_High_max,iShares Edge MSCI Min Vol EM_High_min,iShares Edge MSCI Min Vol EM_Low_average,iShares Edge MSCI Min Vol EM_Low_max,iShares Edge MSCI Min Vol EM_Low_min,iShares Edge MSCI Min Vol EM_Close_average,iShares Edge MSCI Min Vol EM_Close_max,iShares Edge MSCI Min Vol EM_Close_min
2018-04-08,-0.06300855668076445,-0.06300855668076445,-0.06300855668076445,-0.1929016870185573,-0.1929016870185573,-0.1929016870185573,0.1550892409525065,0.1550892409525065,0.1550892409525065,0.12691019093566586,0.12691019093566586,0.12691019093566586
2018-04-15,-0.5649695032677562,-0.5649695032677562,-0.5649695032677562,-0.8089697237382746,-0.8089697237382746,-0.8089697237382746,-0.4889364470451989,-0.4889364470451989,-0.4889364470451989,-0.6540073351061122,-0.6540073351061122,-0.6540073351061122
2018-04-22,-0.6271672383312153,-0.6271672383312153,-0.6271672383312153,-0.9046191583974363,-0.9046191583974363,-0.9046191583974363,-0.6476742728398034,-0.6476742728398034,-0.6476742728398034,-1.0469811946029297,-1.0469811946029297,-1.0469811946029297
2018-04-29,-2.012856813240147,-2.012856813240147,-2.012856813240147,-2.0973534115849057,-2.0973534115849057,-2.0973534115849057,-1.6219874059833441,-1.6219874059833441,-1.6219874059833441,-1.762403553081798,-1.762403553081798,-1.762403553081798
2018-05-06,-0.34459642944148045,-0.34459642944148045,-0.34459642944148045,-0.5344209690354776,-0.5344209690354776,-0.5344209690354776,-0.20555339617536533,-0.20555339617536533,-0.20555339617536533,-0.46948508158205354,-0.46948508158205354,-0.46948508158205354
2018-05-13,-1.4452734097967685,-1.4452734097967685,-1.4452734097967685,-1.4709772844605176,-1.4709772844605176,-1.4709772844605176,-1.227804718632545,-1.227804718632545,-1.227804718632545,-1.2616511718339494,-1.2616511718339494,-1.2616511718339494
2018-05-20,-0.8596294897709607,-0.8596294897709607,-0.8596294897709607,-0.8301546574422062,-0.8301546574422062,-0.8301546574422062,-0.5313130554076839,-0.5313130554076839,-0.5313130554076839,-0.5514685729632535,-0.5514685729632535,-0.5514685729632535
2018-05-27,-0.17913201597964085,-0.17913201597964085,-0.17913201597964085,-0.37735497935212486,-0.37735497935212486,-0.37735497935212486,-0.09048816147829784,-0.09048816147829784,-0.09048816147829784,-0.16156488391158597,-0.16156488391158597,-0.16156488391158597
2018-06-03,-0.11429563621257295,-0.11429563621257295,-0.11429563621257295,-0.2875781496407347,-0.2875781496407347,-0.2875781496407347,0.13273927989905873,0.13273927989905873,0.13273927989905873,-0.23126505404521203,-0.23126505404521203,-0.23126505404521203
2018-06-10,-2.096256044934258,-2.096256044934258,-2.096256044934258,-2.1288014211898036,-2.1288014211898036,-2.1288014211898036,-2.3202899959355743,-2.3202899959355743,-2.3202899959355743,-2.1505140116822767,-2.1505140116822767,-2.1505140116822767
2018-06-17,-2.527078077417726,-2.527078077417726,-2.527078077417726,-2.5628365179608106,-2.5628365179608106,-2.5628365179608106,-2.6711433647960323,-2.6711433647960323,-2.6711433647960323,-2.646003339334056,-2.646003339334056,-2.646003339334056
2018-06-24,-2.245177497190495,-2.245177497190495,-2.245177497190495,-2.2332903388478735,-2.2332903388478735,-2.2332903388478735,-2.178186786497623,-2.178186786497623,-2.178186786497623,-2.185842669028987,-2.185842669028987,-2.185842669028987
2018-07-01,-1.312295507211372,-1.312295507211372,-1.312295507211372,-1.222269178152168,-1.222269178152168,-1.222269178152168,-1.1975498276649164,-1.1975498276649164,-1.1975498276649164,-1.1717506457212905,-1.1717506457212905,-1.1717506457212905
