Date,iShares MSCI Brazil Small-Cap_Open_average,iShares MSCI Brazil Small-Cap_Open_max,iShares MSCI Brazil Small-Cap_Open_min,iShares MSCI Brazil Small-Cap_High_average,iShares MSCI Brazil Small-Cap_High_max,iShares MSCI Brazil Small-Cap_High_min,iShares MSCI Brazil Small-Cap_Low_average,iShares MSCI Brazil Small-Cap_Low_max,iShares MSCI Brazil Small-Cap_Low_min,iShares MSCI Brazil Small-Cap_Close_average,iShares MSCI Brazil Small-Cap_Close_max,iShares MSCI Brazil Small-Cap_Close_min
2018-04-08,-1.474944927952483,-1.474944927952483,-1.474944927952483,-1.7197679914364665,-1.7197679914364665,-1.7197679914364665,-1.4931059567495566,-1.4931059567495566,-1.4931059567495566,-1.5267991787676423,-1.5267991787676423,-1.5267991787676423
2018-04-15,-0.737013442185218,-0.737013442185218,-0.737013442185218,-0.5647239276284829,-0.5647239276284829,-0.5647239276284829,-0.2737221846058103,-0.2737221846058103,-0.2737221846058103,-0.32368386074058525,-0.32368386074058525,-0.32368386074058525
2018-04-22,-0.8492083314634666,-0.8492083314634666,-0.8492083314634666,-1.1104205369075857,-1.1104205369075857,-1.1104205369075857,-0.7235916705299886,-0.7235916705299886,-0.7235916705299886,-0.9028534175633517,-0.9028534175633517,-0.9028534175633517
2018-04-29,-2.194161096990965,-2.194161096990965,-2.194161096990965,-2.126816578584024,-2.126816578584024,-2.126816578584024,-1.922843343886824,-1.922843343886824,-1.922843343886824,-1.9369865406238804,-1.9369865406238804,-1.9369865406238804
2018-05-06,-2.011393522830676,-2.011393522830676,-2.011393522830676,-2.0296818378934525,-2.0296818378934525,-2.0296818378934525,-2.0562583494947972,-2.0562583494947972,-2.0562583494947972,-1.9666784480663548,-1.9666784480663548,-1.9666784480663548
2018-05-13,-2.390228362837399,-2.390228362837399,-2.390228362837399,-2.377385538308961,-2.377385538308961,-2.377385538308961,-2.126107154941534,-2.126107154941534,-2.126107154941534,-2.0719498719854954,-2.0719498719854954,-2.0719498719854954
2018-05-20,-1.8193012214182895,-1.8193012214182895,-1.8193012214182895,-1.8538024178385875,-1.8538024178385875,-1.8538024178385875,-1.793380440633856,-1.793380440633856,-1.793380440633856,-1.7907707584945993,-1.7907707584945993,-1.7907707584945993
2018-05-27,-1.7581078970718527,-1.7581078970718527,-1.7581078970718527,-1.7081179688751338,-1.7081179688751338,-1.7081179688751338,-1.5433000288614374,-1.5433000288614374,-1.5433000288614374,-1.4878629644493595,-1.4878629644493595,-1.4878629644493595
2018-06-03,-1.9273008684865642,-1.9273008684865642,-1.9273008684865642,-1.8782277298061765,-1.8782277298061765,-1.8782277298061765,-1.875092328162913,-1.875092328162913,-1.875092328162913,-1.919772095351967,-1.919772095351967,-1.919772095351967
2018-06-10,-1.8173338452995833,-1.8173338452995833,-1.8173338452995833,-1.865246249775119,-1.865246249775119,-1.865246249775119,-1.8160482610460147,-1.8160482610460147,-1.8160482610460147,-1.8010423197245389,-1.8010423197245389,-1.8010423197245389
2018-06-17,-1.6486966302373065,-1.6486966302373065,-1.6486966302373065,-1.6368803337274442,-1.6368803337274442,-1.6368803337274442,-1.634964252774943,-1.634964252774943,-1.634964252774943,-1.6299095327289435,-1.6299095327289435,-1.6299095327289435
2018-06-24,-1.5682107434231272,-1.5682107434231272,-1.5682107434231272,-1.566631787024142,-1.566631787024142,-1.566631787024142,-1.5171025111477894,-1.5171025111477894,-1.5171025111477894,-1.5424233218945822,-1.5424233218945822,-1.5424233218945822
2018-07-01,-1.013079463203661,-1.013079463203661,-1.013079463203661,-1.0288623301018802,-1.0288623301018802,-1.0288623301018802,-0.9816650881328091,-0.9816650881328091,-0.9816650881328091,-0.9622787983168745,-0.9622787983168745,-0.9622787983168745
2018-07-08,-0.75442298177049,-0.75442298177049,-0.75442298177049,-0.7575070053343079,-0.7575070053343079,-0.7575070053343079,-0.7205382949075143,-0.7205382949075143,-0.7205382949075143,-0.7527450762201798,-0.7527450762201798,-0.7527450762201798
2018-07-15,-0.16259310130541021,-0.16259310130541021,-0.16259310130541021,-0.2115888696306019,-0.2115888696306019,-0.2115888696306019,-0.17143227868753078,-0.17143227868753078,-0.17143227868753078,-0.1802293862273263,-0.1802293862273263,-0.1802293862273263
2018-07-22,0.15243072560389329,0.15243072560389329,0.15243072560389329,0.1169098974239779,0.1169098974239779,0.1169098974239779,0.29250490048735434,0.29250490048735434,0.29250490048735434,0.26336604365215033,0.26336604365215033,0.26336604365215033
2018-07-29,0.6216932839247868,0.6216932839247868,0.6216932839247868,0.5874114533696974,0.5874114533696974,0.5874114533696974,0.6552202298731103,0.6552202298731103,0.6552202298731103,0.5640473473570435,0.5640473473570435,0.5640473473570435
2018-08-05,-1.0106852099406305,-1.0106852099406305,-1.0106852099406305,-0.890115258381322,-0.890115258381322,-0.890115258381322,-1.0215250050011142,-1.0215250050011142,-1.0215250050011142,-0.8946009744740124,-0.8946009744740124,-0.8946009744740124
2018-08-12,-0.8398135286957372,-0.8398135286957372,-0.8398135286957372,-0.9413755772518206,-0.9413755772518206,-0.9413755772518206,-0.9058191881115447,-0.9058191881115447,-0.9058191881115447,-0.9653922801602012,-0.9653922801602012,-0.9653922801602012
2018-08-19,-1.4549687476853672,-1.4549687476853672,-1.4549687476853672,-1.370365120013425,-1.370365120013425,-1.370365120013425,-1.3517631999280963,-1.3517631999280963,-1.3517631999280963,-1.333969213051537,-1.333969213051537,-1.333969213051537
2018-08-26,-1.5661633061874438,-1.5661633061874438,-1.5661633061874438,-1.3951293367578042,-1.3951293367578042,-1.3951293367578042,-1.5163081708271102,-1.5163081708271102,-1.5163081708271102,-1.337892179706347,-1.337892179706347,-1.337892179706347
2018-09-02,-1.28004125402356,-1.28004125402356,-1.28004125402356,-1.4439059031244528,-1.4439059031244528,-1.4439059031244528,-1.426618944499175,-1.426618944499175,-1.426618944499175,-1.5329598915338947,-1.5329598915338947,-1.5329598915338947
2018-09-09,-1.7057039914387506,-1.7057039914387506,-1.7057039914387506,-1.6328364747604354,-1.6328364747604354,-1.6328364747604354,-1.6729763637731203,-1.6729763637731203,-1.6729763637731203,-1.5993370120758559,-1.5993370120758559,-1.5993370120758559
2018-09-16,-0.7223521833351277,-0.7223521833351277,-0.7223521833351277,-0.867365939867032,-0.867365939867032,-0.867365939867032,-0.9399323221512388,-0.9399323221512388,-0.9399323221512388,-1.00414596787792,-1.00414596787792,-1.00414596787792
2018-09-23,-0.742921026973152,-0.742921026973152,-0.742921026973152,-0.8724835652202946,-0.8724835652202946,-0.8724835652202946,-0.834150741873798,-0.834150741873798,-0.834150741873798,-0.8664362299350807,-0.8664362299350807,-0.8664362299350807
2018-09-30,0.9956603793994309,0.9956603793994309,0.9956603793994309,1.0518740620985578,1.0518740620985578,1.0518740620985578,0.9625248467652915,0.9625248467652915,0.9625248467652915,1.0186385385794852,1.0186385385794852,1.0186385385794852
2018-10-07,0.6766942340890747,0.6766942340890747,0.6766942340890747,0.6269635317312354,0.6269635317312354,0.6269635317312354,0.5636575204392774,0.5636575204392774,0.5636575204392774,0.5064290695253294,0.5064290695253294,0.5064290695253294
2018-10-14,1.2656050527426075,1.2656050527426075,1.2656050527426075,1.4012773421327847,1.4012773421327847,1.4012773421327847,1.3749283571148392,1.3749283571148392,1.3749283571148392,1.4619665531307802,1.4619665531307802,1.4619665531307802
2018-10-21,1.8111876060378793,1.8111876060378793,1.8111876060378793,1.8510043837244698,1.8510043837244698,1.8510043837244698,1.233833274049113,1.233833274049113,1.233833274049113,1.301816010923772,1.301816010923772,1.301816010923772
2018-10-28,1.5801727276922295,1.5801727276922295,1.5801727276922295,1.5479964173490683,1.5479964173490683,1.5479964173490683,1.818449644682385,1.818449644682385,1.818449644682385,1.7865313953365223,1.7865313953365223,1.7865313953365223
2018-11-04,0.9506356069029978,0.9506356069029978,0.9506356069029978,0.897865907947609,0.897865907947609,0.897865907947609,1.0650817765376073,1.0650817765376073,1.0650817765376073,1.0433409458475817,1.0433409458475817,1.0433409458475817
2018-11-11,1.1044040254997138,1.1044040254997138,1.1044040254997138,1.0814720102653894,1.0814720102653894,1.0814720102653894,1.2201933887416803,1.2201933887416803,1.2201933887416803,1.2474073725546189,1.2474073725546189,1.2474073725546189
2018-11-18,0.5989784894020572,0.5989784894020572,0.5989784894020572,0.546560600500131,0.546560600500131,0.546560600500131,0.4617160788094343,0.4617160788094343,0.4617160788094343,0.41659685874293373,0.41659685874293373,0.41659685874293373
2018-11-25,0.9662566084549251,0.9662566084549251,0.9662566084549251,0.9834264698166149,0.9834264698166149,0.9834264698166149,1.0470643789030227,1.0470643789030227,1.0470643789030227,1.0551687232557883,1.0551687232557883,1.0551687232557883
2018-12-02,0.2980048457137571,0.2980048457137571,0.2980048457137571,0.34011849494390484,0.34011849494390484,0.34011849494390484,0.43967833338989576,0.43967833338989576,0.43967833338989576,0.36617369342935874,0.36617369342935874,0.36617369342935874
2018-12-09,0.44859326810290395,0.44859326810290395,0.44859326810290395,0.4584121832780088,0.4584121832780088,0.4584121832780088,0.49710115289505397,0.49710115289505397,0.49710115289505397,0.4203504728272072,0.4203504728272072,0.4203504728272072
2018-12-16,-0.34466664769870675,-0.34466664769870675,-0.34466664769870675,-0.14898712906157668,-0.14898712906157668,-0.14898712906157668,-0.1689161978037453,-0.1689161978037453,-0.1689161978037453,-0.265769191764318,-0.265769191764318,-0.265769191764318
2018-12-23,0.24403415095963513,0.24403415095963513,0.24403415095963513,0.20266853765071338,0.20266853765071338,0.20266853765071338,0.6244415309090939,0.6244415309090939,0.6244415309090939,0.7441549759808563,0.7441549759808563,0.7441549759808563
2018-12-30,1.9866763349948642,1.9866763349948642,1.9866763349948642,1.9252526363179583,1.9252526363179583,1.9252526363179583,1.963848581552635,1.963848581552635,1.963848581552635,1.947181103276567,1.947181103276567,1.947181103276567
2019-01-06,1.9261201876216292,1.9261201876216292,1.9261201876216292,2.2045751769813906,2.2045751769813906,2.2045751769813906,2.2415579759934547,2.2415579759934547,2.2415579759934547,2.3475584960016334,2.3475584960016334,2.3475584960016334
2019-01-13,1.8364854905283363,1.8364854905283363,1.8364854905283363,1.7386648275660082,1.7386648275660082,1.7386648275660082,1.8043664684985339,1.8043664684985339,1.8043664684985339,1.781752967028567,1.781752967028567,1.781752967028567
2019-01-20,1.522451594638444,1.522451594638444,1.522451594638444,1.558468872652687,1.558468872652687,1.558468872652687,1.5088509402957815,1.5088509402957815,1.5088509402957815,1.5654043671936484,1.5654043671936484,1.5654043671936484
2019-01-27,1.9557999183939874,1.9557999183939874,1.9557999183939874,1.9488242969814455,1.9488242969814455,1.9488242969814455,2.027330820959233,2.027330820959233,2.027330820959233,1.915952101593542,1.915952101593542,1.915952101593542
2019-02-03,1.0378471030812513,1.0378471030812513,1.0378471030812513,0.9164760114565103,0.9164760114565103,0.9164760114565103,0.802896056817464,0.802896056817464,0.802896056817464,0.8084354295050333,0.8084354295050333,0.8084354295050333
2019-02-10,1.1614955146655497,1.1614955146655497,1.1614955146655497,1.1539271962541056,1.1539271962541056,1.1539271962541056,1.1974146846542943,1.1974146846542943,1.1974146846542943,1.1757235707285618,1.1757235707285618,1.1757235707285618
