Date,WisdomTree EM Dividend Fund_etf_Open_average,WisdomTree EM Dividend Fund_etf_Open_max,WisdomTree EM Dividend Fund_etf_Open_min,WisdomTree EM Dividend Fund_etf_High_average,WisdomTree EM Dividend Fund_etf_High_max,WisdomTree EM Dividend Fund_etf_High_min,WisdomTree EM Dividend Fund_etf_Low_average,WisdomTree EM Dividend Fund_etf_Low_max,WisdomTree EM Dividend Fund_etf_Low_min,WisdomTree EM Dividend Fund_etf_Close_average,WisdomTree EM Dividend Fund_etf_Close_max,WisdomTree EM Dividend Fund_etf_Close_min
2018-04-08,-0.6787184803331077,-0.6787184803331077,-0.6787184803331077,-0.8691072525681729,-0.8691072525681729,-0.8691072525681729,-0.4737357624850801,-0.4737357624850801,-0.4737357624850801,-0.694526741622236,-0.694526741622236,-0.694526741622236
2018-04-15,-0.6860213253106157,-0.6860213253106157,-0.6860213253106157,-0.9310844248606855,-0.9310844248606855,-0.9310844248606855,-0.6035440660075506,-0.6035440660075506,-0.6035440660075506,-0.747096012158555,-0.747096012158555,-0.747096012158555
2018-04-22,-0.726867676997454,-0.726867676997454,-0.726867676997454,-1.0008765238809276,-1.0008765238809276,-1.0008765238809276,-0.40306367959392375,-0.40306367959392375,-0.40306367959392375,-0.6494430870245778,-0.6494430870245778,-0.6494430870245778
2018-04-29,-1.6827751275388518,-1.6827751275388518,-1.6827751275388518,-1.291739984710306,-1.291739984710306,-1.291739984710306,-1.2960430259236446,-1.2960430259236446,-1.2960430259236446,-1.0297787792814665,-1.0297787792814665,-1.0297787792814665
2018-05-06,-0.6063665505519706,-0.6063665505519706,-0.6063665505519706,-0.8506146178704774,-0.8506146178704774,-0.8506146178704774,-0.6520306097154493,-0.6520306097154493,-0.6520306097154493,-0.7607350866216864,-0.7607350866216864,-0.7607350866216864
2018-05-13,-1.869463467994061,-1.869463467994061,-1.869463467994061,-1.8576985309742335,-1.8576985309742335,-1.8576985309742335,-1.6839031079235554,-1.6839031079235554,-1.6839031079235554,-1.6699229435569993,-1.6699229435569993,-1.6699229435569993
2018-05-20,-1.351135372391071,-1.351135372391071,-1.351135372391071,-1.505674912893055,-1.505674912893055,-1.505674912893055,-1.3866686412787883,-1.3866686412787883,-1.3866686412787883,-1.4673324214779295,-1.4673324214779295,-1.4673324214779295
2018-05-27,-1.5570013750364122,-1.5570013750364122,-1.5570013750364122,-1.2771105780730276,-1.2771105780730276,-1.2771105780730276,-1.4152707296407057,-1.4152707296407057,-1.4152707296407057,-1.0636227688612334,-1.0636227688612334,-1.0636227688612334
2018-06-03,-1.108817458828766,-1.108817458828766,-1.108817458828766,-1.09219298889311,-1.09219298889311,-1.09219298889311,-1.2516717734212686,-1.2516717734212686,-1.2516717734212686,-0.9961991674622823,-0.9961991674622823,-0.9961991674622823
2018-06-10,-1.9133308020090654,-1.9133308020090654,-1.9133308020090654,-2.043801186955921,-2.043801186955921,-2.043801186955921,-2.1135100946457515,-2.1135100946457515,-2.1135100946457515,-2.246213437571708,-2.246213437571708,-2.246213437571708
