Date,WisdomTree Emerging Currency Strategy_Open_average,WisdomTree Emerging Currency Strategy_Open_max,WisdomTree Emerging Currency Strategy_Open_min,WisdomTree Emerging Currency Strategy_High_average,WisdomTree Emerging Currency Strategy_High_max,WisdomTree Emerging Currency Strategy_High_min,WisdomTree Emerging Currency Strategy_Low_average,WisdomTree Emerging Currency Strategy_Low_max,WisdomTree Emerging Currency Strategy_Low_min,WisdomTree Emerging Currency Strategy_Close_average,WisdomTree Emerging Currency Strategy_Close_max,WisdomTree Emerging Currency Strategy_Close_min
2018-04-08,-0.5488824959864367,-0.5488824959864367,-0.5488824959864367,-0.8388159906155277,-0.8388159906155277,-0.8388159906155277,-0.6348110542727231,-0.6348110542727231,-0.6348110542727231,-0.7888212183882206,-0.7888212183882206,-0.7888212183882206
2018-04-15,-1.8122510022655793,-1.8122510022655793,-1.8122510022655793,-2.316452791086587,-2.316452791086587,-2.316452791086587,-2.1611667960600824,-2.1611667960600824,-2.1611667960600824,-2.392511671573232,-2.392511671573232,-2.392511671573232
2018-04-22,-1.834811867117288,-1.834811867117288,-1.834811867117288,-2.092603648130728,-2.092603648130728,-2.092603648130728,-1.9028918817814287,-1.9028918817814287,-1.9028918817814287,-1.9892291139904366,-1.9892291139904366,-1.9892291139904366
2018-04-29,-2.3232844884569808,-2.3232844884569808,-2.3232844884569808,-2.400266248398163,-2.400266248398163,-2.400266248398163,-2.4429491161754453,-2.4429491161754453,-2.4429491161754453,-2.4069390504279298,-2.4069390504279298,-2.4069390504279298
2018-05-06,-1.7025512384601755,-1.7025512384601755,-1.7025512384601755,-1.737121848055937,-1.737121848055937,-1.737121848055937,-1.7130002843616543,-1.7130002843616543,-1.7130002843616543,-1.646976761866931,-1.646976761866931,-1.646976761866931
2018-05-13,-2.3132061848026995,-2.3132061848026995,-2.3132061848026995,-2.1887620971957293,-2.1887620971957293,-2.1887620971957293,-2.1962336677690586,-2.1962336677690586,-2.1962336677690586,-2.0536445790105793,-2.0536445790105793,-2.0536445790105793
2018-05-20,-1.6060813598161194,-1.6060813598161194,-1.6060813598161194,-1.6106570784906509,-1.6106570784906509,-1.6106570784906509,-1.5190427125372725,-1.5190427125372725,-1.5190427125372725,-1.5241350661786495,-1.5241350661786495,-1.5241350661786495
2018-05-27,-1.2946567762238663,-1.2946567762238663,-1.2946567762238663,-1.2572168081140644,-1.2572168081140644,-1.2572168081140644,-1.2528935413111686,-1.2528935413111686,-1.2528935413111686,-1.2388819273481593,-1.2388819273481593,-1.2388819273481593
2018-06-03,-1.31697616892189,-1.31697616892189,-1.31697616892189,-1.2351943259344043,-1.2351943259344043,-1.2351943259344043,-1.352858028831193,-1.352858028831193,-1.352858028831193,-1.3524078790326557,-1.3524078790326557,-1.3524078790326557
2018-06-10,-1.5398873605864412,-1.5398873605864412,-1.5398873605864412,-1.5482791784521892,-1.5482791784521892,-1.5482791784521892,-1.545756617842144,-1.545756617842144,-1.545756617842144,-1.474308122993535,-1.474308122993535,-1.474308122993535
