Date,LIFE_stock_Open_average,LIFE_stock_Open_max,LIFE_stock_Open_min,LIFE_stock_Open_volatility,LIFE_stock_Open_change,LIFE_stock_High_average,LIFE_stock_High_max,LIFE_stock_High_min,LIFE_stock_High_volatility,LIFE_stock_High_change,LIFE_stock_Low_average,LIFE_stock_Low_max,LIFE_stock_Low_min,LIFE_stock_Low_volatility,LIFE_stock_Low_change,LIFE_stock_Close_average,LIFE_stock_Close_max,LIFE_stock_Close_min,LIFE_stock_Close_volatility,LIFE_stock_Close_change,LIFE_stock_Volume_average,LIFE_stock_Volume_max,LIFE_stock_Volume_min,LIFE_stock_Volume_volatility,LIFE_stock_Volume_change
2018-04-08,-1.1639827163121013,-1.1220216425588776,-1.0231389198077165,-0.8226045034403349,-0.0498764637319684,-1.1846537448145407,-1.2244542208540152,-1.1588418887740046,-0.8661709781326721,0.6008712030562529,-1.1492776637503979,-1.1748804192545808,-1.01969831162759,-0.9749198255619966,0.5544651643490597,-1.1156509001819919,-1.10325869021966,-1.0488748252464017,-0.7433884595090662,1.14137177489895,-1.4761530957779383,-1.1396174368876812,-0.9882233620249959,-1.079796003246863,-0.05760920419738842
2018-04-15,-1.2529708438206482,-1.02825347078767,-1.4056544905531452,0.5574077694450008,-0.906358400435141,-1.3794138491053298,-1.113338182286296,-1.661112441192003,0.8443999368047017,-1.0171516465046164,-1.3769344968128459,-1.0682459054957432,-1.6148380606210608,0.5449604575983622,-0.7220160515964544,-1.407681500167699,-1.1935670608481006,-1.5777966654671636,0.3211004661402866,-0.734416672363992,-0.6434009277285537,-0.7648762897419636,-0.7905442149638017,-0.7074983593722208,1.0311571985334513
2018-04-22,-1.792057279171138,-1.738665597273393,-1.8402182183755802,-0.7418691246127772,0.430410066981354,-1.7169621326905056,-1.6509004575973947,-1.7088561005122482,-0.7844485989519322,0.39761111017074185,-1.7790920483994876,-1.679685122795792,-1.845849801466705,-0.6033313376832411,0.3740930118795535,-1.7576484075529515,-1.6585357820440976,-1.7701663010826787,-0.6521925579705788,0.2712947065220131,-1.0995545271101843,-0.8663142011506711,-1.035638115204033,-0.7823684212826614,0.6178534971661086
2018-04-29,-1.6647014556313025,-1.5603582256205855,-1.6930204574970042,-0.28352336238235737,0.30848319344627106,-1.6091094677612574,-1.391216687280505,-1.602925183091568,0.0411398708626883,1.4276962556549662,-1.6718360052893104,-1.687345363086122,-1.5964034182930087,-0.840163016360682,1.159886863351762,-1.571026744244444,-1.4214797854635493,-1.6518659282270813,0.277350098112613,1.6192588921674742,-1.198001296082406,-1.1204492384033702,-0.7877677134630212,-1.1283996081372702,-0.10328906137570457
2018-05-06,-1.459327909105183,-1.3909806476657491,-1.552456839881043,0.2560449205454121,-0.5082503573636584,-1.4556368055836661,-1.3557230631016552,-1.496612536551606,0.14189410724235166,-0.37609661313137327,-1.4763658979112282,-1.3345697323622447,-1.7414719368108078,0.6741519221346596,-0.7218790740142171,-1.4223413951520385,-1.389429155605364,-1.4374992670751976,-0.10653312363426429,-0.263446920518338,-0.3573932215708493,-0.1325700833248288,-0.634181449693896,-0.04087556931036794,0.5659652878019574
2018-05-13,-2.6816604761917255,-1.7700432971143958,-2.8419370559881867,3.1940240487675804,-3.106249978243161,-2.6784586778063835,-1.8061764579252557,-2.8630782974578324,3.176450738173142,-3.120735303619445,-2.8457289217135764,-2.58727206451553,-2.9106154549692222,2.796992009163052,-2.454263902210524,-2.854117492757392,-2.67847810787208,-2.914243877552103,2.947369330437711,-2.5040909456367304,3.3248930471453226,3.324181761452018,3.3197818170940074,3.324357618120183,3.044323198099821
2018-05-20,-2.4346274772349066,-2.8779830579906274,-2.135454551312907,-0.5012347206973127,0.42502560342354145,-2.4168604010443517,-2.8740700239660733,-2.1303881903438664,-0.491526428877672,0.363126647637267,-2.2570758379790656,-2.544727562025025,-2.0622911995639743,-0.515131158705126,1.0232034562387458,-2.264776133187611,-2.546815228642271,-2.0773785599279306,-0.7240478873014717,0.5642729947806105,0.6022470299644815,0.4407097778198903,0.4355353982488519,0.44127895297924125,-3.211548862964814
2018-05-27,-1.887595257836883,-2.10012322053439,-1.7064853961187492,-0.485825649702117,0.46324361087117116,-1.8838992366643559,-2.103013124589861,-1.7166339033657991,-0.4767515625583989,0.4034026686560908,-1.7750854527376239,-1.9403733010331363,-1.6273752336075349,-0.7402224922577142,0.747281184772308,-1.7883910665837,-1.935910843591098,-1.6629303596681935,-0.699382316932867,0.4361734234420648,-0.006351716482306684,-0.1972370443711759,0.5798173862866697,-0.28806992816343563,-0.18841221823915955
2018-06-03,-1.5467993360003327,-1.6592602422993201,-1.4269727781764785,-0.4200405470611903,0.6572107231424674,-1.4944549669614442,-1.4100296301441444,-1.466924513269252,0.4675516834817147,1.2379838079985626,-1.4704329104826328,-1.5174182633212943,-1.394225904736098,-0.29780763029599533,1.172046562923577,-1.4610161796563175,-1.4561999494776598,-1.4091121083728297,0.03988575886241512,1.122293927232528,2.7448956497677934,3.0335992348786736,1.1152799342637956,3.077183866856231,3.312486333827715
2018-06-10,-1.1944733074851133,-1.2833358560580723,-1.1119061464202469,-0.43179593718929393,0.3879933991802099,-1.1841155095783444,-1.3053280729115875,-1.1139119627245684,-0.32054532652280415,0.2474035224045739,-1.1565794211261133,-1.2426025000473706,-1.0950757239717832,-0.590572385946026,0.6782913180740995,-1.1610606574041897,-1.251823544770073,-1.0907796036739328,-0.7257338468012843,0.3771599699562872,0.919860967658417,0.2320711090757363,2.0898909488832356,0.11253764087524133,-0.4595463867734312
