Date,iShares MSCI EM ESG OptimizedEtf_Open_average,iShares MSCI EM ESG OptimizedEtf_Open_max,iShares MSCI EM ESG OptimizedEtf_Open_min,iShares MSCI EM ESG OptimizedEtf_High_average,iShares MSCI EM ESG OptimizedEtf_High_max,iShares MSCI EM ESG OptimizedEtf_High_min,iShares MSCI EM ESG OptimizedEtf_Low_average,iShares MSCI EM ESG OptimizedEtf_Low_max,iShares MSCI EM ESG OptimizedEtf_Low_min,iShares MSCI EM ESG OptimizedEtf_Close_average,iShares MSCI EM ESG OptimizedEtf_Close_max,iShares MSCI EM ESG OptimizedEtf_Close_min
2018-05-27,-1.3729091065508392,-1.3729091065508392,-1.3729091065508392,-1.3242405761500098,-1.3242405761500098,-1.3242405761500098,-1.1513150867648532,-1.1513150867648532,-1.1513150867648532,-1.1593794568888607,-1.1593794568888607,-1.1593794568888607
2018-06-03,-1.1010406039886738,-1.1010406039886738,-1.1010406039886738,-1.0814183885819992,-1.0814183885819992,-1.0814183885819992,-1.0020515136195316,-1.0020515136195316,-1.0020515136195316,-1.0019928563304552,-1.0019928563304552,-1.0019928563304552
2018-06-10,-1.6438757959778487,-1.6438757959778487,-1.6438757959778487,-1.7025488859379314,-1.7025488859379314,-1.7025488859379314,-1.569669362401423,-1.569669362401423,-1.569669362401423,-1.5640125118669612,-1.5640125118669612,-1.5640125118669612
2018-06-17,-2.047105874747637,-2.047105874747637,-2.047105874747637,-2.012973901883102,-2.012973901883102,-2.012973901883102,-1.9773226858973967,-1.9773226858973967,-1.9773226858973967,-2.080815119855326,-2.080815119855326,-2.080815119855326
2018-06-24,-2.1633906578813393,-2.1633906578813393,-2.1633906578813393,-2.1554683394471095,-2.1554683394471095,-2.1554683394471095,-2.0812657982452354,-2.0812657982452354,-2.0812657982452354,-2.0646713230723575,-2.0646713230723575,-2.0646713230723575
2018-07-01,-1.9299602533661566,-1.9299602533661566,-1.9299602533661566,-1.837423044680878,-1.837423044680878,-1.837423044680878,-1.8919703544873376,-1.8919703544873376,-1.8919703544873376,-1.7744165087662098,-1.7744165087662098,-1.7744165087662098
2018-07-08,-1.423559312922978,-1.423559312922978,-1.423559312922978,-1.4503766859559672,-1.4503766859559672,-1.4503766859559672,-1.4350757251389006,-1.4350757251389006,-1.4350757251389006,-1.392648432674382,-1.392648432674382,-1.392648432674382
2018-07-15,-1.2847825051752146,-1.2847825051752146,-1.2847825051752146,-1.2679566543777696,-1.2679566543777696,-1.2679566543777696,-1.2350315263657372,-1.2350315263657372,-1.2350315263657372,-1.2370915793664596,-1.2370915793664596,-1.2370915793664596
2018-07-22,-0.6358076325149695,-0.6358076325149695,-0.6358076325149695,-0.766105993822325,-0.766105993822325,-0.766105993822325,-0.8443282626826308,-0.8443282626826308,-0.8443282626826308,-0.8745372718111991,-0.8745372718111991,-0.8745372718111991
2018-07-29,-1.0734422954613487,-1.0734422954613487,-1.0734422954613487,-1.0943372623448904,-1.0943372623448904,-1.0943372623448904,-1.0362095006922076,-1.0362095006922076,-1.0362095006922076,-1.0852446818503396,-1.0852446818503396,-1.0852446818503396
2018-08-05,-1.1189956858882426,-1.1189956858882426,-1.1189956858882426,-1.2522428900803584,-1.2522428900803584,-1.2522428900803584,-1.3174184995892597,-1.3174184995892597,-1.3174184995892597,-1.3172976088973174,-1.3172976088973174,-1.3172976088973174
2018-08-12,-1.7077569901847052,-1.7077569901847052,-1.7077569901847052,-1.6313861954042062,-1.6313861954042062,-1.6313861954042062,-1.7797404408806945,-1.7797404408806945,-1.7797404408806945,-1.656747063297506,-1.656747063297506,-1.656747063297506
2018-08-19,-0.9413550452151859,-0.9413550452151859,-0.9413550452151859,-1.027305610465151,-1.027305610465151,-1.027305610465151,-0.9218942182681517,-0.9218942182681517,-0.9218942182681517,-0.9679916953733171,-0.9679916953733171,-0.9679916953733171
2018-08-26,-0.8589717886006781,-0.8589717886006781,-0.8589717886006781,-0.9675372732080912,-0.9675372732080912,-0.9675372732080912,-0.9477635889256408,-0.9477635889256408,-0.9477635889256408,-0.9428341622775174,-0.9428341622775174,-0.9428341622775174
2018-09-02,-1.585229068242426,-1.585229068242426,-1.585229068242426,-1.5888466066015232,-1.5888466066015232,-1.5888466066015232,-1.6683788716998105,-1.6683788716998105,-1.6683788716998105,-1.7585248578665351,-1.7585248578665351,-1.7585248578665351
2018-09-09,-1.2728818013411367,-1.2728818013411367,-1.2728818013411367,-1.3475717820801294,-1.3475717820801294,-1.3475717820801294,-1.3099929207011478,-1.3099929207011478,-1.3099929207011478,-1.3800446114960485,-1.3800446114960485,-1.3800446114960485
2018-09-16,-0.6724019624020902,-0.6724019624020902,-0.6724019624020902,-0.7368291432749066,-0.7368291432749066,-0.7368291432749066,-0.6155568188083712,-0.6155568188083712,-0.6155568188083712,-0.7112741565572851,-0.7112741565572851,-0.7112741565572851
2018-09-23,-0.6944216410188255,-0.6944216410188255,-0.6944216410188255,-0.743222268777421,-0.743222268777421,-0.743222268777421,-0.6910855295014618,-0.6910855295014618,-0.6910855295014618,-0.796608114837973,-0.796608114837973,-0.796608114837973
2018-09-30,-1.6683787542630542,-1.6683787542630542,-1.6683787542630542,-1.7998311567903091,-1.7998311567903091,-1.7998311567903091,-1.8718175397663959,-1.8718175397663959,-1.8718175397663959,-1.864011662871688,-1.864011662871688,-1.864011662871688
2018-10-07,-1.986193537588131,-1.986193537588131,-1.986193537588131,-2.0677353204507614,-2.0677353204507614,-2.0677353204507614,-2.1096536507830863,-2.1096536507830863,-2.1096536507830863,-1.9524986787347236,-1.9524986787347236,-1.9524986787347236
