Date,iShares China Large-CapEtf_Open_average,iShares China Large-CapEtf_Open_max,iShares China Large-CapEtf_Open_min,iShares China Large-CapEtf_High_average,iShares China Large-CapEtf_High_max,iShares China Large-CapEtf_High_min,iShares China Large-CapEtf_Low_average,iShares China Large-CapEtf_Low_max,iShares China Large-CapEtf_Low_min,iShares China Large-CapEtf_Close_average,iShares China Large-CapEtf_Close_max,iShares China Large-CapEtf_Close_min
2018-05-27,-0.5406172166422026,-0.5406172166422026,-0.5406172166422026,-0.54130597145672,-0.54130597145672,-0.54130597145672,-0.3669429805148688,-0.3669429805148688,-0.3669429805148688,-0.4458153852420869,-0.4458153852420869,-0.4458153852420869
2018-06-03,0.001749136519437198,0.001749136519437198,0.001749136519437198,-0.029107490854452092,-0.029107490854452092,-0.029107490854452092,0.11213273759218158,0.11213273759218158,0.11213273759218158,0.08192733347275825,0.08192733347275825,0.08192733347275825
2018-06-10,-0.7300224817413459,-0.7300224817413459,-0.7300224817413459,-0.8240016250277982,-0.8240016250277982,-0.8240016250277982,-0.6620872529809099,-0.6620872529809099,-0.6620872529809099,-0.6352333255072985,-0.6352333255072985,-0.6352333255072985
2018-06-17,-2.3014804557741733,-2.3014804557741733,-2.3014804557741733,-2.5597770560576425,-2.5597770560576425,-2.5597770560576425,-2.052427693852427,-2.052427693852427,-2.052427693852427,-2.3229934092814895,-2.3229934092814895,-2.3229934092814895
2018-06-24,-2.591526849587874,-2.591526849587874,-2.591526849587874,-2.628188064184123,-2.628188064184123,-2.628188064184123,-2.481713105523088,-2.481713105523088,-2.481713105523088,-2.5499625218891735,-2.5499625218891735,-2.5499625218891735
2018-07-01,-2.582937960372168,-2.582937960372168,-2.582937960372168,-2.450837530289632,-2.450837530289632,-2.450837530289632,-2.486261516035121,-2.486261516035121,-2.486261516035121,-2.3721743323939566,-2.3721743323939566,-2.3721743323939566
2018-07-08,-1.8870119648004269,-1.8870119648004269,-1.8870119648004269,-1.9327593913635883,-1.9327593913635883,-1.9327593913635883,-1.820808010566422,-1.820808010566422,-1.820808010566422,-1.8316391176908062,-1.8316391176908062,-1.8316391176908062
2018-07-15,-1.9062688875405478,-1.9062688875405478,-1.9062688875405478,-1.8740328109750974,-1.8740328109750974,-1.8740328109750974,-1.850397862790407,-1.850397862790407,-1.850397862790407,-1.791385534929496,-1.791385534929496,-1.791385534929496
2018-07-22,-1.0841769841897986,-1.0841769841897986,-1.0841769841897986,-1.1711150824586092,-1.1711150824586092,-1.1711150824586092,-1.1418099098925867,-1.1418099098925867,-1.1418099098925867,-1.187821871638388,-1.187821871638388,-1.187821871638388
2018-07-29,-1.568211493538405,-1.568211493538405,-1.568211493538405,-1.6285052413496717,-1.6285052413496717,-1.6285052413496717,-1.543663543703702,-1.543663543703702,-1.543663543703702,-1.6080873604723123,-1.6080873604723123,-1.6080873604723123
2018-08-05,-1.1314735616503049,-1.1314735616503049,-1.1314735616503049,-1.2083537318006368,-1.2083537318006368,-1.2083537318006368,-1.1649872528550702,-1.1649872528550702,-1.1649872528550702,-1.1940349315682046,-1.1940349315682046,-1.1940349315682046
2018-08-12,-1.7475735963782204,-1.7475735963782204,-1.7475735963782204,-1.5319695198783103,-1.5319695198783103,-1.5319695198783103,-1.751928553739304,-1.751928553739304,-1.751928553739304,-1.5382305064357422,-1.5382305064357422,-1.5382305064357422
2018-08-19,-0.9306425943648476,-0.9306425943648476,-0.9306425943648476,-0.9867782685173171,-0.9867782685173171,-0.9867782685173171,-0.9167795765107251,-0.9167795765107251,-0.9167795765107251,-0.9882739483784678,-0.9882739483784678,-0.9882739483784678
2018-08-26,-0.918581237831993,-0.918581237831993,-0.918581237831993,-0.9614306541857569,-0.9614306541857569,-0.9614306541857569,-0.9713471231655765,-0.9713471231655765,-0.9713471231655765,-0.9728308137416022,-0.9728308137416022,-0.9728308137416022
2018-09-02,-1.3311622520578619,-1.3311622520578619,-1.3311622520578619,-1.3263854286808625,-1.3263854286808625,-1.3263854286808625,-1.3329337215845622,-1.3329337215845622,-1.3329337215845622,-1.405750952166589,-1.405750952166589,-1.405750952166589
2018-09-09,-0.9467181071327502,-0.9467181071327502,-0.9467181071327502,-1.0579285122132962,-1.0579285122132962,-1.0579285122132962,-1.0812802595504056,-1.0812802595504056,-1.0812802595504056,-1.1532835070595426,-1.1532835070595426,-1.1532835070595426
2018-09-16,-0.18637442362675227,-0.18637442362675227,-0.18637442362675227,-0.2899939123993364,-0.2899939123993364,-0.2899939123993364,-0.22940697046910705,-0.22940697046910705,-0.22940697046910705,-0.35742834612497926,-0.35742834612497926,-0.35742834612497926
2018-09-23,-0.29373134593429057,-0.29373134593429057,-0.29373134593429057,-0.3501725981879353,-0.3501725981879353,-0.3501725981879353,-0.32269119101609767,-0.32269119101609767,-0.32269119101609767,-0.4001703089322556,-0.4001703089322556,-0.4001703089322556
2018-09-30,-1.0350964985126045,-1.0350964985126045,-1.0350964985126045,-1.179399448413487,-1.179399448413487,-1.179399448413487,-1.1738197083521802,-1.1738197083521802,-1.1738197083521802,-1.1435647076821824,-1.1435647076821824,-1.1435647076821824
2018-10-07,-1.3802929993545685,-1.3802929993545685,-1.3802929993545685,-1.4547996145290807,-1.4547996145290807,-1.4547996145290807,-1.4635678942036463,-1.4635678942036463,-1.4635678942036463,-1.3886742974518513,-1.3886742974518513,-1.3886742974518513
