Date,Vanguard FTSE All-World ex-US Small-CapEtf_Open_average,Vanguard FTSE All-World ex-US Small-CapEtf_Open_max,Vanguard FTSE All-World ex-US Small-CapEtf_Open_min,Vanguard FTSE All-World ex-US Small-CapEtf_High_average,Vanguard FTSE All-World ex-US Small-CapEtf_High_max,Vanguard FTSE All-World ex-US Small-CapEtf_High_min,Vanguard FTSE All-World ex-US Small-CapEtf_Low_average,Vanguard FTSE All-World ex-US Small-CapEtf_Low_max,Vanguard FTSE All-World ex-US Small-CapEtf_Low_min,Vanguard FTSE All-World ex-US Small-CapEtf_Close_average,Vanguard FTSE All-World ex-US Small-CapEtf_Close_max,Vanguard FTSE All-World ex-US Small-CapEtf_Close_min
2018-04-08,0.3233971978177697,0.3233971978177697,0.3233971978177697,0.1879728004745788,0.1879728004745788,0.1879728004745788,0.2231617623521602,0.2231617623521602,0.2231617623521602,0.12727405321064433,0.12727405321064433,0.12727405321064433
2018-04-15,0.322277118633755,0.322277118633755,0.322277118633755,0.15696263114523204,0.15696263114523204,0.15696263114523204,0.3706628687793687,0.3706628687793687,0.3706628687793687,0.21219476962239475,0.21219476962239475,0.21219476962239475
2018-04-22,0.041069007538530114,0.041069007538530114,0.041069007538530114,-0.026191416406225052,-0.026191416406225052,-0.026191416406225052,0.2883582758506795,0.2883582758506795,0.2883582758506795,0.27222782367539716,0.27222782367539716,0.27222782367539716
2018-04-29,-0.43850330367625906,-0.43850330367625906,-0.43850330367625906,0.1533585841217909,0.1533585841217909,0.1533585841217909,-0.006405218409096318,-0.006405218409096318,-0.006405218409096318,0.23936755829005557,0.23936755829005557,0.23936755829005557
2018-05-06,1.4815023939363205,1.4815023939363205,1.4815023939363205,1.5054221746024703,1.5054221746024703,1.5054221746024703,1.3763770941961364,1.3763770941961364,1.3763770941961364,1.1414474419740577,1.1414474419740577,1.1414474419740577
2018-05-13,0.39583724642761087,0.39583724642761087,0.39583724642761087,0.21039201906729246,0.21039201906729246,0.21039201906729246,0.4960644445770307,0.4960644445770307,0.4960644445770307,0.43379452236774163,0.43379452236774163,0.43379452236774163
2018-05-20,0.22812272910234785,0.22812272910234785,0.22812272910234785,0.027663686068047196,0.027663686068047196,0.027663686068047196,0.30788257612728154,0.30788257612728154,0.30788257612728154,0.15321729174406706,0.15321729174406706,0.15321729174406706
2018-05-27,0.12710576545169364,0.12710576545169364,0.12710576545169364,0.04413808498447991,0.04413808498447991,0.04413808498447991,0.3691336553694346,0.3691336553694346,0.3691336553694346,0.19872233482853144,0.19872233482853144,0.19872233482853144
2018-06-03,1.2238805813922573,1.2238805813922573,1.2238805813922573,1.4230288287332133,1.4230288287332133,1.4230288287332133,1.1765739274399785,1.1765739274399785,1.1765739274399785,1.3710963768228182,1.3710963768228182,1.3710963768228182
2018-06-10,0.03816706701425968,0.03816706701425968,0.03816706701425968,-0.33579729693135985,-0.33579729693135985,-0.33579729693135985,-0.05806323617969812,-0.05806323617969812,-0.05806323617969812,0.008265765343778864,0.008265765343778864,0.008265765343778864
