Date,iShares Edge US Fxd Incm Bal RskEtf_Open_average,iShares Edge US Fxd Incm Bal RskEtf_Open_max,iShares Edge US Fxd Incm Bal RskEtf_Open_min,iShares Edge US Fxd Incm Bal RskEtf_High_average,iShares Edge US Fxd Incm Bal RskEtf_High_max,iShares Edge US Fxd Incm Bal RskEtf_High_min,iShares Edge US Fxd Incm Bal RskEtf_Low_average,iShares Edge US Fxd Incm Bal RskEtf_Low_max,iShares Edge US Fxd Incm Bal RskEtf_Low_min,iShares Edge US Fxd Incm Bal RskEtf_Close_average,iShares Edge US Fxd Incm Bal RskEtf_Close_max,iShares Edge US Fxd Incm Bal RskEtf_Close_min
2018-04-08,-0.576462402570509,-0.576462402570509,-0.576462402570509,-0.6884531095300107,-0.6884531095300107,-0.6884531095300107,-0.5748338857947817,-0.5748338857947817,-0.5748338857947817,-0.6272670615883837,-0.6272670615883837,-0.6272670615883837
2018-04-15,-1.1506026047647102,-1.1506026047647102,-1.1506026047647102,-1.1880879707221748,-1.1880879707221748,-1.1880879707221748,-1.2092006758274563,-1.2092006758274563,-1.2092006758274563,-1.298272804274169,-1.298272804274169,-1.298272804274169
2018-04-22,-1.9123312610293002,-1.9123312610293002,-1.9123312610293002,-1.6406984844751673,-1.6406984844751673,-1.6406984844751673,-1.7405921767181518,-1.7405921767181518,-1.7405921767181518,-1.4742283236550695,-1.4742283236550695,-1.4742283236550695
2018-04-29,-2.0335872916039905,-2.0335872916039905,-2.0335872916039905,-1.9115169205318328,-1.9115169205318328,-1.9115169205318328,-1.8933286713319235,-1.8933286713319235,-1.8933286713319235,-1.7151783390347253,-1.7151783390347253,-1.7151783390347253
2018-05-06,-1.3963722097099778,-1.3963722097099778,-1.3963722097099778,-1.6281861141482132,-1.6281861141482132,-1.6281861141482132,-1.5831607619992043,-1.5831607619992043,-1.5831607619992043,-1.6641151525141307,-1.6641151525141307,-1.6641151525141307
2018-05-13,-1.834815097305123,-1.834815097305123,-1.834815097305123,-1.953714560552978,-1.953714560552978,-1.953714560552978,-1.8920913857393713,-1.8920913857393713,-1.8920913857393713,-2.0084983301525448,-2.0084983301525448,-2.0084983301525448
2018-05-20,-0.37525738159698097,-0.37525738159698097,-0.37525738159698097,-0.5245557418028801,-0.5245557418028801,-0.5245557418028801,-0.8672750145381342,-0.8672750145381342,-0.8672750145381342,-1.002521498439114,-1.002521498439114,-1.002521498439114
2018-05-27,-0.8587767401692175,-0.8587767401692175,-0.8587767401692175,-0.8317203291234426,-0.8317203291234426,-0.8317203291234426,-1.1646156180660154,-1.1646156180660154,-1.1646156180660154,-1.1541656803176814,-1.1541656803176814,-1.1541656803176814
2018-06-03,-1.509468895894984,-1.509468895894984,-1.509468895894984,-1.108307085304624,-1.108307085304624,-1.108307085304624,-1.2279498631772954,-1.2279498631772954,-1.2279498631772954,-1.0177307921509489,-1.0177307921509489,-1.0177307921509489
2018-06-10,-0.7719849161339382,-0.7719849161339382,-0.7719849161339382,-0.422370941878795,-0.422370941878795,-0.422370941878795,-0.6318521397525153,-0.6318521397525153,-0.6318521397525153,-0.7857936545544196,-0.7857936545544196,-0.7857936545544196
2018-06-17,-0.24225722730823673,-0.24225722730823673,-0.24225722730823673,-0.5072648595941542,-0.5072648595941542,-0.5072648595941542,-0.5343922632161349,-0.5343922632161349,-0.5343922632161349,-0.6474344875404084,-0.6474344875404084,-0.6474344875404084
2018-06-24,-0.7176978414439993,-0.7176978414439993,-0.7176978414439993,-0.29892142136285965,-0.29892142136285965,-0.29892142136285965,-0.4466375067514317,-0.4466375067514317,-0.4466375067514317,-0.3964457200590594,-0.3964457200590594,-0.3964457200590594
2018-07-01,-0.5814177527061412,-0.5814177527061412,-0.5814177527061412,-1.0037114486192107,-1.0037114486192107,-1.0037114486192107,-0.8787093351911786,-0.8787093351911786,-0.8787093351911786,-0.8523617678131882,-0.8523617678131882,-0.8523617678131882
2018-07-08,-0.03978347751632154,-0.03978347751632154,-0.03978347751632154,0.3113626934996779,0.3113626934996779,0.3113626934996779,0.26082745612756414,0.26082745612756414,0.26082745612756414,0.62764387908241,0.62764387908241,0.62764387908241
2018-07-15,1.5258291529580756,1.5258291529580756,1.5258291529580756,1.028137955352457,1.028137955352457,1.028137955352457,1.2932276267015654,1.2932276267015654,1.2932276267015654,1.1684148098253129,1.1684148098253129,1.1684148098253129
2018-07-22,1.2588890875972385,1.2588890875972385,1.2588890875972385,0.9974059619080486,0.9974059619080486,0.9974059619080486,1.2096839541461026,1.2096839541461026,1.2096839541461026,1.8206913871032002,1.8206913871032002,1.8206913871032002
2018-07-29,0.35358550858484006,0.35358550858484006,0.35358550858484006,0.5071849573514527,0.5071849573514527,0.5071849573514527,0.4643810440087356,0.4643810440087356,0.4643810440087356,1.326566265009128,1.326566265009128,1.326566265009128
2018-08-05,1.525062044753808,1.525062044753808,1.525062044753808,1.878729951335783,1.878729951335783,1.878729951335783,1.6151868544615806,1.6151868544615806,1.6151868544615806,1.9712128971188518,1.9712128971188518,1.9712128971188518
2018-08-12,1.9562523040044997,1.9562523040044997,1.9562523040044997,2.1491032655003743,2.1491032655003743,2.1491032655003743,2.5722829311678277,2.5722829311678277,2.5722829311678277,2.008887797301974,2.008887797301974,2.008887797301974
